@relation waveform-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1,2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
424,16.731611,8.296523,-2.078461,4.070319,-2.286307,3.273576,5.80237,-0.32909,-5.334716,-13.371432,0,cluster1
425,5.369358,9.075946,-26.015403,0.086603,7.776908,11.327612,9.993933,-1.385641,6.096819,-18.047969,2,cluster1
426,12.384163,13.440714,-2.823243,-14.549227,11.119766,0.294449,-12.055074,-9.526279,24.54316,5.473281,1,cluster2
427,12.713253,12.93842,6.858921,3.949076,14.098894,1.402961,13.509996,-9.370395,9.422356,-7.742267,1,cluster2
428,21.165661,22.811109,23.417327,-2.563435,4.832422,11.466176,-22.395417,-2.37291,7.309254,-1.073872,1,cluster0
429,19.831982,19.398969,6.599114,-7.517101,-3.048409,-0.242487,-8.52169,1.02191,3.516063,-2.407551,0,cluster0
430,20.213033,7.551742,-18.844713,-4.503332,5.300075,8.954703,13.96033,-1.957217,-3.06573,-31.090312,0,cluster1
431,13.64856,5.663806,-13.007702,-5.213473,4.156922,14.878316,1.801333,-9.924651,19.710738,-14.202817,0,cluster1
432,14.912957,4.41673,8.833459,-1.160474,11.396894,-2.996448,2.199705,-13.613919,18.06529,-1.316359,1,cluster2
433,25.149378,1.766692,-5.386678,-8.435087,5.577204,13.250189,3.585345,-4.08764,-6.858921,-15.501855,2,cluster1
434,25.772916,3.775871,-22.966994,-23.17484,-6.789639,6.495191,1.385641,0.069282,6.80696,-21.009776,2,cluster1
435,17.216585,21.442789,-4.711178,-9.335754,8.746857,14.220137,5.542563,0.883346,5.958255,-19.7627,0,cluster1
436,27.435685,11.102446,-17.770841,-9.993933,5.559883,5.300075,2.632717,-16.870175,4.711178,-11.743304,0,cluster1
437,25.21866,15.882906,7.101408,-1.03923,11.60474,15.865585,-8.833459,-6.668396,1.922576,-16.922136,0,cluster0
438,23.036276,2.39023,-14.341381,-6.599114,3.256256,4.555294,16.593047,-15.415252,6.581793,-17.840123,2,cluster1
439,4.156922,16.315919,-3.100371,-3.135012,19.0872,4.018358,3.377499,-14.583868,30.432133,-7.950113,2,cluster2
440,22.239532,8.694895,-10.409625,-11.708663,-2.182384,8.1926,-5.629165,0.242487,8.244562,-12.990381,2,cluster1
441,20.542123,0.207846,-20.057148,-12.592009,-3.031089,5.507922,-0.207846,-12.436125,3.446781,-26.136647,0,cluster1
442,17.874764,14.687791,-3.949076,-4.330127,-0.155885,4.676537,-1.108513,-9.335754,10.946561,-7.395857,0,cluster1
443,13.821765,7.794229,-18.844713,-10.097856,0.744782,7.517101,5.45596,-11.206369,12.973061,-15.397932,2,cluster1
444,28.907928,7.863511,-16.229316,-9.075946,3.100371,8.833459,2.857884,-9.127908,-2.009179,-16.71429,0,cluster1
445,18.74079,7.724947,-11.881869,-3.135012,3.550704,9.301113,5.178832,-15.415252,8.902741,-9.959292,0,cluster1
446,14.32406,6.997485,-15.276688,-1.385641,9.56092,1.03923,10.669433,-8.85078,10.167138,-23.417327,2,cluster1
447,18.723469,27.401044,13.943009,-4.08764,11.708663,11.292971,-17.424431,-3.273576,13.943009,-1.939897,0,cluster0
448,19.450931,12.505407,6.754998,3.879794,-2.338269,-9.353074,-7.239972,1.316359,9.162549,3.550704,1,cluster0
449,11.777945,8.746857,-17.926726,-3.550704,8.261882,1.281718,8.816139,-3.290897,7.17069,-11.93383,2,cluster1
450,10.8946,28.786684,13.250189,2.546115,17.095341,9.474318,-3.550704,-4.139601,16.69697,3.845153,1,cluster0
451,17.320508,14.376022,-9.716805,-5.45596,-0.502295,11.881869,3.117691,-8.054036,2.563435,-20.628725,0,cluster1
452,5.230793,15.415252,7.326575,0.606218,15.67506,4.503332,3.602666,-12.107035,19.121841,-5.040268,1,cluster2
453,12.695932,18.099931,-1.593487,-4.76314,-3.08305,7.15337,2.026499,-6.720357,13.128945,-10.2191,0,cluster1
454,3.308217,17.978687,-3.897114,-0.051962,8.8681,8.885421,9.56092,12.834496,19.225764,-15.830944,2,cluster2
455,11.535458,12.93842,-6.339306,-4.208883,8.071357,20.646046,5.975575,-15.727021,8.85078,-22.118289,0,cluster1
456,14.376022,5.265434,1.454923,-8.712216,6.82428,-1.939897,-7.950113,-6.044857,5.507922,4.347448,1,cluster2
457,22.100968,14.220137,11.362253,0.935307,-1.420282,-2.961807,-12.540048,2.511474,-5.559883,-2.199705,1,cluster0
458,18.463662,14.064253,-2.355589,-12.713253,9.110587,7.257293,10.773356,-7.880831,13.700522,-7.742267,2,cluster1
459,23.677135,16.523765,15.536496,-7.014806,8.209921,3.706589,-9.87269,-0.796743,6.044857,-8.590972,1,cluster0
460,13.787124,7.759588,-13.128945,-8.764177,-1.887935,-1.71473,1.766692,-2.39023,8.608293,-30.743902,2,cluster1
461,19.641456,3.810512,-14.618509,-10.357664,-0.017321,5.265434,8.660254,-4.728499,0.866025,-22.689866,2,cluster1
462,19.797341,20.005187,-2.459512,-8.989344,4.624576,6.858921,-10.184459,-8.746857,13.821765,-14.774393,0,cluster0
463,15.207406,24.88957,17.303188,2.06114,19.537533,6.495191,-4.919024,-11.552779,4.503332,7.880831,1,cluster0
464,0.727461,12.60933,4.43405,2.667358,13.700522,3.377499,11.691343,-19.347008,29.202377,-19.364328,2,cluster2
465,11.015843,17.407111,10.305702,-1.749371,-1.957217,-0.554256,-8.989344,-2.37291,8.140639,3.238935,1,cluster0
466,14.376022,22.395417,14.757073,-1.576166,5.733088,7.586383,-11.500817,0.762102,14.029612,2.563435,1,cluster0
467,21.650635,17.493713,-8.729536,-6.772319,10.132497,15.432573,-1.056551,0.796743,0.727461,-13.059663,0,cluster1
468,16.419842,22.551302,5.421319,-0.744782,8.209921,-1.229756,-9.682164,-2.857884,15.484534,3.204294,0,cluster0
469,10.58283,21.252263,9.941972,-8.331164,7.482459,3.879794,-8.088677,5.923614,13.804445,-2.130422,1,cluster0
470,20.403559,-7.880831,-2.165064,2.788602,2.684679,-3.39482,-0.917987,-10.790677,2.909845,-10.842638,2,cluster1
471,16.956777,11.085125,-7.603703,-11.310292,5.12687,2.979127,-1.558846,-2.961807,13.856406,-13.163586,0,cluster1
472,29.046492,13.128945,-27.349082,-5.975575,3.031089,13.042343,12.314881,-0.779423,2.701999,-23.036276,0,cluster1
473,24.54316,-0.935307,-14.254778,-14.064253,-4.278165,11.189048,10.409625,-9.595561,9.058626,-22.15293,2,cluster1
474,19.243084,23.815699,14.479945,1.056551,17.614957,0.917987,6.928203,-6.581793,19.485572,-3.533384,1,cluster2
475,7.932793,14.722432,-9.179869,-3.931755,10.652112,2.563435,8.608293,-9.699485,20.905853,-1.749371,2,cluster2
476,19.745379,13.752483,-21.997045,-17.04338,3.723909,11.310292,-2.268987,-5.992896,10.426946,-15.068842,0,cluster1
477,13.64856,14.549227,-14.046932,-10.756036,6.443229,9.838049,3.290897,0.658179,7.776908,-22.533981,0,cluster1
478,15.969508,11.708663,-15.536496,-11.691343,4.659217,11.829907,3.360179,3.879794,15.155445,-23.330724,2,cluster1
479,3.775871,15.727021,-4.43405,-4.08764,9.526279,8.071357,2.338269,6.928203,7.898152,-13.076984,2,cluster2
480,29.843235,10.721394,-18.013328,-7.742267,0.277128,3.983717,4.520653,-13.700522,5.178832,-16.03879,2,cluster1
481,19.364328,33.688388,17.251226,-6.339306,3.810512,-3.75855,-13.908368,-7.742267,18.498303,6.027537,1,cluster0
482,6.82428,12.990381,7.586383,0.051962,19.312367,-0.103923,0.415692,-11.725984,22.464699,-6.356626,2,cluster2
483,21.875802,10.461587,1.576166,-6.910883,0.017321,8.348485,-8.019395,-2.268987,13.994971,-6.685716,0,cluster0
484,15.640419,14.912957,13.30215,-3.897114,17.268547,-1.333679,-9.231831,-13.267509,14.341381,-2.701999,1,cluster2
485,14.566547,22.568622,-3.186973,-10.58283,8.105998,13.925688,13.544637,-6.270024,16.645008,-27.401044,0,cluster1
486,18.047969,5.12687,-18.273136,-14.99956,3.360179,5.178832,3.75855,-0.190526,9.907331,-14.739752,2,cluster1
487,21.771879,4.295486,-12.349522,-13.163586,-1.03923,-5.334716,14.133535,2.753961,10.2191,-19.191123,2,cluster1
488,14.029612,12.107035,15.519175,2.563435,14.046932,0.640859,-11.466176,-20.195712,18.359739,-5.161511,1,cluster2
489,12.60933,-1.160474,-11.674022,-0.554256,11.102446,-3.377499,-1.558846,-6.235383,7.447818,-11.119766,2,cluster2
490,13.458035,13.787124,-3.446781,-5.525242,12.141676,10.323023,-2.147743,-11.448856,17.147303,-6.997485,2,cluster2
491,16.02147,16.748931,18.273136,-2.875204,1.108513,5.10955,-9.751446,-12.176317,15.32865,1.299038,1,cluster0
492,17.37247,14.341381,-18.307777,-7.638344,-4.520653,16.818213,-4.052999,-13.215548,9.595561,-21.269584,0,cluster1
493,27.054634,6.495191,-9.456997,-4.76314,-7.84619,4.156922,0.086603,-10.409625,2.04382,-23.659814,0,cluster1
494,4.312807,26.656262,11.206369,3.862473,15.796303,-6.651075,-1.69741,-6.096819,16.558406,-2.511474,1,cluster2
495,12.903779,19.208443,21.13102,8.487049,6.772319,-9.023985,-10.513548,-0.069282,5.421319,-3.117691,1,cluster0
496,17.459072,7.655665,8.036716,5.074909,15.952188,-9.110587,-6.997485,-14.531906,18.099931,8.608293,1,cluster2
497,27.383723,11.760625,-7.776908,-3.619986,-2.424871,0,-0.866025,-3.256256,2.37291,-16.541085,0,cluster1
498,18.151892,8.296523,-9.907331,-4.693858,-0.900666,-0.207846,1.489564,-8.677575,2.927166,-14.046932,0,cluster1
499,14.982239,17.822803,6.858921,-23.140199,3.827832,-0.502295,-18.06529,-10.409625,24.19675,3.221615,0,cluster0
500,21.442789,18.810072,-1.02191,-8.244562,6.443229,7.551742,-0.606218,-10.807997,11.24101,-20.490161,0,cluster1
501,18.134572,12.817176,-3.204294,-10.773356,6.252703,-0.34641,6.945524,0.502295,8.712216,-8.157959,2,cluster1
502,27.504967,19.589495,10.617471,-0.710141,-3.464102,0.814064,-14.116214,-13.735163,3.775871,3.897114,0,cluster0
503,12.245599,12.072394,-12.228279,-1.454923,-1.160474,7.898152,4.191563,-2.511474,-0.536936,-15.69238,0,cluster1
504,18.047969,21.789199,-1.887935,-0.034641,-4.901704,4.745819,-3.862473,-11.24101,8.105998,-10.080536,0,cluster0
505,9.075946,9.993933,-8.781498,0.086603,5.196152,-3.048409,5.663806,-13.735163,19.883943,1.489564,2,cluster2
506,11.674022,22.049007,20.45552,1.506884,13.198227,-2.026499,-10.807997,-13.406073,22.308814,3.031089,1,cluster2
507,14.012291,13.873727,6.010216,-0.207846,9.699485,-6.443229,-6.235383,-0.381051,12.557368,2.580756,1,cluster2
508,14.133535,27.834056,3.325538,-2.979127,3.966396,-0.658179,-14.757073,-2.667358,12.505407,-4.41673,0,cluster0
509,11.829907,7.343895,7.361216,1.420282,15.016881,-3.845153,-4.953665,1.506884,7.586383,1.212436,1,cluster2
510,7.15337,8.313844,4.243524,-2.424871,18.099931,-11.171728,-0.103923,-6.079498,18.221174,-6.46055,2,cluster2
511,19.295046,10.929241,-0.138564,-4.849742,4.451371,-0.831384,5.819691,0.866025,15.830944,-9.456997,2,cluster2
512,16.974098,19.7627,6.737678,1.056551,-3.238935,0.658179,-16.03879,-0.017321,3.862473,1.541525,0,cluster0
513,17.840123,30.761222,12.089715,-13.579278,-4.503332,-0.32909,-16.870175,8.157959,17.493713,-5.715768,0,cluster0
514,20.403559,7.014806,-6.997485,-1.160474,-0.623538,7.014806,11.639381,-0.640859,2.684679,-13.319471,0,cluster1
515,15.813624,20.819251,-6.252703,-8.53901,0.744782,16.03879,-6.096819,-0.883346,8.054036,-3.273576,0,cluster0
516,23.53857,15.813624,-11.881869,-12.141676,-3.360179,6.876242,-5.005627,-7.482459,-2.73664,-7.603703,0,cluster1
517,11.050484,14.427983,3.048409,0.398372,13.094304,-3.117691,1.073872,2.650038,7.551742,-4.035678,2,cluster2
518,8.331164,7.465139,-2.165064,-0.467654,9.023985,0.744782,8.383126,-13.28483,21.633315,-11.552779,2,cluster2
519,19.797341,3.533384,-10.115177,-6.13146,-2.407551,2.909845,0.623538,-5.092229,-2.857884,-11.414215,0,cluster1
520,9.716805,22.585943,8.764177,-6.997485,9.508959,-4.607255,-7.898152,-2.476833,14.930278,-9.699485,1,cluster0
521,23.365365,0.190526,-15.709701,-7.343895,6.980165,7.638344,7.049447,-8.435087,-4.936345,-18.429021,2,cluster1
522,19.658777,21.408148,4.607255,6.373947,5.45596,8.088677,-6.858921,-1.420282,8.140639,1.333679,1,cluster0
523,18.896674,19.329687,-8.1926,-1.472243,1.420282,14.99956,-11.570099,-5.888973,5.837011,-4.278165,0,cluster0
524,15.068842,13.613919,9.370395,-10.080536,-1.801333,-0.398372,-5.577204,2.996448,5.923614,-10.045895,0,cluster0
525,23.19216,4.693858,-15.571137,-10.167138,-2.771281,5.040268,2.580756,-20.368917,18.515623,-21.269584,0,cluster1
526,8.452408,11.674022,-5.698447,-5.681127,5.300075,-5.663806,-10.253741,-16.160034,19.831982,-2.73664,2,cluster2
527,13.665881,12.851817,-9.508959,-16.991418,-4.243524,-2.217025,-4.382089,-3.221615,18.810072,-5.992896,2,cluster1
528,15.311329,22.585943,7.586383,5.871652,9.491638,8.972023,-1.316359,-4.001037,12.003112,-10.877279,0,cluster0
529,11.067805,27.089275,13.787124,6.910883,6.079498,6.876242,-9.093267,-6.82428,7.898152,-3.06573,1,cluster0
530,16.073431,19.0872,2.217025,0.051962,16.454483,3.671948,8.400446,-0.779423,3.325538,-5.577204,2,cluster2
531,12.245599,23.088237,-2.494153,5.040268,11.050484,-3.550704,0.640859,-5.559883,10.877279,-1.870615,1,cluster2
532,16.160034,23.261442,9.353074,-3.342858,-1.316359,-1.645448,-18.775431,-7.222652,19.225764,-4.226204,0,cluster0
533,21.044417,17.181944,19.901264,5.507922,0.155885,-5.161511,-15.397932,6.408588,-6.443229,-2.857884,1,cluster0
534,12.141676,4.867063,-9.803408,-8.798818,-6.47787,11.500817,-7.309254,-7.15337,6.980165,-8.088677,0,cluster1
535,21.945084,24.058186,18.567585,-1.333679,6.564473,10.340343,-18.723469,-4.468691,6.720357,-4.936345,1,cluster0
536,22.100968,7.482459,-19.000597,-6.339306,3.481422,-1.299038,8.227241,-11.639381,4.884383,-13.769804,2,cluster1
537,11.396894,10.392305,0.762102,-1.472243,14.497265,-15.34597,3.481422,-9.630202,13.752483,4.832422,2,cluster2
538,10.063215,8.746857,0.866025,-0.571577,3.897114,2.528794,4.884383,4.226204,8.556331,-4.641896,1,cluster2
539,20.091789,11.552779,-15.969508,-11.725984,5.040268,14.964919,-1.316359,-6.685716,13.267509,-18.06529,0,cluster1
540,22.204891,11.171728,-7.621024,-11.881869,6.096819,0.727461,-0.173205,-1.420282,5.715768,-19.624136,2,cluster1
541,19.208443,2.407551,-18.047969,-9.786087,-5.352037,4.936345,8.435087,-10.028574,9.405036,-25.045455,2,cluster1
542,4.001037,18.186533,11.58742,-2.563435,3.360179,-4.243524,-1.437602,-9.405036,22.741827,4.520653,1,cluster2
543,11.466176,29.877876,0.952628,-3.481422,12.384163,4.659217,1.212436,0.398372,14.185496,1.212436,1,cluster0
544,24.266032,24.387275,10.842638,7.014806,10.548189,3.446781,-17.0607,2.701999,4.312807,-7.517101,1,cluster0
545,20.853892,20.923174,0.121244,-6.010216,0.450333,10.063215,0.935307,-6.14878,10.842638,-13.111625,0,cluster1
546,12.990381,3.308217,0.554256,6.564473,9.093267,-4.919024,10.686753,-6.373947,8.054036,-17.909405,2,cluster2
547,18.584905,24.040865,14.531906,-1.524205,5.386678,-0.069282,-4.451371,-4.624576,18.186533,2.875204,1,cluster0
548,16.766252,2.996448,-12.973061,-9.162549,1.766692,8.677575,6.789639,-17.7362,16.645008,-8.227241,2,cluster1
549,23.088237,6.997485,-11.500817,-10.461587,-0.502295,16.333239,11.466176,-6.13146,9.595561,-10.045895,2,cluster1
550,14.878316,11.951151,-2.37291,-13.769804,4.399409,-1.541525,-3.706589,-4.312807,12.418804,-13.388753,0,cluster1
551,16.402521,14.358701,9.093267,-3.602666,7.967434,9.21451,-15.761662,3.585345,7.603703,7.326575,1,cluster0
552,8.071357,23.140199,5.403999,4.43405,23.573211,-3.775871,4.399409,-8.937382,6.47787,-17.649598,2,cluster2
553,16.818213,10.998523,12.470766,-4.035678,6.079498,-2.996448,-21.47743,-9.907331,5.80237,1.610807,1,cluster0
554,9.526279,14.029612,8.781498,-5.490601,8.209921,-1.957217,15.380611,-12.921099,22.17025,1.091192,1,cluster2
555,8.53901,30.085723,8.52169,-4.901704,6.235383,-1.853294,-5.10955,-3.966396,20.490161,4.659217,0,cluster0
556,18.151892,20.559443,13.943009,-3.169653,0.796743,0.796743,-9.682164,-4.728499,11.24101,-2.442192,0,cluster0
557,17.753521,11.881869,-13.354112,-5.629165,9.370395,-4.278165,5.750409,0.727461,-4.122281,-13.527317,2,cluster1
558,16.939457,16.090752,6.685716,-5.282755,0.571577,-4.537973,-11.743304,0.796743,2.857884,-0.017321,0,cluster0
559,17.04338,14.809034,-3.654627,-4.347448,7.967434,0.658179,-6.599114,1.71473,8.17528,1.732051,1,cluster0
560,18.965956,11.60474,-28.665441,-8.019395,0.814064,3.568025,13.683201,-0.883346,7.049447,-25.790237,0,cluster1
561,13.596599,19.866623,10.998523,-8.331164,8.331164,6.82428,0.138564,-17.268547,13.908368,-6.512511,2,cluster2
562,6.408588,13.180907,1.974538,-2.511474,18.151892,2.286307,11.379574,-14.497265,23.936942,-8.452408,2,cluster2
563,7.15337,8.331164,-13.561958,-2.528794,0.606218,-3.931755,1.922576,-11.327612,18.030649,-11.050484,2,cluster2
564,11.812587,9.110587,0.917987,0.069282,0.848705,-10.461587,-4.572614,-9.768767,18.446341,7.430498,1,cluster2
565,6.616434,11.050484,9.422356,4.451371,16.160034,-8.435087,4.76314,-13.458035,11.171728,-15.294009,2,cluster2
566,11.58742,6.027537,-4.970986,0.519615,15.484534,-10.132497,12.488086,-18.047969,15.172765,-12.643971,2,cluster2
567,7.239972,21.615994,12.522727,-6.166101,16.818213,-1.818653,7.257293,3.793191,21.338866,-7.205331,2,cluster2
568,24.612442,12.366843,-13.596599,-15.363291,5.507922,11.708663,5.871652,1.628128,11.015843,-10.686753,2,cluster1
569,13.440714,11.466176,-7.776908,-7.672985,2.130422,-1.420282,0.034641,-9.595561,7.326575,-17.71888,0,cluster1
570,24.335314,20.749969,4.641896,-11.518138,-2.147743,2.840563,2.268987,0,8.920062,-10.652112,0,cluster1
571,15.484534,28.6308,21.356186,-7.136049,14.878316,2.909845,-18.654187,-5.923614,13.769804,-11.310292,1,cluster0
572,16.36788,3.446781,-13.232868,-7.101408,4.503332,5.975575,8.036716,-7.326575,8.331164,-11.829907,2,cluster1
573,13.683201,20.282315,0.484974,0.571577,6.218062,3.619986,-2.753961,0.606218,-1.628128,-15.830944,0,cluster0
574,12.349522,13.163586,1.004589,-3.256256,1.957217,-8.920062,-6.044857,-6.685716,18.844713,0.294449,1,cluster2
575,21.546712,16.090752,-14.046932,-9.093267,3.914435,9.924651,10.877279,-1.004589,6.720357,-24.56048,2,cluster1
576,18.134572,21.14834,16.385201,3.273576,2.944486,-6.079498,-6.252703,-3.498743,15.415252,-2.615397,0,cluster0
577,19.953225,25.028134,11.171728,5.611845,13.561958,9.439677,-0.640859,-0.502295,1.853294,-12.314881,0,cluster0
578,20.767289,4.330127,-16.298598,-7.950113,-7.378536,2.598076,4.295486,-8.625613,5.005627,-21.044417,0,cluster1
579,13.63124,17.961367,3.914435,-6.062178,4.953665,-3.377499,-12.26292,-13.908368,30.276248,-5.265434,1,cluster2
580,8.002075,23.17484,13.475355,0.294449,13.215548,1.905256,-4.243524,-11.552779,19.693418,-7.084088,1,cluster2
581,11.570099,20.299635,13.873727,-6.044857,19.191123,1.489564,-0.034641,-2.442192,17.0607,-7.707626,1,cluster2
582,9.006664,0.623538,-15.882906,1.472243,1.402961,9.768767,18.862033,-7.586383,3.06573,-21.425468,2,cluster1
583,25.599711,20.628725,4.641896,-1.680089,2.961807,-1.71473,-7.672985,-1.576166,3.08305,-7.880831,0,cluster0
584,23.348045,8.1926,-5.542563,-10.323023,5.178832,-0.796743,17.788162,-1.264397,-1.420282,-27.730133,0,cluster1
585,11.050484,10.149818,-3.06573,-5.646486,10.045895,6.581793,-2.217025,0.259808,17.441752,-3.706589,1,cluster2
586,22.568622,22.014366,-2.805922,-9.838049,5.940934,7.326575,-11.050484,-12.921099,12.366843,-14.358701,0,cluster0
587,13.752483,4.936345,-22.655225,2.026499,-4.122281,-0.121244,12.401484,6.408588,-9.023985,-11.015843,0,cluster1
588,19.260405,17.164624,-7.084088,0.606218,15.415252,5.854332,5.022947,-8.556331,-3.671948,-24.664403,0,cluster1
589,23.590532,8.105998,-17.580316,-6.079498,2.580756,4.018358,-0.173205,-1.281718,10.807997,-14.497265,0,cluster1
590,22.724507,20.80193,6.495191,1.316359,1.506884,0.69282,-4.001037,2.667358,1.991858,-9.855369,1,cluster0
591,7.724947,29.67003,2.009179,-4.78046,13.492676,6.962844,1.801333,-3.723909,18.913995,0.415692,1,cluster2
592,9.699485,8.816139,0.502295,-0.242487,3.446781,-6.252703,-0.363731,-9.387715,10.842638,-10.184459,1,cluster2
593,17.770841,11.310292,7.361216,-7.17069,19.312367,-0.086603,-4.191563,-1.351,12.522727,-9.21451,1,cluster2
594,8.694895,22.447378,1.351,-2.182384,9.803408,1.177795,-7.482459,-11.760625,22.274173,4.832422,1,cluster2
595,9.491638,15.67506,3.06573,-3.931755,18.203854,2.06114,-16.281278,5.213473,14.289419,-6.737678,1,cluster0
596,15.969508,33.255376,18.515623,-0.710141,9.508959,3.342858,-9.283792,-0.935307,2.857884,1.645448,0,cluster0
597,1.662769,16.541085,7.932793,1.835974,14.202817,-1.333679,5.300075,-5.040268,17.078021,-7.759588,1,cluster2
598,17.701559,14.514586,-18.810072,-6.685716,11.189048,5.629165,9.699485,-8.088677,2.771281,-20.091789,2,cluster1
599,21.667956,12.436125,-5.78505,-4.208883,3.186973,3.619986,6.80696,-7.932793,11.414215,-7.291934,0,cluster1
600,2.130422,11.448856,6.218062,3.342858,4.78046,-0.588897,-3.290897,-9.924651,21.979725,6.270024,1,cluster2
601,20.628725,18.810072,10.652112,1.576166,9.682164,6.841601,-5.681127,-17.459072,10.253741,-12.037753,0,cluster0
602,15.709701,12.765214,10.946561,10.323023,15.120804,-0.744782,3.135012,-8.140639,3.031089,-8.504369,1,cluster2
603,20.247674,5.837011,-18.377059,-14.895637,-12.210958,0.017321,12.60933,-7.638344,14.878316,-20.853892,2,cluster1
604,27.886018,1.870615,-17.926726,-12.903779,-8.954703,2.009179,4.070319,-11.968471,-2.165064,-23.105558,2,cluster1
605,11.379574,20.698007,8.504369,-6.685716,13.769804,5.040268,-2.078461,4.607255,14.220137,-8.53901,1,cluster2
606,14.116214,15.796303,7.118729,-2.598076,9.5436,2.407551,6.82428,-9.87269,15.900226,1.506884,2,cluster2
607,16.69697,5.750409,-12.921099,-2.598076,3.533384,-1.264397,6.47787,-5.629165,1.835974,-19.43361,2,cluster1
608,7.361216,2.476833,3.619986,-5.161511,7.950113,7.032126,8.954703,-7.239972,19.606815,-16.489124,1,cluster2
609,13.28483,5.178832,-11.362253,-11.102446,-4.503332,-2.511474,6.304665,-2.234346,4.382089,-29.548787,0,cluster1
610,18.307777,19.520213,-12.505407,-9.456997,-0.710141,13.28483,5.663806,-0.900666,5.923614,-28.769364,0,cluster1
611,7.517101,-0.606218,-13.64856,-0.363731,9.422356,-2.494153,14.757073,-10.392305,15.67506,-3.031089,2,cluster2
612,22.395417,25.357224,11.60474,-8.071357,8.296523,5.45596,-8.105998,2.650038,2.165064,-17.805482,0,cluster0
613,19.485572,19.10452,6.82428,0.138564,4.867063,0.173205,-13.267509,-1.749371,20.178392,1.991858,1,cluster0
614,21.945084,13.856406,-4.382089,-4.520653,2.805922,11.431535,-1.420282,-15.553816,1.939897,-15.138124,0,cluster1
615,13.111625,4.468691,-7.430498,-2.511474,12.730573,2.026499,9.422356,-6.010216,11.362253,-10.807997,2,cluster2
616,14.583868,15.657739,-5.282755,-10.704074,-0.623538,5.767729,0.467654,-6.633755,8.209921,-21.390827,0,cluster1
617,21.009776,17.147303,15.605778,2.113102,-1.264397,5.196152,-11.466176,-4.208883,8.504369,-4.641896,0,cluster0
618,15.952188,23.244122,24.577801,-3.048409,-2.944486,-3.360179,-12.678612,-2.251666,14.185496,4.659217,1,cluster0
619,10.2191,14.67047,1.160474,-4.884383,12.730573,0.311769,6.651075,-4.156922,18.896674,-16.852854,2,cluster2
620,13.059663,31.956337,7.811549,2.234346,10.444266,6.287344,-20.178392,-0.086603,13.198227,-13.371432,0,cluster0
621,20.663366,7.239972,-21.789199,-10.530869,1.177795,5.854332,1.558846,-9.023985,5.144191,-8.002075,2,cluster1
622,20.698007,22.083648,19.41629,-5.733088,3.793191,-1.160474,-10.409625,-7.136049,14.982239,0.796743,0,cluster0
623,15.813624,25.859519,6.564473,-1.36832,8.746857,6.044857,-3.221615,5.715768,0.848705,-13.96033,1,cluster0
624,14.32406,18.792751,-12.193638,-3.308217,6.010216,6.928203,0.277128,-3.342858,2.598076,-12.557368,0,cluster1
625,9.682164,21.165661,7.101408,-12.522727,16.593047,12.453445,-8.400446,-6.772319,15.363291,-1.749371,1,cluster2
626,16.627688,6.044857,-14.32406,-12.93842,-0.917987,1.489564,4.364768,5.10955,3.273576,-16.36788,2,cluster1
627,14.878316,13.042343,-14.445304,-4.641896,8.17528,5.733088,0.883346,-9.612882,6.633755,-22.984314,2,cluster1
628,18.186533,8.573651,-9.387715,4.41673,7.343895,-4.520653,19.069879,-5.022947,9.145228,-14.376022,2,cluster1
629,23.070917,15.744342,14.341381,-2.338269,1.177795,11.431535,-2.598076,-7.309254,-0.744782,-11.691343,0,cluster0
630,18.532944,27.002672,12.124356,0.969948,4.347448,5.282755,-10.929241,-0.900666,-3.204294,-13.059663,0,cluster0
631,16.211996,20.923174,16.523765,1.489564,3.238935,-1.333679,-18.619546,-6.928203,14.289419,7.707626,0,cluster0
632,26.24057,16.748931,-12.799855,-7.482459,3.169653,8.088677,-6.858921,1.143154,-3.06573,-10.998523,0,cluster1
633,16.454483,9.838049,-6.373947,-6.356626,-2.113102,-1.264397,2.078461,-5.871652,6.096819,-20.767289,2,cluster1
634,15.34597,15.138124,-9.075946,-6.980165,12.384163,3.931755,10.91192,-9.959292,24.941532,-21.685276,2,cluster2
635,9.335754,4.572614,-4.295486,-8.071357,13.128945,6.443229,-4.10496,-0.34641,10.790677,-2.857884,1,cluster2
636,26.032724,12.366843,-8.764177,-6.027537,4.728499,4.156922,8.123318,-8.937382,2.511474,-23.954263,0,cluster1
637,15.969508,2.857884,-7.621024,-2.37291,6.651075,3.169653,16.69697,-7.309254,-2.165064,-17.684239,2,cluster1
638,10.340343,11.102446,15.657739,-3.75855,4.486012,6.633755,9.093267,-11.570099,20.334276,-4.641896,1,cluster2
639,10.478907,4.711178,-8.105998,-6.82428,4.364768,3.775871,15.294009,-2.407551,16.229316,-17.04338,2,cluster1
640,14.254778,14.635829,-7.361216,-1.853294,6.997485,-1.02191,-7.84619,-15.553816,18.429021,4.399409,1,cluster2
641,20.299635,19.970546,-12.990381,-5.369358,3.897114,11.102446,-5.369358,-12.349522,9.716805,-14.531906,0,cluster1
