@relation vowel_pca_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
431,1.051935,-1.458977,0.686969,0.018224,class2,cluster5
432,0.972784,0.046269,-0.183574,-0.139232,class3,cluster9
433,1.047965,1.301356,-0.7445,0.383888,class4,cluster9
434,0.973265,0.364702,-0.068694,-0.227099,class5,cluster9
435,1.069038,1.267824,-0.138042,0.640448,class6,cluster9
436,0.811979,2.50964,-0.537928,-1.745657,class7,cluster8
437,0.854349,0.778833,0.246341,-1.850315,class8,cluster8
438,0.856557,1.145566,1.533304,-1.568708,class9,cluster8
439,0.914071,0.064012,0.113656,-0.966692,class10,cluster9
440,0.964441,-2.125436,1.81398,-1.732158,class0,cluster5
441,0.998328,-1.989258,0.90385,-1.174455,class1,cluster5
442,1.062852,-1.670026,0.567359,-0.039554,class2,cluster5
443,0.983785,-0.03522,-0.105099,-0.043519,class3,cluster9
444,1.053981,1.325923,-0.706105,0.459345,class4,cluster9
445,0.939791,0.154792,0.052696,-0.579818,class5,cluster9
446,1.022097,1.318547,-0.378252,0.076337,class6,cluster9
447,0.799963,2.424327,-0.560772,-1.908931,class7,cluster8
448,0.849841,0.563034,0.354991,-1.879823,class8,cluster8
449,0.843162,1.380796,1.693438,-1.441219,class9,cluster8
450,0.9175,-0.02036,-0.015413,-1.015049,class10,cluster9
451,0.940139,-1.579245,2.437724,-1.50976,class0,cluster5
452,1.001826,-2.01664,0.806057,-1.191171,class1,cluster5
453,1.047222,-1.92176,0.50138,-0.377114,class2,cluster5
454,0.986584,-0.108385,-0.009162,-0.01395,class3,cluster9
455,1.050338,1.382976,-0.723575,0.465235,class4,cluster9
456,0.908202,-0.035625,0.196517,-0.881493,class5,cluster9
457,1.009482,1.177656,-0.547408,-0.267288,class6,cluster9
458,0.825372,2.437807,-0.339816,-1.549853,class7,cluster8
459,0.841686,0.538263,0.700329,-1.741136,class8,cluster8
460,0.833863,1.429118,1.519684,-1.633737,class9,cluster8
461,0.944823,-0.161037,-0.213115,-1.03798,class10,cluster9
462,-0.075023,0.516737,3.312069,0.267005,class0,cluster1
463,-0.121043,-0.455942,2.696165,-0.529194,class1,cluster1
464,-0.020187,-1.121601,1.968499,-0.20422,class2,cluster1
465,0.028667,-0.286568,0.371013,-0.305041,class3,cluster9
466,-0.040398,0.614576,-0.831518,-0.751552,class4,cluster9
467,-0.029221,0.157603,-0.22198,-0.488692,class5,cluster9
468,-0.103663,1.604007,-0.312145,-1.039563,class6,cluster8
469,-0.22293,3.311171,-0.43967,-1.415596,class7,cluster8
470,-0.262494,2.607,0.225339,-1.793312,class8,cluster8
471,-0.297157,3.117637,0.827167,-1.483244,class9,cluster8
472,-0.126087,0.696278,1.109296,-0.801173,class10,cluster8
473,-0.067041,0.630947,3.256574,0.315852,class0,cluster1
474,-0.13387,0.152543,2.842218,-0.152335,class1,cluster1
475,-0.040776,-0.757153,2.132135,-0.169831,class2,cluster1
476,0.018156,-0.262428,0.481614,-0.408028,class3,cluster9
477,-0.023261,0.660901,-0.764669,-0.66623,class4,cluster9
478,-0.024278,0.334565,-0.036716,-0.460616,class5,cluster9
479,-0.126544,1.78815,-0.272315,-1.146492,class6,cluster8
480,-0.257775,3.093335,-0.542837,-1.92652,class7,cluster8
481,-0.293254,2.388121,0.168906,-2.200231,class8,cluster8
482,-0.28981,3.410651,0.69472,-1.391108,class9,cluster8
483,-0.136246,0.642902,1.153482,-0.87943,class10,cluster8
484,-0.039174,0.571907,3.244298,0.529296,class0,cluster1
485,-0.130856,-0.195058,2.95998,-0.245698,class1,cluster1
486,-0.050916,-0.735761,2.198974,-0.268029,class2,cluster1
487,0.004038,-0.372094,0.425267,-0.565172,class3,cluster9
488,-0.043172,0.80881,-0.393575,-0.735347,class4,cluster9
489,-0.028962,0.405093,0.307908,-0.433015,class5,cluster9
490,-0.114454,1.751027,-0.124768,-1.034295,class6,cluster8
491,-0.27241,2.87761,-0.491901,-2.054692,class7,cluster8
492,-0.277143,2.362817,0.133305,-2.097512,class8,cluster8
493,-0.34926,3.637888,0.533559,-1.76238,class9,cluster8
494,-0.129696,0.31087,1.00386,-1.127599,class10,cluster8
495,-0.023207,0.5261,3.219727,0.6369,class0,cluster1
496,-0.108354,-0.712692,2.810424,-0.509456,class1,cluster1
497,-0.056378,-0.702657,2.035835,-0.482254,class2,cluster1
498,-0.002586,-0.44425,0.293518,-0.675974,class3,cluster9
499,-0.070793,1.067081,-0.026202,-0.813623,class4,cluster9
500,-0.036902,0.010516,0.383463,-0.664528,class5,cluster9
501,-0.133625,1.577171,-0.296071,-1.412483,class6,cluster8
502,-0.29022,2.654048,-0.540636,-2.276381,class7,cluster8
503,-0.276623,2.506772,0.229296,-2.004309,class8,cluster8
504,-0.294251,3.533831,0.721693,-1.256317,class9,cluster8
505,-0.110483,0.108432,0.813063,-1.258305,class10,cluster8
506,-0.026251,0.482734,3.217644,0.605576,class0,cluster1
507,-0.1136,-0.606746,2.780343,-0.605703,class1,cluster1
508,-0.052045,-0.53194,1.934617,-0.500399,class2,cluster1
509,0.015422,-0.49444,0.309225,-0.559314,class3,cluster9
510,-0.093528,0.820811,-0.032596,-1.103732,class4,cluster8
511,-0.070818,-0.039173,0.55118,-0.897726,class5,cluster8
512,-0.13335,1.435309,-0.37978,-1.493873,class6,cluster8
513,-0.254999,2.709384,-0.584382,-2.007757,class7,cluster8
514,-0.279228,2.728603,0.377421,-1.84563,class8,cluster8
515,-0.351477,3.291651,0.631402,-1.650248,class9,cluster8
516,-0.095515,0.130621,0.805082,-1.197831,class10,cluster8
517,-0.031926,0.407369,3.158435,0.522585,class0,cluster1
518,-0.118185,-0.166415,2.788135,-0.462788,class1,cluster1
519,-0.049056,-0.556079,2.020736,-0.556057,class2,cluster1
520,0.049928,-0.628874,0.214825,-0.383679,class3,cluster9
521,-0.076163,0.495106,-0.376511,-1.142887,class4,cluster9
522,-0.080711,-0.002803,0.643309,-1.009823,class5,cluster8
523,-0.119042,1.457575,-0.016387,-1.181612,class6,cluster8
524,-0.226452,2.817432,-0.494547,-1.675067,class7,cluster8
525,-0.309237,2.508837,0.432846,-2.086823,class8,cluster8
526,-0.348525,3.19205,0.664118,-1.70035,class9,cluster8
527,-0.094231,0.260183,0.902661,-1.080519,class10,cluster8
528,-0.72722,-3.062127,-2.49778,0.472973,class0,cluster1
529,-0.885058,-2.166584,-0.863328,-0.222624,class1,cluster4
530,-0.94665,-1.459218,-0.736369,-0.107631,class2,cluster4
531,-0.98747,-0.178141,-1.539319,0.477316,class3,cluster1
532,-0.991279,1.301274,-0.814594,1.253128,class4,cluster6
533,-0.878639,-0.583734,0.056539,1.649784,class5,cluster1
534,-0.914489,-1.128909,1.332766,1.94371,class6,cluster1
535,-1.019859,2.145049,0.237686,1.725949,class7,cluster1
536,-0.968029,-0.49904,1.630645,1.451193,class8,cluster1
537,-1.087884,-0.164586,2.477856,0.497811,class9,cluster1
538,-0.853702,-0.962847,-0.253559,1.316312,class10,cluster1
539,-0.70826,-3.110848,-2.573429,0.609961,class0,cluster1
540,-0.866688,-1.898227,-1.200147,-0.010414,class1,cluster4
541,-0.957182,-1.474034,-0.425357,-0.061447,class2,cluster4
542,-0.951379,-0.286194,-1.534819,0.744008,class3,cluster1
543,-0.991462,1.266546,-0.645157,1.36694,class4,cluster1
544,-0.897197,-0.182005,-0.209161,1.46894,class5,cluster1
545,-0.911279,-1.216111,1.378847,1.954735,class6,cluster1
546,-1.028871,1.981352,0.5388,1.771231,class7,cluster1
547,-1.018805,0.428817,1.362623,1.325405,class8,cluster1
548,-1.066053,-0.71551,2.565456,0.474554,class9,cluster1
549,-0.853641,-1.143984,-0.097762,1.249997,class10,cluster1
550,-0.741305,-3.273548,-1.804413,0.235962,class0,cluster1
551,-0.810427,-1.745592,-1.806821,0.639016,class1,cluster1
552,-0.939967,-1.642281,-0.183218,0.111781,class2,cluster1
553,-0.902919,-0.673145,-1.390177,0.973656,class3,cluster1
554,-0.97491,1.062179,-0.334126,1.535273,class4,cluster1
555,-0.892759,-0.190766,-0.337992,1.355634,class5,cluster1
556,-0.904885,-1.505546,1.408263,1.93598,class6,cluster1
557,-1.034798,1.655443,0.94198,1.77515,class7,cluster1
558,-0.998347,0.034609,1.598651,1.382887,class8,cluster1
559,-1.060563,-0.843853,2.514698,0.430538,class9,cluster1
560,-0.863654,-1.191885,-0.073309,1.189663,class10,cluster1
561,-0.810573,-3.216225,-0.700536,-0.236358,class0,cluster4
562,-0.765871,-1.791036,-1.999566,1.250177,class1,cluster1
563,-0.929343,-1.534748,-0.471079,0.131264,class2,cluster1
564,-0.894715,-0.944044,-1.253856,0.898903,class3,cluster1
565,-0.97771,0.877754,-0.074345,1.490014,class4,cluster1
566,-0.874278,-0.524691,-0.099857,1.4076,class5,cluster1
567,-0.894455,-1.929306,1.398705,1.858967,class6,cluster1
568,-1.062976,1.542001,1.158632,1.631697,class7,cluster1
569,-0.971258,0.109339,1.186496,1.394611,class8,cluster1
570,-1.047252,-1.155164,2.558218,0.419052,class9,cluster1
571,-0.911415,-0.753721,-0.168676,0.906538,class10,cluster1
572,-0.881694,-2.902696,0.100686,-0.522908,class0,cluster1
573,-0.766647,-1.930869,-1.799906,1.14013,class1,cluster1
574,-0.856693,-1.589745,-1.385643,0.629072,class2,cluster1
575,-0.910297,-1.086077,-1.080008,0.652228,class3,cluster1
576,-0.983795,0.6648,0.190768,1.411142,class4,cluster1
577,-0.907577,-0.409006,-0.049863,1.111048,class5,cluster1
578,-0.89824,-1.574134,1.504349,1.96949,class6,cluster1
579,-1.08483,1.815258,1.02335,1.538519,class7,cluster1
580,-0.97861,0.27039,0.868592,1.266711,class8,cluster1
581,-1.04046,-1.265492,2.685807,0.477439,class9,cluster1
582,-0.989806,-0.05659,-0.454813,0.262965,class10,cluster6
583,-0.890765,-2.867118,-0.019487,-0.604164,class0,cluster1
584,-0.796237,-1.869413,-1.389037,0.817044,class1,cluster1
585,-0.812933,-1.650843,-1.637197,1.202596,class2,cluster1
586,-0.942009,-1.091381,-0.723756,0.435723,class3,cluster1
587,-0.947017,0.297203,0.220698,1.533231,class4,cluster1
588,-0.908709,-0.40455,-0.443231,0.929135,class5,cluster1
589,-0.923681,-0.58231,1.512339,2.119637,class6,cluster1
590,-1.116854,2.596532,0.499787,1.360443,class7,cluster1
591,-0.997072,0.409545,0.705674,0.977428,class8,cluster1
592,-1.05826,-1.098176,2.732518,0.399644,class9,cluster1
593,-1.010233,0.092998,-0.564918,0.096411,class10,cluster6
594,-1.885793,-2.291366,-0.706136,-0.399917,class0,cluster4
595,-1.953118,-1.35373,-0.163265,-0.06296,class1,cluster4
596,-1.876475,-1.292035,-1.26165,0.829066,class2,cluster6
597,-1.916473,-0.408676,-1.306432,0.982952,class3,cluster6
598,-2.056793,0.636109,-1.394657,0.191523,class4,cluster6
599,-1.98937,0.456407,-1.124959,0.709557,class5,cluster6
600,-2.023221,1.225899,-1.103186,0.341814,class6,cluster6
601,-2.088321,2.329197,0.091316,1.044731,class7,cluster6
602,-2.050309,1.138554,-0.381777,0.198034,class8,cluster6
603,-2.092156,1.425734,0.784213,0.517961,class9,cluster6
604,-2.016222,0.036273,-0.297693,-0.036,class10,cluster6
605,-1.878657,-2.320914,-0.906264,-0.418461,class0,cluster4
606,-1.946699,-1.239576,-0.191635,-0.032341,class1,cluster4
607,-1.868707,-1.316978,-1.306193,0.868644,class2,cluster6
608,-1.913716,-0.437982,-1.253356,1.019304,class3,cluster6
609,-2.037634,0.626448,-1.407547,0.318571,class4,cluster6
610,-1.990644,0.377739,-1.013567,0.720873,class5,cluster6
611,-2.047662,1.235079,-1.288121,0.097374,class6,cluster6
612,-2.077119,2.460567,-0.2139,1.022024,class7,cluster6
613,-2.082361,1.236548,-0.523486,-0.101107,class8,cluster6
614,-2.075247,1.483348,0.62134,0.560764,class9,cluster6
615,-2.013886,0.018055,-0.303467,-0.041616,class10,cluster6
616,-1.877229,-2.369323,-0.906375,-0.404488,class0,cluster4
617,-1.958932,-1.097201,-0.125766,-0.1033,class1,cluster4
618,-1.866005,-1.317946,-1.321663,0.896461,class2,cluster6
619,-1.89143,-0.531013,-1.242247,1.169094,class3,cluster6
620,-2.040605,0.571522,-1.39317,0.280797,class4,cluster6
621,-1.982817,0.279019,-0.96005,0.757815,class5,cluster6
622,-2.093455,1.209293,-1.426698,-0.302654,class6,cluster6
623,-2.068493,2.418418,-0.393147,0.887521,class7,cluster6
624,-2.113742,1.255674,-0.57353,-0.350083,class8,cluster6
625,-2.085399,1.616439,0.622146,0.533085,class9,cluster6
626,-2.025698,0.029665,-0.315694,-0.128737,class10,cluster6
627,-1.879158,-2.369591,-0.890071,-0.439964,class0,cluster4
628,-1.977422,-0.997613,-0.025057,-0.176982,class1,cluster4
629,-1.857023,-1.343607,-1.350686,0.940542,class2,cluster6
630,-1.890565,-0.534012,-1.234267,1.17265,class3,cluster6
631,-2.032166,0.535354,-1.427233,0.306177,class4,cluster6
632,-1.978725,0.190879,-0.981416,0.68789,class5,cluster6
633,-2.090106,1.221046,-1.415569,-0.253551,class6,cluster6
634,-2.075627,2.509454,-0.351323,0.909979,class7,cluster6
635,-2.131106,1.306795,-0.472478,-0.391815,class8,cluster6
636,-2.10617,1.611467,0.874699,0.514787,class9,cluster6
637,-2.029387,0.012968,-0.258616,-0.114511,class10,cluster6
638,-1.883063,-2.332551,-0.845327,-0.454319,class0,cluster4
639,-2.008095,-0.871075,0.166856,-0.277551,class1,cluster4
640,-1.853652,-1.426137,-1.312794,0.944643,class2,cluster6
641,-1.899293,-0.484972,-1.257412,1.096098,class3,cluster6
642,-2.019907,0.578864,-1.422131,0.345505,class4,cluster6
643,-1.985606,0.139382,-0.996169,0.5151,class5,cluster6
644,-2.095654,1.112441,-1.39306,-0.338336,class6,cluster6
645,-2.076414,2.59093,-0.241918,1.06856,class7,cluster6
646,-2.186373,1.368516,-0.264278,-0.678674,class8,cluster6
647,-2.132732,1.69247,0.984571,0.405089,class9,cluster6
648,-2.057146,0.093824,-0.279789,-0.301064,class10,cluster6
649,-1.894244,-2.303784,-0.765866,-0.506359,class0,cluster4
650,-2.054908,-0.565007,0.312327,-0.472361,class1,cluster4
651,-1.852071,-1.420859,-1.303971,0.919343,class2,cluster6
652,-1.896625,-0.547821,-1.260202,1.054495,class3,cluster6
653,-2.003738,0.549753,-1.367497,0.383684,class4,cluster6
654,-2.027164,0.09345,-0.898751,0.084834,class5,cluster6
655,-2.086937,0.983353,-1.333726,-0.34702,class6,cluster6
656,-2.100337,2.664823,-0.250708,0.904469,class7,cluster6
657,-2.213795,1.385517,-0.014653,-0.671395,class8,cluster6
658,-2.148003,1.92674,0.841719,0.315528,class9,cluster6
659,-2.064353,0.180072,-0.196099,-0.282905,class10,cluster6
660,-2.929812,-1.728972,0.360664,-0.266897,class0,cluster4
661,-2.877691,-1.674961,-0.788965,0.14165,class1,cluster4
662,-2.977806,-0.994051,-0.854856,-0.145112,class2,cluster4
663,-2.978893,-0.226865,-1.278385,0.196913,class3,cluster6
664,-2.974844,0.889975,-1.089079,0.733495,class4,cluster6
665,-3.047678,0.623615,-1.602198,0.025985,class5,cluster6
666,-3.017899,1.796595,-1.37159,0.627447,class6,cluster6
667,-3.036162,2.331806,0.12652,1.220745,class7,cluster6
668,-3.046584,1.436429,-0.407681,0.527876,class8,cluster6
669,-3.035487,1.18093,0.277118,0.512002,class9,cluster6
670,-3.025476,-0.278584,-0.444816,-0.388977,class10,cluster4
671,-2.932769,-1.816171,0.406915,-0.327382,class0,cluster4
672,-2.882166,-1.66905,-0.697591,0.124083,class1,cluster4
673,-2.980415,-1.013161,-0.885525,-0.177608,class2,cluster4
674,-2.974191,-0.262128,-1.340623,0.272644,class3,cluster6
675,-2.988048,0.967,-1.138219,0.645534,class4,cluster6
676,-3.028871,0.598674,-1.4932,0.189386,class5,cluster6
677,-2.984464,1.665811,-0.931943,1.053293,class6,cluster6
678,-3.038788,2.207596,0.304653,1.29119,class7,cluster6
679,-3.103189,1.695214,-0.450662,0.092628,class8,cluster6
680,-3.075696,1.298096,0.223897,0.238847,class9,cluster6
681,-3.00432,-0.298779,-0.112935,-0.128686,class10,cluster4
682,-2.888651,-2.129278,0.212756,-0.211219,class0,cluster4
683,-2.87933,-1.614316,-0.758102,0.110605,class1,cluster4
684,-2.977404,-1.011277,-0.927882,-0.124001,class2,cluster4
685,-2.970045,-0.258301,-1.413509,0.318466,class3,cluster6
686,-2.969875,0.856121,-0.927872,0.819664,class4,cluster6
687,-3.026011,0.562164,-1.451847,0.207966,class5,cluster6
688,-2.981651,1.647777,-0.79297,1.169227,class6,cluster6
689,-3.038215,2.257302,-0.032003,1.189023,class7,cluster6
690,-3.110352,1.447566,-0.611298,-0.185884,class8,cluster6
691,-3.072078,1.318155,0.146176,0.235761,class9,cluster6
692,-2.9936,-0.375481,0.104434,0.030892,class10,cluster6
693,-2.834658,-2.540519,0.076209,0.013793,class0,cluster4
694,-2.875784,-1.564176,-0.881053,0.094477,class1,cluster4
695,-2.971416,-1.013537,-0.975337,-0.059237,class2,cluster4
696,-2.976498,-0.188235,-1.383313,0.287569,class3,cluster6
697,-2.970693,0.862295,-1.092528,0.758016,class4,cluster6
698,-3.007534,0.494087,-1.3566,0.334236,class5,cluster6
699,-2.966363,1.559441,-0.638899,1.386248,class6,cluster6
700,-3.030183,2.443407,-0.5857,1.038514,class7,cluster6
701,-3.043711,1.123287,-0.295428,0.417113,class8,cluster6
702,-3.066953,1.40694,0.320874,0.400589,class9,cluster6
703,-2.979492,-0.383673,-0.130113,0.012393,class10,cluster6
704,-2.836398,-2.57296,-0.009399,-0.074307,class0,cluster4
705,-2.849012,-1.641221,-0.944125,0.211372,class1,cluster6
706,-2.988626,-0.994185,-0.703116,-0.171483,class2,cluster4
707,-2.97664,-0.135263,-1.335049,0.249015,class3,cluster6
708,-2.990437,1.060327,-1.464694,0.601743,class4,cluster6
709,-2.993276,0.404158,-1.22534,0.377575,class5,cluster6
710,-2.934312,1.213077,-0.274375,1.676019,class6,cluster6
711,-3.011117,2.365683,-0.299523,1.273765,class7,cluster6
712,-3.030458,0.595955,0.585594,0.727887,class8,cluster6
713,-3.075022,1.557646,0.52721,0.520329,class9,cluster6
714,-2.970237,-0.425533,-0.165537,0.085396,class10,cluster6
715,-2.819689,-2.729725,-0.405999,-0.105706,class0,cluster4
716,-2.814428,-1.806514,-1.057524,0.321445,class1,cluster6
717,-3.004241,-0.921781,-0.455115,-0.281638,class2,cluster4
718,-2.981139,-0.138895,-1.313162,0.176839,class3,cluster6
719,-2.967039,0.996639,-1.29573,0.855149,class4,cluster6
720,-2.971025,0.228382,-0.874101,0.487119,class5,cluster6
721,-2.915423,0.946236,-0.10094,1.720959,class6,cluster6
722,-3.003928,1.848259,0.50207,1.527972,class7,cluster6
723,-3.029221,0.786666,0.335127,0.702227,class8,cluster6
724,-3.107708,1.713946,0.691592,0.410678,class9,cluster6
725,-2.956377,-0.594547,-0.023765,0.240387,class10,cluster6
726,-3.842327,-2.72087,-1.298657,-0.288077,class0,cluster4
727,-3.93288,-1.756021,-0.54366,-0.210798,class1,cluster4
728,-3.959037,-1.263889,-1.401275,-0.225541,class2,cluster4
729,-3.955604,-0.571156,-0.93699,0.567909,class3,cluster6
730,-3.921863,-0.151464,-0.52008,1.248875,class4,cluster6
731,-3.900379,-0.563085,-0.555305,1.252581,class5,cluster6
732,-4.013809,0.928632,-0.619806,0.926436,class6,cluster6
733,-4.077927,1.503174,-1.360453,-0.137937,class7,cluster6
734,-4.102712,1.609327,-0.911655,-0.313666,class8,cluster3
735,-3.941149,-1.347908,0.153226,-0.083293,class9,cluster4
736,-4.005637,-0.329898,-0.228032,0.08369,class10,cluster6
737,-3.830116,-2.769513,-1.456578,-0.266502,class0,cluster4
738,-3.944382,-1.62068,-0.557386,-0.265114,class1,cluster4
739,-3.956965,-1.256536,-1.232479,-0.304338,class2,cluster4
740,-3.953017,-0.593354,-0.859426,0.616329,class3,cluster6
741,-3.928132,-0.140942,-0.44172,1.215643,class4,cluster6
742,-3.897907,-0.560148,-0.517314,1.273828,class5,cluster6
743,-4.015824,1.01846,-0.652569,0.816499,class6,cluster6
744,-4.116926,1.668336,-1.20922,-0.341842,class7,cluster3
745,-4.106559,1.805788,-0.608032,-0.118082,class8,cluster6
746,-3.942411,-1.350389,0.103362,-0.126108,class9,cluster4
747,-4.008449,-0.256638,-0.167243,0.093263,class10,cluster6
748,-3.830527,-2.784719,-1.49757,-0.308167,class0,cluster4
749,-3.940947,-1.626805,-0.57616,-0.212137,class1,cluster4
750,-3.961585,-1.279629,-1.123186,-0.337538,class2,cluster4
751,-3.962909,-0.557394,-0.835125,0.546342,class3,cluster6
752,-3.922928,-0.091858,-0.544814,1.218847,class4,cluster6
753,-3.905766,-0.50705,-0.588919,1.12172,class5,cluster6
754,-4.02302,1.139111,-0.723716,0.668129,class6,cluster6
755,-4.119617,1.904854,-0.808154,-0.068381,class7,cluster6
756,-4.10043,1.744433,-0.61853,-0.070897,class8,cluster6
757,-3.957673,-1.218336,0.235083,-0.151234,class9,cluster4
758,-3.991738,-0.382481,-0.298761,0.080761,class10,cluster6
759,-3.833161,-2.794768,-1.456394,-0.350023,class0,cluster4
760,-3.927314,-1.666916,-0.513003,-0.10266,class1,cluster4
761,-3.967043,-1.285833,-1.19777,-0.391265,class2,cluster4
762,-3.96676,-0.502119,-0.87025,0.535767,class3,cluster6
763,-3.915476,-0.007031,-0.665839,1.239836,class4,cluster6
764,-3.926158,-0.470553,-0.556204,0.897303,class5,cluster6
765,-4.02658,1.17514,-0.828812,0.565419,class6,cluster6
766,-4.119651,1.912726,-0.795032,-0.074159,class7,cluster6
767,-4.095306,1.609534,-0.617713,-0.025295,class8,cluster6
768,-3.978927,-1.02498,0.449316,-0.163417,class9,cluster4
769,-4.005301,-0.356086,-0.235372,0.001256,class10,cluster6
770,-3.821762,-2.722243,-1.593043,-0.316782,class0,cluster4
771,-3.91312,-1.76319,-0.508073,-0.03261,class1,cluster4
772,-3.965823,-1.276881,-1.177657,-0.370678,class2,cluster4
773,-3.960335,-0.526645,-0.875333,0.595953,class3,cluster6
774,-3.909615,0.020812,-0.755285,1.243647,class4,cluster6
775,-3.95383,-0.473152,-0.43787,0.597521,class5,cluster6
776,-4.037639,1.183349,-1.120802,0.285191,class6,cluster6
777,-4.117109,1.899124,-0.61499,0.110589,class7,cluster6
778,-4.08581,1.584862,-0.231458,0.230366,class8,cluster6
779,-3.997774,-0.879089,0.613309,-0.191352,class9,cluster4
780,-3.996866,-0.36332,-0.278554,0.038098,class10,cluster6
781,-3.804649,-2.675623,-1.769789,-0.233331,class0,cluster4
782,-3.913276,-1.812593,-0.484679,-0.04351,class1,cluster4
783,-3.961221,-1.340417,-0.999631,-0.278901,class2,cluster4
784,-3.953977,-0.585041,-0.875982,0.615205,class3,cluster6
785,-3.912623,0.075651,-0.756593,1.278061,class4,cluster6
786,-3.970277,-0.496968,-0.339294,0.373365,class5,cluster6
787,-4.061552,1.123062,-1.133056,0.031939,class6,cluster6
788,-4.113353,1.876627,-0.387998,0.305292,class7,cluster6
789,-4.05518,1.165607,-0.255029,0.206968,class8,cluster6
790,-3.997802,-0.83328,0.621911,-0.174819,class9,cluster4
791,-3.973334,-0.651072,-0.378527,0.114036,class10,cluster6
792,-4.952679,-3.186186,1.594231,0.03378,class0,cluster0
793,-5.072637,-1.631391,1.384135,-0.149807,class1,cluster0
794,-5.02167,-0.717307,0.560799,0.692632,class2,cluster0
795,-5.038019,-0.147978,-0.535966,0.563907,class3,cluster6
796,-5.152994,0.85514,-1.312663,-0.346937,class4,cluster3
797,-5.089893,0.40589,-0.648059,-0.013695,class5,cluster3
798,-5.128162,1.562452,-1.314751,-0.171259,class6,cluster3
799,-5.074878,1.476657,-1.370251,-0.342931,class7,cluster3
800,-5.179833,2.15008,-0.531084,-0.348096,class8,cluster3
801,-5.122227,1.467183,0.27207,-0.242789,class9,cluster6
802,-5.063026,-0.083047,-0.27516,0.068769,class10,cluster6
803,-4.987088,-2.766002,1.539708,-0.20682,class0,cluster0
804,-5.046179,-1.959716,1.18134,-0.180961,class1,cluster0
805,-5.010756,-1.039219,0.611281,0.728636,class2,cluster0
806,-5.03301,-0.220296,-0.517303,0.553137,class3,cluster6
807,-5.143724,1.070212,-1.333984,-0.237679,class4,cluster3
808,-5.065733,0.187328,-0.783859,-0.020137,class5,cluster3
809,-5.134884,1.460286,-1.202189,-0.27338,class6,cluster3
810,-5.075505,1.51076,-1.320798,-0.206494,class7,cluster3
811,-5.150587,1.752973,-0.041027,0.042083,class8,cluster6
812,-5.095568,1.388173,0.249455,-0.073913,class9,cluster6
813,-5.099282,0.095453,-0.16898,-0.072405,class10,cluster6
814,-4.982939,-2.801852,1.510267,-0.221828,class0,cluster0
815,-5.032935,-2.019685,1.075673,-0.147464,class1,cluster0
816,-5.01015,-1.048589,0.671042,0.764711,class2,cluster0
817,-5.025687,-0.219861,-0.51485,0.539498,class3,cluster6
818,-5.165669,1.181952,-1.368703,-0.321981,class4,cluster3
819,-5.057676,0.161834,-0.774241,0.045383,class5,cluster6
820,-5.131391,1.332822,-1.125121,-0.359154,class6,cluster3
821,-5.099609,1.568536,-1.240824,-0.276001,class7,cluster3
822,-5.12613,1.33814,0.246529,0.242263,class8,cluster6
823,-5.056014,1.203423,0.335477,0.228925,class9,cluster6
824,-5.10774,0.244321,-0.119247,-0.102714,class10,cluster6
825,-4.954872,-3.062264,1.382694,-0.120316,class0,cluster0
826,-5.026801,-1.963605,0.942192,-0.070058,class1,cluster0
827,-5.018341,-0.994182,0.77764,0.826449,class2,cluster0
828,-5.043236,-0.05802,-0.548382,0.502418,class3,cluster6
829,-5.191004,1.109606,-1.224631,-0.402271,class4,cluster3
830,-5.04745,0.19445,-0.494443,0.323512,class5,cluster6
831,-5.159939,1.33303,-1.164093,-0.567537,class6,cluster3
832,-5.084563,1.596007,-1.156635,-0.101057,class7,cluster3
833,-5.106106,1.382237,0.141382,0.354022,class8,cluster6
834,-5.048543,1.171539,0.392853,0.308898,class9,cluster6
835,-5.088458,0.249333,-0.133937,-0.02082,class10,cluster6
836,-4.920492,-3.501371,0.67943,-0.139744,class0,cluster4
837,-5.043232,-1.567037,1.342404,0.208998,class1,cluster0
838,-5.028156,-0.919311,0.860017,0.775179,class2,cluster0
839,-5.062339,0.049238,-0.539463,0.488062,class3,cluster6
840,-5.202589,1.173682,-1.132609,-0.379581,class4,cluster3
841,-5.074343,0.205662,-0.226396,0.313264,class5,cluster6
842,-5.186296,1.277037,-1.186642,-0.712644,class6,cluster3
843,-5.090052,1.730892,-1.166649,-0.10453,class7,cluster3
844,-5.087408,1.414862,-0.590694,-0.15182,class8,cluster3
845,-5.08238,1.515891,0.303578,0.067009,class9,cluster6
846,-5.079045,0.386367,-0.061597,0.137213,class10,cluster6
847,-4.903083,-3.680529,0.465139,-0.001166,class0,cluster4
848,-5.091031,-0.913202,1.616113,0.384636,class1,cluster0
849,-5.041246,-1.102289,0.853986,0.514192,class2,cluster0
850,-5.072382,-0.117433,-0.389356,0.417286,class3,cluster6
851,-5.182465,1.11063,-1.123387,-0.300838,class4,cluster3
852,-5.110282,0.283106,0.009336,0.199256,class5,cluster6
853,-5.202376,1.309318,-1.266187,-0.799421,class6,cluster3
854,-5.159289,1.97531,-1.233414,-0.533704,class7,cluster3
