@relation 'AT: waveform-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.305x7-0.302x15+0.297x8-0.293x14+0.283x6... numeric
@attribute 0.466x11+0.393x10+0.384x12-0.24x17+0.236x9... numeric
@attribute 0.402x28+0.368x29+0.309x32+0.308x35-0.28x38... numeric
@attribute -0.462x25-0.408x33-0.35x27+0.277x32+0.263x23... numeric
@attribute '-0.418x30-0.366x40+0.337x26+0.29 x21+0.286x36...' numeric
@attribute 0.452x26+0.331x36+0.323x38+0.321x34-0.289x37... numeric
@attribute -0.457x1+0.383x28+0.332x31-0.283x38-0.269x29... numeric
@attribute 0.405x39-0.322x27-0.288x32+0.274x22+0.268x21... numeric
@attribute -0.494x34-0.375x35+0.344x28+0.291x22+0.281x23... numeric
@attribute -0.511x36+0.395x38+0.248x25-0.228x1-0.228x24... numeric
@attribute '0.478x1-0.39x24+0.315x22+0.3  x40+0.287x37...' numeric
@attribute 0.494x39-0.315x29-0.304x34-0.276x21+0.263x24... numeric
@attribute '0.401x31+0.397x24+0.384x1+0.381x32+0.34 x21...' numeric
@attribute 0.473x23-0.449x21+0.336x33-0.316x40+0.242x35... numeric
@attribute '0.526x27+0.38 x29-0.33x28-0.321x30+0.261x22...' numeric
@attribute 0.505x37-0.386x33+0.302x39+0.273x29-0.252x27... numeric
@attribute '0.487x26-0.384x22+0.335x40-0.293x35+0.25 x33...' numeric
@attribute -0.476x35-0.383x40-0.356x24+0.328x27-0.233x26... numeric
@attribute '0.409x32+0.382x25+0.37 x40-0.322x37-0.314x26...' numeric
@attribute -0.397x31-0.353x29+0.298x34+0.283x26+0.273x27... numeric
@attribute -0.432x31-0.423x23+0.407x32+0.287x22+0.278x30... numeric
@attribute 0.387x21+0.347x30+0.345x20+0.334x28+0.306x29... numeric
@attribute '0.433x38+0.431x2-0.353x25+0.3  x28+0.242x33...' numeric
@attribute 0.814x2-0.302x33+0.182x30-0.17x40-0.158x38... numeric
@attribute -0.777x20+0.312x36+0.309x28-0.204x34-0.173x25... numeric
@attribute 0.686x3+0.644x19-0.163x4+0.123x11+0.117x12... numeric
@attribute 0.689x19-0.647x3-0.157x18+0.104x4-0.096x16... numeric
@attribute 0.795x18-0.405x4+0.258x10-0.164x13+0.125x9... numeric
@attribute 0.825x4+0.392x18+0.233x12+0.199x10-0.119x5... numeric
@attribute 0.713x10-0.606x12-0.217x9-0.156x5-0.103x18... numeric
@attribute '0.608x12-0.474x11-0.375x9+0.36 x10-0.26x13...' numeric
@attribute -0.7x13+0.435x17+0.322x9-0.266x5+0.247x11... numeric
@attribute -0.619x11-0.534x5+0.462x9-0.201x6-0.2x16... numeric
@attribute 0.652x14+0.482x5+0.393x9-0.249x11+0.178x10... numeric
@attribute class {0,1,2}

@data
-1.547921,2.453148,-0.324604,0.138031,-0.186723,0.572771,0.947532,-0.78502,-0.168846,0.396499,0.779118,-0.241404,1.797059,0.564839,-0.898292,-1.515886,0.813789,-1.22756,-0.332369,-0.563651,-0.812013,-1.032746,-0.658217,1.808821,-1.382871,0.063808,0.61381,0.807245,0.347246,-0.303239,0.634763,-0.207154,-0.584548,0.056411,2
-3.834538,0.12994,-0.020525,-0.96518,0.523395,-0.044465,-0.622435,-0.059594,-0.296797,-0.060604,-0.074946,0.82309,0.409386,-1.702088,-0.448088,-1.358728,-0.524496,1.168062,0.352324,-0.282929,-0.390037,0.042308,0.638535,-1.111736,1.787764,-0.669707,0.554156,-0.499813,-0.080824,1.018828,-0.137225,-0.088698,-1.264438,0.660483,2
-0.032504,-1.043604,-0.699593,-0.895885,0.467314,0.237186,0.937789,-1.074769,-0.041572,-0.237832,-0.34184,-1.229749,-0.676143,-0.574957,0.911141,-0.343028,0.54676,-0.190289,0.601003,0.270882,-0.725166,-0.832502,0.0281,-0.992433,-0.664928,-1.216309,0.634681,-0.402922,-0.320066,0.193051,-1.414417,-0.288436,0.336387,1.338928,0
2.340768,-0.660172,-0.310703,-0.459038,-0.406269,1.021403,0.412386,0.541206,0.561361,-0.041683,2.314964,-0.224958,0.577299,1.044264,-1.388599,-1.411323,-0.034249,0.872598,-0.077753,-1.70604,0.75226,-1.202611,0.188681,0.36372,1.063757,0.68496,0.014009,0.798536,-0.367013,-0.270554,-0.338549,-0.350589,-1.460321,1.235961,1
1.086461,1.805894,1.446264,0.343153,0.320981,0.849683,-0.962738,-0.181836,-2.213091,0.241278,0.962123,0.683128,0.373301,0.347083,0.206177,-0.421506,-0.002526,-0.953945,-0.908533,0.81916,-0.593416,-2.167399,0.044678,0.999892,0.13445,0.152693,0.298148,1.256474,-0.237388,-0.50616,0.582424,0.224948,0.041992,-0.780999,1
-5.415573,-1.292501,-0.953045,0.861267,1.599503,-1.958881,-0.208071,0.098359,-1.168271,0.765913,1.249507,-0.335354,0.385949,0.013133,1.9373,0.76539,-1.027777,0.480276,1.114827,-1.042819,-0.957172,-0.835154,-1.278967,0.291324,-0.206433,0.217637,-1.305319,0.992882,0.007245,-0.861948,0.051985,0.202345,-0.651379,-0.949462,2
4.525771,-2.100181,1.490224,0.523416,-0.852679,-2.60777,-0.437376,-0.330166,0.048609,-0.175407,-0.299734,0.076557,-1.456281,0.379465,0.00902,-0.502238,-1.613522,0.007192,0.037149,-0.657984,-1.605012,0.508315,-0.350479,-0.602045,-1.601304,0.154118,1.058238,-0.258385,-1.295717,0.043157,-0.138817,-0.158434,0.030847,0.197607,1
-1.661972,-1.203644,0.379025,-1.067539,0.930933,0.734132,0.141919,0.258515,0.479046,0.106091,0.243497,-0.169878,1.252124,-0.470594,-0.14551,-1.33683,0.963636,0.966087,-1.290764,1.649398,0.746331,0.198048,-0.736778,0.305384,-0.271521,-0.87703,0.310975,-0.905772,-1.267563,-0.45166,-0.05395,0.741713,-1.071796,1.010623,0
-0.093048,1.999281,1.182671,-1.786754,-0.190889,-1.359572,0.887711,-0.090234,-0.646678,-0.444146,-0.574956,-1.619211,1.60755,-0.19137,-0.451894,-0.376218,-0.247478,-1.184261,-0.154202,-1.052444,-0.578646,-0.86614,-0.624156,-0.287736,0.060393,0.602511,0.291277,1.03272,0.053064,-1.212523,-0.362613,1.025043,-0.6315,0.329942,1
-3.148744,0.286777,-0.784395,-0.153314,-1.026784,-0.323369,-1.113888,0.760126,-1.548869,0.431189,0.17133,0.524247,-0.625669,-0.063633,0.489718,-0.101929,0.862781,-0.480684,0.448683,2.136731,0.202213,-0.816979,-0.621736,-0.422482,0.427791,1.114906,0.661092,-0.591001,-0.266086,0.665682,0.307507,0.982694,0.495078,-0.330746,2
-0.33871,2.091141,0.812816,0.149186,0.575197,0.395414,0.390653,-0.617009,0.986291,-0.779963,0.441954,-2.505807,1.964767,-1.533604,-0.996742,0.779003,-1.252851,-1.116223,-1.511852,-0.457671,-0.765119,0.040111,0.290909,-0.183841,0.022099,0.261171,-0.129089,-0.521655,-0.05635,-0.48301,0.320649,0.083006,1.627757,0.356849,2
1.007723,2.38522,1.390555,-1.500599,-0.015399,0.69105,0.351385,0.238201,-1.388325,0.506945,1.849412,3.09094,1.142862,-0.664431,0.541491,-2.3269,0.802095,-0.748775,-1.956332,0.424119,0.103249,-1.006303,0.330702,-0.162008,1.300173,0.613736,-0.634395,0.32744,-0.38997,1.000403,-0.639996,-0.504204,1.349859,-0.109804,1
-0.056693,2.390815,-1.070204,1.229298,-0.966732,1.41783,0.570054,0.164814,0.313983,0.33895,0.966092,0.464159,0.097839,-1.29234,1.627064,0.064099,-1.200805,-1.213312,-0.702587,-0.875488,0.141503,0.202123,0.497688,1.22596,0.21326,-0.056215,-0.937506,-0.029412,0.453727,-0.139936,-0.790847,-0.473859,0.287967,0.740563,2
4.817782,-0.607918,0.287304,-2.032757,0.148436,-0.280565,2.331225,1.316176,-2.029472,-0.916872,-0.928966,-0.143571,0.798543,0.311947,-0.735044,-0.360403,-0.086143,-0.18523,-0.213352,2.433302,0.057338,-0.879843,0.315452,0.739124,-0.678745,-0.042661,-1.746027,-0.64423,-1.050518,-0.233263,1.553195,-0.229827,0.295552,-1.400848,1
-4.006053,-1.193016,-0.885308,-1.824441,2.274781,0.796142,-0.377128,1.163364,-2.259291,1.207599,0.731448,0.379252,0.273162,-0.324559,0.480275,-0.298634,0.589278,-1.386087,-0.161315,-1.206969,1.871015,1.328908,0.786766,-0.657087,0.736821,0.796111,-1.109542,-0.327694,-0.104417,0.421115,-1.345124,-0.239562,0.172278,-0.925843,2
3.969518,-0.80245,-1.263912,0.74473,-0.082731,-0.619018,-0.548225,-0.156053,0.039936,1.487017,0.547094,-1.098082,0.8376,-1.725233,0.171119,-1.07025,-1.006673,-0.146631,-0.593783,-0.024087,1.528718,1.821859,-0.992403,1.709216,-1.493301,0.400533,0.568176,0.155099,-0.496268,0.145827,0.319264,0.197974,-0.522265,0.161298,1
-0.715025,2.544015,1.073185,-0.50325,-0.087183,0.13201,0.97149,0.288053,0.719995,1.538979,-0.003194,2.011145,1.069086,0.069337,-1.460038,-0.832737,-0.16,0.946906,0.311335,1.003963,-0.125549,-0.566958,-0.998479,-0.588296,1.433419,0.270166,-0.631822,-0.855746,-0.739517,-0.455599,-0.696246,-0.332002,-0.075777,0.444898,1
1.656053,1.067001,0.870229,1.141371,-0.207219,1.263954,-0.378248,0.893412,-0.439723,0.486522,1.763723,-1.115542,0.199399,0.300192,-1.583501,0.710355,-0.134827,1.062144,0.728121,0.146819,-0.756639,-0.926581,0.37007,0.09862,-0.052775,0.64495,0.291325,0.192803,0.985336,-1.342262,0.182058,0.441596,0.67095,0.693361,1
3.172679,0.648452,-0.468063,0.777563,-0.16831,0.429772,-0.327167,0.565426,-1.211558,1.644849,2.085914,0.0119,0.959208,-0.316745,0.160986,-0.883712,-0.714418,0.01448,-0.414797,0.138609,-1.244392,1.710358,1.327166,0.157456,0.524281,0.70598,0.087314,-0.993956,0.622034,-0.261427,0.138534,-0.032298,-0.4316,0.402716,1
2.270428,1.127918,1.892561,1.279376,0.070911,-0.662178,-0.399276,-0.969668,1.936903,-1.026834,-0.538401,0.000204,-0.173849,1.702779,-0.124468,1.658414,0.19583,-0.295264,2.696658,-0.092218,-0.952858,-1.090527,2.249739,-0.356814,-0.193355,-2.450083,0.823752,-0.61609,0.540591,1.320998,-0.045548,0.44675,-0.515508,0.235632,1
3.880859,-2.093173,-2.8127,-0.93243,-0.097529,1.206597,-1.39641,1.138895,-1.108794,0.33734,0.269993,0.364784,1.060413,-0.255875,-0.703364,0.760187,-1.156754,0.244377,0.005543,0.725084,1.630693,0.944057,0.161335,-0.332649,-1.737495,0.807082,-1.35952,-0.191562,1.029792,-1.298608,-1.005373,0.761229,0.18797,0.619111,0
-1.258027,0.100502,0.571526,-0.001478,-0.517677,-0.281064,-1.893379,0.70853,0.217087,0.41143,0.977175,-0.171529,0.464983,0.278031,-0.073847,-0.374674,-0.076995,0.208503,-0.592702,-0.255513,-0.28846,0.528082,-0.360167,0.761271,0.138458,0.543352,-0.642844,0.03654,0.561487,0.059304,-0.103035,0.670788,0.33018,0.457085,2
1.074669,-2.529426,-0.558161,-0.55639,-0.46226,0.838152,-0.55771,-1.077045,0.868605,-1.777552,-0.026,-0.777675,-2.337912,-1.313867,0.644147,1.26448,1.115604,0.457142,-0.323178,-2.050979,-0.607226,0.998843,1.244881,-0.510017,0.174977,0.05099,0.050755,0.107132,-0.30754,0.290173,-0.037368,0.47678,-0.181224,-0.582506,0
-0.068457,3.100709,-2.864386,0.245591,-0.798712,-0.933769,-0.411128,-0.085216,-0.084238,0.141582,-0.999361,-0.100237,1.536787,0.952934,0.297058,1.0672,-0.368601,0.409336,-0.902109,-1.018733,-1.477196,0.379693,-2.505206,-0.250106,-1.096681,0.032728,-0.736978,-0.067181,0.476773,0.424309,-0.230838,-0.343552,-0.053285,0.686169,2
-0.279156,2.448838,0.176559,0.062044,1.096065,0.860532,1.156339,-1.514928,0.418108,-2.27879,0.073177,-0.516117,-1.391932,0.226218,-0.533716,1.062116,0.235819,0.040274,-1.450171,2.924123,-0.241081,-1.779907,0.545152,-0.146904,0.717808,0.492503,1.065474,0.02276,0.236494,-0.253802,-0.290413,-0.221944,0.094763,0.401283,1
4.64368,-1.558788,1.783438,-0.30348,0.273358,-0.939067,-0.115369,0.566073,0.087302,-2.11997,-0.369757,-1.46863,0.246459,0.67891,2.078326,1.930932,0.442942,0.15749,-1.037615,0.377333,-0.163133,-1.523868,0.083042,0.200481,0.886606,-0.580777,0.098404,-0.468228,0.371986,-1.054778,0.345636,0.660074,-0.454372,0.137366,0
1.130786,2.026633,-0.171551,0.578867,-1.046002,-0.439919,-1.626526,2.676467,0.384376,-0.418462,0.612848,1.035718,3.624109,-0.272233,0.609393,-0.319561,-1.285927,-0.071993,-1.147357,-1.43612,0.119411,0.22423,0.750345,-0.113076,-0.034854,1.492621,-0.646265,0.285506,0.298817,0.120496,0.630225,-0.069011,0.424144,-1.040377,1
-4.290635,0.793591,0.922048,-0.413547,-0.449099,1.157556,-1.579429,0.732186,0.321007,-2.214191,-0.170773,-2.109607,-0.941299,0.357537,-0.429902,-0.022493,-1.043024,0.163097,-0.682067,-0.504301,0.606831,0.934825,-1.212752,0.8808,-1.0938,-0.742083,0.419409,-0.212769,-0.029679,-0.352499,0.014773,0.608263,0.602619,0.362476,2
-2.173006,-0.037446,0.353029,1.349677,1.53859,1.886674,-0.381959,0.525637,-0.666735,-0.015643,-1.250153,-0.639051,-0.250316,-0.305015,1.954284,0.205805,1.497211,0.411046,-0.212848,0.27728,-1.301917,-0.720193,0.08777,-0.389655,0.365375,0.048882,1.232132,0.041816,-0.541979,-0.583834,0.792644,-0.24351,-0.708664,0.206382,2
-1.97749,1.794204,1.109391,2.13066,-0.626481,1.578378,0.624754,-2.155901,0.414954,-1.335758,-1.043314,-1.557827,-0.093148,0.543332,1.050803,-1.419681,-0.601335,-1.485386,0.702556,-0.005947,-0.380339,-0.493434,-0.516901,0.654359,0.192241,-0.190823,-1.186024,2.100388,0.566018,-0.508047,-1.123736,0.200643,0.175797,-0.339398,2
1.495751,-1.860048,-1.751224,-0.82387,0.043448,-1.21442,1.499838,-1.02816,-1.035307,-2.02919,-1.499406,-0.176029,-0.592546,1.449238,-0.014896,1.258533,0.796875,-0.342925,-0.464041,1.525505,0.157814,-0.584846,-2.746495,1.358913,1.674738,1.835443,-0.609808,0.677413,0.467557,0.781322,0.197522,0.668046,1.092339,-0.332841,0
-2.276607,-0.134667,1.373106,-0.562655,-0.490655,0.648709,-1.47387,-1.63309,0.282306,0.091361,1.249584,-0.528047,0.814703,0.355486,0.371029,-0.845991,-0.596867,0.213643,0.280954,2.064798,0.99622,0.085859,-0.880354,-1.404286,-0.563686,0.473824,-0.161565,-0.021159,0.405797,1.924301,1.158562,-0.365163,0.761645,-0.041575,2
4.657321,-0.941111,-2.63257,0.21206,-0.015939,-1.415951,0.876424,0.179833,0.995038,0.137851,0.805714,0.866335,0.211566,0.057347,-0.529612,-1.101378,-0.588991,-0.27379,-0.180931,0.154115,1.00598,-1.785157,0.10499,-0.706157,0.86803,-0.065741,-1.934953,0.163573,-0.300025,-0.745925,1.144792,-0.40045,-0.817078,-0.981883,1
-3.590328,-2.173782,-0.297414,-0.1385,-0.432327,-0.887094,-3.398138,0.255985,0.769605,-0.233446,0.375579,-0.552444,-0.776774,0.2174,-1.156282,0.620628,-1.46906,0.41177,0.68231,-0.106633,-0.477384,0.600659,0.459386,0.383291,-0.587616,-0.101333,0.994898,-0.583567,-1.173712,0.150958,-0.089976,-0.087946,-0.060853,-0.327225,0
-0.462152,-1.186439,0.042848,0.732374,-0.282758,-1.569338,-1.697667,-1.354261,0.629149,-1.131426,-0.045417,0.979859,0.218276,1.111777,0.884382,1.63311,-0.158586,-0.174686,0.020314,-0.277966,-0.292026,0.698137,0.688594,0.925779,-0.520349,0.965036,-0.358821,0.521065,-0.62661,-0.484861,0.248257,0.525863,-1.399662,0.498452,0
-3.718238,0.537498,-0.384391,-0.900691,0.258553,0.172013,0.221044,-0.408608,0.32888,1.26765,1.2681,-0.317676,-1.789431,-1.47754,0.869166,-1.618782,0.468422,-0.098184,0.781764,0.900714,-0.284267,0.26051,-0.397441,-1.611294,1.504859,-1.242508,0.481928,-0.918751,0.467684,0.436185,-0.39551,-0.16476,0.453584,1.178618,2
3.517968,0.147457,-0.578482,0.012488,-0.300937,-1.026658,-1.065164,1.159851,0.488779,-0.042994,-0.08902,1.175474,0.606057,-0.028427,-0.634571,0.065689,-1.692075,-0.598414,-0.945595,-1.01158,0.794854,0.385935,-0.338209,0.918735,-0.274447,0.333573,0.260754,0.813863,-0.072131,-1.141601,-0.141416,0.620017,0.949516,-0.324936,1
-3.850509,-2.047464,0.12358,-0.775938,1.144948,-1.178685,-0.599879,0.662468,-0.961895,-0.895016,1.753555,-1.585771,0.518593,0.335302,-1.033007,1.502803,0.198693,-0.861986,0.627027,-0.197464,-1.124998,0.442426,-1.120018,0.884358,-1.271598,-1.772462,-1.494742,-0.008487,-0.506012,0.308745,-0.33114,-0.396515,-1.430126,-0.43372,0
-1.094582,-0.828071,1.0786,1.377687,-0.62958,-0.303132,2.360531,0.594302,1.493291,-0.457491,-0.457746,-0.690973,0.196844,1.029565,-0.372665,-0.172282,-0.087558,-0.977539,0.067835,1.023507,0.654177,0.576839,1.562263,0.162251,0.869674,-0.34411,0.67523,0.128989,-1.391394,0.60497,0.282406,-1.099989,-0.90012,-0.032909,0
0.589374,3.745667,0.207084,1.03848,-0.026599,-0.452004,-1.377832,-1.344079,2.247403,-0.047462,1.917688,-0.553557,-0.808264,0.273375,0.178506,-0.181859,-0.469815,-1.301111,-0.011247,-1.075637,0.060981,-1.0938,1.527062,-1.204681,1.619741,0.112848,0.633987,0.320631,0.421564,-0.005936,1.43735,0.985116,0.520962,-0.818221,1
-2.590945,1.20005,-1.234444,-0.929784,1.084408,0.020445,-2.331045,1.010815,0.393764,0.180053,2.404915,0.167999,1.230822,0.664946,-1.241541,1.381402,1.524923,0.506254,-0.938308,1.65158,-0.503841,-0.732785,-0.099814,0.100661,0.539389,-1.170849,-0.148016,0.983224,-0.433495,0.150116,-0.109233,-0.26253,-0.32821,0.1299,2
2.70637,1.893508,-1.098967,0.878976,1.111412,-0.355902,-0.649342,0.941648,0.628771,0.032643,0.283834,-2.277028,0.753359,0.367883,-0.031672,2.471801,-0.660239,0.78743,-0.589695,-0.265167,0.370042,-0.596973,-0.32411,0.848597,-0.757369,0.03082,-0.854579,0.992048,0.008621,-0.030167,1.165684,0.161534,-0.694657,0.142312,1
2.143816,0.390525,-0.413378,0.406736,1.08596,0.613472,-0.672975,0.679969,0.105684,-1.388121,0.182867,2.232669,-2.509068,0.833922,0.59573,-0.460723,-0.93898,-0.749809,-0.125946,0.697515,-0.211064,0.314346,0.888802,0.527648,0.196448,1.076049,-0.862699,0.464695,0.820255,-0.97179,0.307183,0.41426,-0.19742,0.218196,1
-0.257073,-1.739869,-0.509795,0.238209,0.128075,-1.025836,0.218639,0.634596,0.935348,0.401707,-0.326807,-0.21412,1.38928,-0.084092,0.459957,-1.018002,-1.266049,-1.657122,0.347399,0.970526,0.537051,-0.833131,0.644278,1.01102,-0.644424,0.863694,1.717913,0.254891,0.318126,1.059143,0.866959,0.587405,0.16618,-0.550045,0
-4.97699,-2.505998,-1.377404,-0.029318,-0.980849,-0.548982,-0.269135,-0.353108,-0.45037,-0.562582,0.63514,-0.706388,-0.379545,0.505437,-0.058274,0.408091,1.570115,1.978003,0.657206,-1.364688,-0.25564,-0.584444,0.537594,-0.640683,0.531406,-0.479005,-0.011407,-0.275289,-0.075331,-0.134993,-0.417529,0.266148,0.142344,-0.199739,0
-4.478094,-1.857189,1.208711,-1.015329,0.998261,1.03496,0.768559,0.117964,0.646479,0.547172,0.325921,-0.160543,-1.748694,1.138956,-0.84811,-0.742241,-1.243565,-0.429477,0.12675,-1.24346,-1.812225,-2.16313,-0.756834,0.172242,0.260366,-0.795687,-0.55941,1.323803,0.419807,0.827848,-0.427955,-0.230715,-0.591993,-0.046573,0
1.879662,2.007803,-0.171882,2.551197,-0.057295,0.904275,0.931942,-0.2416,0.017127,-0.411844,0.356959,-2.104237,1.427433,-0.436436,0.342802,-0.83309,0.541101,0.539656,-0.977378,-0.447003,-0.271096,0.330946,0.036571,-0.067805,1.098874,0.772604,-0.259,0.160055,0.722302,-0.862436,0.518087,0.067023,-0.0879,-0.181015,1
-4.994583,-1.982859,1.623491,0.86857,0.71741,0.070527,2.006668,-0.173654,-0.403329,-0.068738,0.132553,-0.791885,-0.50205,-1.264344,-0.46592,0.310915,0.811179,-0.198613,-1.027378,-1.61285,-0.525149,-1.195588,-0.627378,0.145086,-0.806387,0.028437,1.46975,-0.317275,0.549433,-0.42209,-0.323232,-0.56002,-0.165212,-0.861734,2
2.628888,1.406093,0.053121,1.219725,0.539467,-0.856322,-0.558477,-0.065517,0.807605,0.527618,-1.112647,0.562541,1.042571,0.362708,1.680734,0.656571,-0.811003,0.510467,-1.264201,-1.279695,0.972541,-1.853725,-0.766537,0.742234,0.468315,-1.917603,0.837396,-0.017654,-0.161711,1.300234,-0.958781,0.245204,1.167748,0.103946,1
-0.163824,3.366445,-1.431925,0.248969,0.392237,0.080484,-1.146243,1.325617,-0.442324,0.600784,1.619794,1.727745,-1.812765,0.856962,0.260936,0.654064,-0.908092,0.658556,1.365122,0.60086,-0.693056,-0.6731,-1.16381,0.607722,-0.180823,-1.551634,0.023162,1.10466,-0.677604,0.264646,-0.121803,0.088386,0.512725,0.19593,2
-5.198198,-1.799612,0.790316,-0.8827,1.450261,1.197461,-0.304068,-1.349926,-0.853103,1.294477,0.43479,-0.767315,-1.06062,0.552601,1.333295,-1.049578,0.783835,-0.340724,-1.114573,-2.20184,0.203809,0.290913,0.710634,0.018018,0.470689,-0.528375,-1.833455,0.439565,0.253821,0.749662,0.183307,0.955191,-0.164442,-0.546752,2
0.284275,3.33464,0.200102,1.059543,-0.003734,1.59397,0.062708,0.488742,-1.456965,1.511731,1.886863,-0.388533,0.882604,1.590874,-0.524602,-1.133038,-0.349012,-2.177932,-0.038857,-1.861278,-1.924783,0.829137,0.493555,0.156337,-0.141766,0.515893,-0.981869,0.500251,-0.655275,-0.50651,-0.870664,0.03804,-0.113576,0.266943,1
1.999688,1.316749,-0.467503,-0.444616,-0.220151,-1.816239,0.034721,0.99869,1.1986,-0.829814,-2.110752,-0.586043,0.720939,-0.89412,1.061702,1.731774,1.154342,0.677699,0.461925,0.303265,-1.289772,1.270232,0.34541,-1.665377,-0.367313,1.080492,-1.209938,-0.835411,-0.375791,-0.097718,-0.207858,0.270285,0.143224,-0.65601,1
-2.569507,0.849897,0.694607,-0.47178,1.639697,-1.226108,-0.184038,-0.265349,1.641008,-0.659688,0.288973,1.806813,0.646441,3.429283,-0.171892,-0.083367,-1.60266,-0.464796,0.226339,-1.926808,1.208378,-0.187365,-0.750153,-1.250148,1.098596,0.721244,-1.170558,-0.983235,0.943591,-0.066659,0.043699,-0.253969,-0.64241,1.509201,2
3.083431,-0.874276,-0.02501,0.136296,1.29615,-0.412986,1.042294,-0.740618,0.908659,-0.172026,0.96596,-0.189576,-1.588776,-1.290061,-1.049325,0.768064,-0.885908,1.351627,-0.183552,-1.37711,-0.365231,0.522834,0.358722,0.005436,-0.807252,0.006995,-0.670797,0.742801,0.090456,0.250629,0.447237,-0.467967,0.929516,-0.184985,1
-4.200513,-2.018789,0.018861,-1.90843,0.926918,-0.431167,-1.010216,0.564122,-0.851291,-2.077618,0.445881,-0.704101,0.823784,-1.294354,2.336353,0.289516,0.266014,1.464867,0.188663,0.24565,-0.392056,-1.965938,0.94281,0.337105,0.361568,1.092362,0.841798,-0.349024,0.405239,-0.259868,-0.887203,-0.783575,0.08447,-0.618091,2
-1.221982,0.143008,-0.418047,-0.279209,0.101744,-0.138463,0.530147,-1.634284,-0.948107,0.93002,-0.128306,-1.069331,-1.129062,2.227669,0.171842,-1.379875,-1.568227,1.454515,2.32962,-0.377405,1.309672,0.046016,1.511995,0.282042,-2.694827,0.655614,-1.244164,-0.050291,-1.540073,0.113574,-0.683177,-0.241506,-0.168944,0.113574,2
-1.37275,-1.951266,-0.187746,0.105703,1.527532,-0.160159,-0.045164,0.123472,0.931408,-0.544233,0.565127,0.806117,-1.941762,-1.600728,0.299505,0.854368,-0.547335,0.104491,0.061901,-0.128193,-0.683416,0.456585,1.352432,1.115873,0.386281,0.576266,0.119016,-0.139023,-0.554478,1.493529,0.313081,0.252497,-0.648459,-0.362217,0
-3.608021,-1.606431,-0.519103,1.206833,0.048797,-1.520031,-0.798809,0.815034,0.886701,0.270678,1.672896,-3.034071,0.985728,0.473603,0.651385,-0.275595,-1.827311,-1.721069,-0.454229,0.404943,0.275934,-1.189773,2.138166,-0.800751,0.604767,-1.119855,-0.048823,-0.687331,0.539719,0.049415,0.728292,-0.424474,-0.88866,-0.281447,0
-4.96012,-0.368064,-0.46183,1.906779,0.478285,-1.159015,-0.264344,0.262484,0.398239,2.288839,-0.517073,-0.946191,0.878841,0.136161,0.113823,0.175613,0.646873,0.117563,-0.406521,-1.68972,1.752886,-1.016269,-0.29603,0.330605,0.149706,0.789802,1.32653,1.15,-0.269272,0.050536,0.340853,-0.701318,-0.459856,0.383071,2
-3.896452,0.266847,-0.15244,-1.332801,1.432866,-0.041932,-1.256098,-0.381671,0.360735,-1.383228,0.196744,1.552342,1.303158,-0.664044,0.068388,1.340573,-0.070652,-1.045814,-0.904641,2.176042,1.074102,1.033345,-0.813642,-0.441221,-0.398872,-0.547815,-0.693002,-1.187264,-0.356121,0.514202,-0.018105,-0.742033,-0.347496,0.964046,2
1.537758,1.787301,-0.206562,-1.429831,0.987738,-1.095223,-0.734372,0.53293,0.186067,0.501634,-0.844775,0.396866,-0.518534,1.279568,-0.234947,1.835795,0.505524,0.972257,-1.857536,0.665964,0.695507,0.387333,0.373381,2.031804,-0.074713,-0.134625,-0.493513,-0.677084,-0.602796,-0.539263,1.526787,0.264239,0.95119,0.116917,1
-2.44515,-1.356099,0.164402,-0.109759,-1.067288,1.020665,-0.592085,0.896766,2.062689,1.872429,-0.551253,0.985203,0.894923,-1.050855,-1.977864,-1.288181,-0.417911,-1.067141,-2.931924,0.402438,-1.053471,-1.293493,-0.227802,-1.406633,0.125362,-0.713665,-1.011493,-0.642985,0.240203,-0.442998,-0.329156,-0.72773,0.777295,-1.304252,0
-3.004772,-0.989291,0.541927,-0.346407,-0.697998,-1.112175,-0.961901,0.680731,-0.376993,-0.43546,-0.727496,-0.799553,-0.250147,-0.573052,-1.398807,0.949092,-0.682136,0.890933,-0.837509,1.767556,-0.37534,-1.551101,-0.464512,0.045125,0.6104,0.911642,0.17766,-0.066801,-0.077088,-0.812074,0.641046,0.826008,0.486563,0.144221,0
1.787627,-2.258651,-0.029757,1.984097,0.886098,0.767131,0.180039,-0.263101,0.160666,-0.939874,-0.49253,0.073346,-0.017085,-1.293991,1.547606,-0.857744,-1.766176,0.846746,-0.084045,-0.69984,0.733366,-0.750998,-0.196952,0.774066,-0.138038,0.819795,-0.734974,0.260848,1.059272,-0.471987,-0.788814,-0.359574,0.303517,-0.322769,0
3.270178,-1.846451,0.021594,1.308696,1.01659,1.105348,-0.503339,0.92121,1.255153,-0.1749,0.593439,0.276873,-0.152997,-1.050666,-0.81417,1.582859,0.693536,-0.591337,1.34775,-0.530954,-1.011054,-0.874083,-0.055717,-1.015537,-1.032424,-1.807701,0.362606,0.045382,-1.203873,-0.737617,0.418715,-0.338164,0.479546,0.180385,0
