@relation vowel_ica_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
431,1.182873,0.760623,1.076655,1.02628,class2,cluster7
432,0.377884,0.904282,1.069399,1.136138,class3,cluster7
433,1.515119,0.81215,0.784331,-1.059237,class4,cluster3
434,-0.704628,1.185735,0.928572,0.346507,class5,cluster7
435,2.092267,0.702929,0.767864,-1.285259,class6,cluster3
436,0.287965,1.050098,0.676266,-1.54084,class7,cluster3
437,-0.796081,1.235282,0.810921,-0.398405,class8,cluster3
438,-0.840158,1.305935,0.653959,-1.504301,class9,cluster3
439,-0.775498,1.169087,0.998134,0.926672,class10,cluster7
440,-0.918285,1.208199,0.93956,0.367621,class0,cluster7
441,0.086129,0.977456,1.078461,1.27857,class1,cluster7
442,1.205135,0.76165,1.071909,0.977111,class2,cluster7
443,0.3675,0.914041,1.068191,1.132648,class3,cluster7
444,1.706484,0.775428,0.770406,-1.196001,class4,cluster3
445,-0.842248,1.208638,0.938629,0.444739,class5,cluster7
446,1.243787,0.860698,0.777566,-1.035218,class6,cluster3
447,0.032094,1.090968,0.693748,-1.370603,class7,cluster3
448,-0.56731,1.177102,0.852629,-0.143729,class8,cluster3
449,-0.783513,1.301748,0.645772,-1.569331,class9,cluster3
450,-0.296218,1.071856,1.008903,0.899724,class10,cluster7
451,-1.0811,1.271136,0.868702,-0.11124,class0,cluster3
452,-0.073033,1.004724,1.083105,1.348414,class1,cluster7
453,0.241228,0.938471,1.088928,1.292909,class2,cluster7
454,0.205009,0.950346,1.065823,1.151499,class3,cluster7
455,1.72059,0.776338,0.757622,-1.295621,class4,cluster3
456,-0.380053,1.099482,0.97341,0.613059,class5,cluster7
457,1.11266,0.88973,0.758893,-1.156663,class6,cluster3
458,-0.002697,1.118123,0.639732,-1.774066,class7,cluster3
459,-0.143402,1.095786,0.845941,-0.308759,class8,cluster3
460,-0.824996,1.30286,0.652961,-1.494537,class9,cluster3
461,-0.281054,1.072968,0.998503,0.8126,class10,cluster7
462,-0.254302,1.171987,0.723061,-1.164715,class0,cluster3
463,-0.329289,1.097394,0.961874,0.570935,class1,cluster7
464,0.097104,1.017685,0.950958,0.446795,class2,cluster7
465,0.552414,0.984885,0.7971,-0.7143,class3,cluster3
466,-0.490022,1.162859,0.798121,-0.600545,class4,cluster3
467,0.069454,1.05381,0.851041,-0.26774,class5,cluster3
468,-0.340623,1.166231,0.746015,-0.857972,class6,cluster3
469,0.525298,1.02553,0.643602,-1.784477,class7,cluster3
470,-0.378409,1.18163,0.703722,-1.220211,class8,cluster3
471,-1.774703,1.460004,0.640201,-1.362743,class9,cluster3
472,-0.194721,1.1441,0.755402,-0.922286,class10,cluster3
473,0.26698,1.081203,0.699988,-1.438107,class0,cluster3
474,-0.344446,1.118957,0.902959,0.179534,class1,cluster7
475,0.027786,1.045444,0.907141,0.152891,class2,cluster7
476,0.634833,0.970652,0.791135,-0.769522,class3,cluster3
477,-0.326475,1.150665,0.748188,-0.98556,class4,cluster3
478,-0.003913,1.089306,0.798101,-0.60578,class5,cluster3
479,-0.383171,1.183098,0.729119,-0.967086,class6,cluster3
480,0.219773,1.07458,0.677291,-1.490139,class7,cluster3
481,-0.683523,1.203376,0.7879,-0.533547,class8,cluster3
482,-1.142387,1.354346,0.600088,-1.765278,class9,cluster3
483,-0.445902,1.186456,0.77117,-0.751523,class10,cluster3
484,0.468951,1.055079,0.671815,-1.671957,class0,cluster3
485,-1.069405,1.252306,0.923692,0.468554,class1,cluster7
486,-0.016541,1.053854,0.906329,0.163702,class2,cluster7
487,0.686799,0.952218,0.819759,-0.576887,class3,cluster3
488,-0.614514,1.223304,0.692828,-1.310002,class4,cluster3
489,0.091784,1.088652,0.753635,-0.94068,class5,cluster3
490,-0.044628,1.133619,0.69037,-1.337915,class6,cluster3
491,0.243935,1.04387,0.725004,-1.157532,class7,cluster3
492,-0.458127,1.156366,0.781272,-0.62852,class8,cluster3
493,-1.62632,1.436567,0.626447,-1.475133,class9,cluster3
494,-0.147061,1.10366,0.820655,-0.448356,class10,cluster3
495,0.619488,1.028998,0.657903,-1.789852,class0,cluster3
496,-0.924363,1.209876,0.962732,0.717436,class1,cluster7
497,-0.011454,1.053724,0.894119,0.066849,class2,cluster7
498,0.462368,0.988505,0.838381,-0.395448,class3,cluster3
499,-0.455316,1.20241,0.662014,-1.531339,class4,cluster3
500,-0.044297,1.104502,0.783318,-0.719696,class5,cluster3
501,-0.124336,1.139054,0.718905,-1.132036,class6,cluster3
502,0.222601,1.015114,0.792751,-0.661628,class7,cluster3
503,-0.440846,1.17191,0.740368,-0.928337,class8,cluster3
504,-0.366237,1.209267,0.582085,-2.079272,class9,cluster3
505,0.388867,0.986003,0.845175,-0.362864,class10,cluster3
506,1.115974,0.929292,0.667897,-1.817198,class0,cluster3
507,-0.677754,1.16978,0.943753,0.544589,class1,cluster7
508,0.023091,1.068997,0.840571,-0.336705,class2,cluster3
509,0.198689,1.052599,0.811162,-0.538229,class3,cluster3
510,-0.469338,1.190935,0.707716,-1.208795,class4,cluster3
511,-0.397707,1.155273,0.824862,-0.325412,class5,cluster3
512,-0.27641,1.144934,0.759951,-0.786247,class6,cluster3
513,0.373265,1.008219,0.737794,-1.081114,class7,cluster3
514,-0.594858,1.222539,0.704289,-1.144798,class8,cluster3
515,-0.227091,1.123196,0.730506,-1.015663,class9,cluster3
516,0.850922,0.906202,0.815914,-0.673368,class10,cluster3
517,1.253734,0.901097,0.671353,-1.824199,class0,cluster3
518,-0.551476,1.164875,0.884221,0.107965,class1,cluster7
519,-0.13938,1.101214,0.833305,-0.335601,class2,cluster3
520,0.441966,1.017465,0.778887,-0.840455,class3,cluster3
521,-0.387541,1.16215,0.759057,-0.860731,class4,cluster3
522,-0.249583,1.118906,0.828619,-0.312413,class5,cluster3
523,-0.688977,1.237223,0.730076,-0.902406,class6,cluster3
524,0.583968,0.996949,0.666313,-1.644651,class7,cluster3
525,-0.460476,1.165895,0.783234,-0.604657,class8,cluster3
526,0.076402,1.059408,0.750482,-0.925525,class9,cluster3
527,1.005704,0.891731,0.777419,-0.985017,class10,cluster3
528,0.892491,-1.18856,-0.759233,1.811335,class0,cluster0
529,-0.62805,-0.821017,-0.930756,0.79193,class1,cluster0
530,-0.119449,-0.953231,-0.865467,1.213407,class2,cluster0
531,0.149188,-1.011004,-0.867245,1.18673,class3,cluster0
532,0.361297,-0.988101,-1.029224,-0.013812,class4,cluster0
533,0.352451,-0.977671,-1.007614,0.056236,class5,cluster0
534,-0.906108,-0.743398,-0.922327,0.922506,class6,cluster0
535,-0.718475,-0.652372,-1.303227,-1.735798,class7,cluster9
536,-1.965866,-0.453148,-1.135631,-0.352639,class8,cluster9
537,-3.527809,-0.139417,-1.178276,-0.303444,class9,cluster9
538,0.070174,-0.877366,-1.107777,-0.57525,class10,cluster9
539,1.198374,-1.252874,-0.752145,1.796323,class0,cluster0
540,0.011715,-0.945588,-0.941745,0.601792,class1,cluster0
541,-0.2081,-0.928451,-0.870706,1.178041,class2,cluster0
542,0.34193,-1.035969,-0.884073,1.018091,class3,cluster0
543,0.340838,-0.989162,-1.019712,0.066289,class4,cluster0
544,0.170712,-0.930758,-1.054906,-0.246154,class5,cluster0
545,-1.026544,-0.726069,-0.905876,1.056535,class6,cluster0
546,-1.068096,-0.598392,-1.261144,-1.348592,class7,cluster9
547,-1.689751,-0.50712,-1.162954,-0.609936,class8,cluster9
548,-3.72845,-0.118841,-1.12032,0.153201,class9,cluster9
549,-0.045074,-0.856451,-1.096913,-0.466729,class10,cluster9
550,0.545865,-1.116316,-0.776164,1.755042,class0,cluster0
551,0.689445,-1.076261,-0.942617,0.463575,class1,cluster0
552,-0.64781,-0.82183,-0.904523,0.99669,class2,cluster0
553,0.746152,-1.102609,-0.899889,0.826328,class3,cluster0
554,0.391169,-0.985938,-1.044358,-0.151995,class4,cluster0
555,-0.393998,-0.802348,-1.09482,-0.428398,class5,cluster9
556,-1.103591,-0.721791,-0.872199,1.307754,class6,cluster0
557,-1.259999,-0.575041,-1.221687,-1.02518,class7,cluster9
558,-2.630576,-0.330154,-1.145237,-0.321414,class8,cluster9
559,-3.577129,-0.151063,-1.110814,0.178042,class9,cluster9
560,-0.141384,-0.844981,-1.077848,-0.288668,class10,cluster9
561,-0.675117,-0.854299,-0.827489,1.628197,class0,cluster0
562,0.767972,-1.082261,-0.940578,0.452382,class1,cluster0
563,-0.316389,-0.892976,-0.894181,1.012908,class2,cluster0
564,0.720904,-1.099212,-0.896125,0.850924,class3,cluster0
565,0.317133,-0.9714,-1.043154,-0.119062,class4,cluster0
566,-0.608601,-0.757916,-1.085396,-0.316074,class5,cluster9
567,-1.298885,-0.699183,-0.827447,1.660472,class6,cluster0
568,-1.238348,-0.595588,-1.180294,-0.71654,class7,cluster9
569,-2.584137,-0.32156,-1.199085,-0.71652,class8,cluster9
570,-3.728296,-0.137706,-1.06394,0.553696,class9,cluster9
571,-0.253969,-0.836009,-1.063778,-0.141796,class10,cluster9
572,-1.237605,-0.718467,-0.891006,1.281364,class0,cluster0
573,0.629927,-1.051828,-0.943209,0.45545,class1,cluster0
574,0.566646,-1.078662,-0.864636,1.046814,class2,cluster0
575,0.588566,-1.079768,-0.881241,0.982507,class3,cluster0
576,0.057941,-0.920576,-1.041002,-0.05345,class4,cluster0
577,-0.8752,-0.705457,-1.084332,-0.252031,class5,cluster9
578,-1.093209,-0.719062,-0.882925,1.223769,class6,cluster0
579,-1.023746,-0.642177,-1.172887,-0.696485,class7,cluster9
580,-1.668525,-0.502613,-1.196889,-0.867428,class8,cluster9
581,-3.672778,-0.165919,-1.019386,0.888697,class9,cluster9
582,-0.225959,-0.873655,-1.033119,0.07823,class10,cluster0
583,-0.676961,-0.835064,-0.873511,1.295712,class0,cluster0
584,0.410046,-0.999737,-0.975793,0.260334,class1,cluster0
585,0.62706,-1.088301,-0.865053,0.98889,class2,cluster0
586,0.424354,-1.049991,-0.870016,1.113418,class3,cluster0
587,0.376978,-0.978443,-1.034923,-0.08846,class4,cluster0
588,-0.795854,-0.718912,-1.08799,-0.301403,class5,cluster9
589,-1.01652,-0.693684,-1.00362,0.354297,class6,cluster0
590,-0.614755,-0.727879,-1.182369,-0.84071,class7,cluster9
591,-0.743402,-0.694078,-1.168065,-0.814984,class8,cluster9
592,-3.783053,-0.14302,-1.026903,0.844878,class9,cluster9
593,-0.273862,-0.875186,-1.033318,0.06009,class10,cluster0
594,-0.081156,-0.943108,-0.88547,1.134775,class0,cluster0
595,-0.17348,-0.929474,-0.884731,1.194042,class1,cluster0
596,0.622437,-1.09481,-0.85077,1.32492,class2,cluster0
597,0.094869,-0.967991,-0.938655,0.705507,class3,cluster0
598,-0.506861,-0.847903,-0.974443,0.613402,class4,cluster0
599,-0.052797,-0.926571,-0.975395,0.556243,class5,cluster0
600,-0.25426,-0.825534,-1.146201,-0.647439,class6,cluster9
601,-0.849627,-0.674842,-1.267777,-1.434444,class7,cluster9
602,0.00205,-0.846228,-1.212972,-1.207272,class8,cluster9
603,-1.006491,-0.627153,-1.285298,-1.585217,class9,cluster9
604,-0.7459,-0.756189,-1.064928,0.052937,class10,cluster9
605,-0.060682,-0.949192,-0.873548,1.224518,class0,cluster0
606,0.026196,-0.957773,-0.924212,0.85423,class1,cluster0
607,0.785439,-1.128707,-0.847511,1.318594,class2,cluster0
608,0.005514,-0.954905,-0.939232,0.706459,class3,cluster0
609,-0.23767,-0.884345,-0.994684,0.414303,class4,cluster0
610,-0.162118,-0.908995,-0.955315,0.727791,class5,cluster0
611,-0.278296,-0.840311,-1.10709,-0.364073,class6,cluster9
612,-0.388191,-0.754911,-1.278678,-1.603899,class7,cluster9
613,0.368011,-0.946298,-1.133199,-0.661654,class8,cluster9
614,-0.083106,-0.802249,-1.255064,-1.508234,class9,cluster9
615,-0.779268,-0.74438,-1.079165,-0.065106,class10,cluster9
616,0.00096,-0.965524,-0.861301,1.29901,class0,cluster0
617,-0.005879,-0.942398,-0.949214,0.682298,class1,cluster0
618,0.94915,-1.165431,-0.848477,1.258582,class2,cluster0
619,0.272241,-1.001208,-0.94384,0.624178,class3,cluster0
620,-0.259691,-0.880794,-0.997013,0.397894,class4,cluster0
621,-0.132118,-0.915251,-0.950759,0.744494,class5,cluster0
622,-0.466508,-0.833881,-1.032772,0.215026,class6,cluster0
623,-0.44264,-0.730851,-1.277926,-1.563178,class7,cluster9
624,0.36301,-0.972977,-1.068267,-0.177888,class8,cluster0
625,-0.217949,-0.772718,-1.2604,-1.516582,class9,cluster9
626,-0.864574,-0.727135,-1.078023,-0.051006,class10,cluster9
627,0.020919,-0.967541,-0.864904,1.264532,class0,cluster0
628,-0.337326,-0.872437,-0.958181,0.684172,class1,cluster0
629,1.053964,-1.184668,-0.853708,1.1895,class2,cluster0
630,0.155859,-0.979986,-0.948875,0.619328,class3,cluster0
631,-0.072863,-0.912114,-0.996882,0.36219,class4,cluster0
632,-0.055507,-0.926769,-0.962648,0.62907,class5,cluster0
633,-0.456089,-0.846138,-1.013147,0.377724,class6,cluster0
634,-0.469482,-0.726247,-1.287078,-1.629961,class7,cluster9
635,0.130094,-0.940877,-1.072823,-0.199885,class8,cluster0
636,-1.304158,-0.563373,-1.297598,-1.607182,class9,cluster9
637,-0.924506,-0.713376,-1.079232,-0.062033,class10,cluster9
638,0.127865,-0.986259,-0.87175,1.187307,class0,cluster0
639,-0.781473,-0.78924,-0.942284,0.900896,class1,cluster0
640,1.071563,-1.189351,-0.848702,1.225026,class2,cluster0
641,-0.027012,-0.943612,-0.954982,0.614761,class3,cluster0
642,-0.220838,-0.875511,-1.032585,0.129552,class4,cluster0
643,0.008702,-0.939752,-0.973054,0.541273,class5,cluster0
644,-0.545234,-0.829433,-1.008561,0.424641,class6,cluster0
645,-0.15626,-0.790686,-1.279553,-1.629636,class7,cluster9
646,-0.573437,-0.823621,-1.0386,0.162385,class8,cluster0
647,-1.661947,-0.504662,-1.286276,-1.447914,class9,cluster9
648,-1.073131,-0.698546,-1.048454,0.190544,class10,cluster9
649,0.064687,-0.97756,-0.864067,1.257898,class0,cluster0
650,-1.258333,-0.70386,-0.937572,1.041932,class1,cluster0
651,0.952772,-1.158654,-0.862816,1.150405,class2,cluster0
652,0.072377,-0.957388,-0.951624,0.626656,class3,cluster0
653,0.070528,-0.917943,-1.049773,-0.039498,class4,cluster0
654,-0.397241,-0.874818,-0.943663,0.842318,class5,cluster0
655,-0.655496,-0.782332,-1.055948,0.070114,class6,cluster9
656,-0.804269,-0.671953,-1.29463,-1.627292,class7,cluster9
657,-0.32274,-0.896412,-0.955993,0.744416,class8,cluster0
658,-1.342221,-0.568609,-1.285485,-1.491768,class9,cluster9
659,-1.17672,-0.677469,-1.050992,0.184934,class10,cluster9
660,-0.765571,-0.746973,-1.107675,-0.370326,class0,cluster9
661,0.689011,-1.089343,-0.943765,0.570066,class1,cluster0
662,-0.117979,-0.955981,-0.908774,1.03648,class2,cluster0
663,1.080488,-1.199815,-0.907076,0.821279,class3,cluster0
664,0.473639,-0.978418,-1.155107,-0.967974,class4,cluster9
665,0.697979,-1.109725,-0.967273,0.352655,class5,cluster0
666,0.551992,-0.981707,-1.210336,-1.363166,class6,cluster9
667,0.752433,-0.977631,-1.275879,-1.727567,class7,cluster9
668,0.070054,-0.916403,-1.149826,-0.69812,class8,cluster9
669,0.755072,-1.014202,-1.216967,-1.306437,class9,cluster9
670,-0.879473,-0.767774,-1.014108,0.496567,class10,cluster0
671,-0.976258,-0.708334,-1.097274,-0.259992,class0,cluster9
672,0.560601,-1.063978,-0.939904,0.625661,class1,cluster0
673,-0.154582,-0.955139,-0.89956,1.104824,class2,cluster0
674,0.93818,-1.181578,-0.878585,1.07511,class3,cluster0
675,0.481803,-0.99053,-1.13636,-0.822478,class4,cluster9
676,0.633214,-1.06509,-1.033264,-0.139797,class5,cluster0
677,0.081368,-0.856406,-1.282048,-1.824244,class6,cluster9
678,0.56905,-0.944116,-1.275383,-1.709389,class7,cluster9
679,-0.398669,-0.835157,-1.141965,-0.563768,class8,cluster9
680,0.01451,-0.880354,-1.214071,-1.143652,class9,cluster9
681,-0.429619,-0.839389,-1.050036,0.145196,class10,cluster0
682,-0.379484,-0.829906,-1.068104,-0.166344,class0,cluster9
683,0.69103,-1.087626,-0.954306,0.490075,class1,cluster0
684,-0.221036,-0.947422,-0.892574,1.160636,class2,cluster0
685,1.093343,-1.21309,-0.867779,1.122282,class3,cluster0
686,0.347266,-0.947712,-1.17134,-1.069724,class4,cluster9
687,0.315571,-0.992359,-1.06061,-0.296716,class5,cluster0
688,-0.512069,-0.731759,-1.30627,-1.899509,class6,cluster9
689,0.317025,-0.88773,-1.300729,-1.846741,class7,cluster9
690,-0.602451,-0.793852,-1.132795,-0.465882,class8,cluster9
691,0.058754,-0.871472,-1.248119,-1.418868,class9,cluster9
692,-0.242835,-0.869623,-1.057368,0.050623,class10,cluster0
693,0.534906,-1.0296,-1.007785,0.097806,class0,cluster0
694,0.837769,-1.112303,-0.971972,0.333192,class1,cluster0
695,-0.280007,-0.937269,-0.893085,1.167107,class2,cluster0
696,1.118216,-1.216325,-0.884395,0.970242,class3,cluster0
697,0.270571,-0.933601,-1.170896,-1.060455,class4,cluster9
698,-0.138915,-0.879814,-1.113292,-0.617278,class5,cluster9
699,-0.77567,-0.674337,-1.3196,-1.948554,class6,cluster9
700,0.3797,-0.887088,-1.324258,-2.011562,class7,cluster9
701,0.020164,-0.89252,-1.174317,-0.861279,class8,cluster9
702,0.034512,-0.84573,-1.292278,-1.747768,class9,cluster9
703,-0.064642,-0.898197,-1.079023,-0.160355,class10,cluster0
704,0.455841,-1.012713,-1.003804,0.147291,class0,cluster0
705,1.327202,-1.184708,-1.022759,-0.132473,class1,cluster0
706,-0.351165,-0.92067,-0.892929,1.184283,class2,cluster0
707,1.364843,-1.250361,-0.923382,0.609508,class3,cluster0
708,0.231836,-0.937264,-1.157075,-0.957882,class4,cluster9
709,-0.65493,-0.761001,-1.157355,-0.852469,class5,cluster9
710,-1.003967,-0.621742,-1.33896,-2.037856,class6,cluster9
711,0.161931,-0.822241,-1.370077,-2.314398,class7,cluster9
712,0.094881,-0.913594,-1.134163,-0.580614,class8,cluster9
713,-0.044021,-0.822997,-1.309635,-1.874512,class9,cluster9
714,-0.084133,-0.88918,-1.097634,-0.302426,class10,cluster9
715,0.565534,-1.040197,-0.979933,0.298635,class0,cluster0
716,1.714441,-1.24065,-1.054195,-0.442896,class1,cluster9
717,-0.374501,-0.899231,-0.926953,0.936803,class2,cluster0
718,1.342853,-1.242117,-0.929873,0.562938,class3,cluster0
719,-0.289475,-0.807954,-1.224231,-1.364529,class4,cluster9
720,-0.793233,-0.719016,-1.19545,-1.1013,class5,cluster9
721,-1.187334,-0.575979,-1.364956,-2.175776,class6,cluster9
722,0.091883,-0.813851,-1.351443,-2.18182,class7,cluster9
723,0.206249,-0.937963,-1.135728,-0.633563,class8,cluster9
724,-0.650594,-0.713693,-1.30358,-1.705199,class9,cluster9
725,0.074705,-0.922082,-1.09086,-0.27895,class10,cluster9
726,0.549218,-1.081627,-0.869908,1.167725,class0,cluster0
727,0.104807,-0.997033,-0.907866,0.960326,class1,cluster0
728,-0.096068,-1.000648,-0.850298,1.412633,class2,cluster0
729,-0.118436,-0.930275,-1.010954,0.210118,class3,cluster0
730,1.063587,-1.116865,-1.089697,-0.561563,class4,cluster9
731,1.357675,-1.199819,-1.018353,-0.11163,class5,cluster0
732,0.188826,-0.958999,-1.118879,-0.53961,class6,cluster9
733,0.343724,-0.967741,-1.177509,-0.940174,class7,cluster9
734,-0.617044,-0.744848,-1.219868,-1.058209,class8,cluster9
735,-0.159658,-0.859592,-1.09856,-0.353194,class9,cluster9
736,0.305443,-1.01117,-1.028831,0.03907,class10,cluster0
737,0.803672,-1.132453,-0.872688,1.093164,class0,cluster0
738,-0.030996,-0.96555,-0.959972,0.574299,class1,cluster0
739,0.216572,-1.042313,-0.901248,0.935933,class2,cluster0
740,-0.134718,-0.928166,-1.005187,0.263044,class3,cluster0
741,0.897601,-1.08791,-1.092106,-0.551726,class4,cluster9
742,1.175186,-1.160066,-1.038939,-0.235051,class5,cluster0
743,0.291579,-0.964848,-1.163072,-0.898078,class6,cluster9
744,-0.186529,-0.874062,-1.16572,-0.747341,class7,cluster9
745,-1.076783,-0.642408,-1.253715,-1.212494,class8,cluster9
746,-0.183065,-0.851324,-1.097379,-0.343318,class9,cluster9
747,0.330996,-1.014451,-1.033875,-0.006888,class10,cluster0
748,0.705208,-1.110151,-0.879788,1.060631,class0,cluster0
749,-0.187949,-0.932958,-0.969672,0.540767,class1,cluster0
750,0.151438,-1.026623,-0.907226,0.900083,class2,cluster0
751,-0.387979,-0.876518,-1.007009,0.300259,class3,cluster0
752,1.245701,-1.156865,-1.090807,-0.58552,class4,cluster9
753,1.317871,-1.194419,-1.040704,-0.2685,class5,cluster0
754,0.111147,-0.907772,-1.223495,-1.324381,class6,cluster9
755,-0.656263,-0.752931,-1.242931,-1.231682,class7,cluster9
756,-0.846225,-0.698507,-1.255328,-1.295319,class8,cluster9
757,-0.126574,-0.862657,-1.104923,-0.416695,class9,cluster9
758,0.573518,-1.06624,-1.02235,0.046379,class10,cluster0
759,0.57344,-1.077597,-0.893693,0.984781,class0,cluster0
760,-0.199642,-0.923148,-0.991608,0.383543,class1,cluster0
761,0.012855,-1.009782,-0.882571,1.133328,class2,cluster0
762,-0.482077,-0.8556,-1.007858,0.311785,class3,cluster0
763,1.783623,-1.261353,-1.084268,-0.611714,class4,cluster9
764,0.893295,-1.106704,-1.057389,-0.313915,class5,cluster0
765,0.278407,-0.939971,-1.221478,-1.326178,class6,cluster9
766,-0.651755,-0.742066,-1.242556,-1.217454,class7,cluster9
767,-0.76026,-0.723948,-1.23758,-1.193939,class8,cluster9
768,-0.110167,-0.866695,-1.110083,-0.454867,class9,cluster9
769,0.423416,-1.034984,-1.031333,0.017902,class10,cluster0
770,0.770031,-1.105508,-0.930241,0.670801,class0,cluster0
771,-0.126128,-0.934522,-1.002277,0.280248,class1,cluster0
772,-0.08527,-0.98859,-0.888118,1.118772,class2,cluster0
773,-0.341793,-0.885439,-0.999533,0.338274,class3,cluster0
774,2.015931,-1.304627,-1.074922,-0.571155,class4,cluster9
775,0.224651,-0.972395,-1.073944,-0.318678,class5,cluster0
776,0.590828,-1.011808,-1.19421,-1.173226,class6,cluster9
777,-0.82156,-0.705144,-1.243744,-1.196504,class7,cluster9
778,-0.815565,-0.702628,-1.256919,-1.327841,class8,cluster9
779,-0.129213,-0.864694,-1.104167,-0.397624,class9,cluster9
780,0.726564,-1.087415,-1.022394,0.055016,class10,cluster0
781,1.072119,-1.160249,-0.955237,0.419873,class0,cluster0
782,-0.001692,-0.964236,-0.985501,0.37992,class1,cluster0
783,-0.179796,-0.967534,-0.893633,1.102839,class2,cluster0
784,-0.293629,-0.896362,-0.99701,0.339343,class3,cluster0
785,1.940503,-1.288671,-1.086142,-0.652723,class4,cluster9
786,-0.183444,-0.894482,-1.075282,-0.255458,class5,cluster9
787,0.195241,-0.948527,-1.167932,-0.903421,class6,cluster9
788,-0.934911,-0.682524,-1.259029,-1.302255,class7,cluster9
789,-0.515149,-0.759872,-1.249735,-1.334798,class8,cluster9
790,-0.168827,-0.85242,-1.109593,-0.418835,class9,cluster9
791,0.667201,-1.08357,-0.990319,0.331166,class10,cluster0
792,-0.108892,1.11652,-0.918083,1.427591,class0,cluster6
793,-0.135565,1.091869,-0.878578,1.786415,class1,cluster6
794,0.600995,0.980096,-0.98091,0.919618,class2,cluster6
795,0.454923,1.000494,-0.978262,0.896988,class3,cluster6
796,-0.340651,1.151304,-0.98553,1.007277,class4,cluster6
797,0.25184,1.066937,-1.044846,0.496348,class5,cluster6
798,-0.36095,1.224789,-1.154799,-0.173232,class6,cluster8
799,0.61499,1.083023,-1.32112,-1.58809,class7,cluster1
800,0.624019,1.046892,-1.222162,-0.783741,class8,cluster8
801,1.469393,0.902343,-1.240076,-1.010009,class9,cluster1
802,0.902254,0.930545,-1.003833,0.710447,class10,cluster6
803,0.230497,1.071854,-0.98065,0.889728,class0,cluster6
804,-0.125205,1.078765,-0.855771,1.95339,class1,cluster6
805,0.455895,0.988503,-0.926518,1.333501,class2,cluster6
806,0.461074,1.000362,-0.975334,0.884087,class3,cluster6
807,-0.214144,1.140326,-1.025197,0.695099,class4,cluster6
808,0.551,0.997763,-1.029686,0.531539,class5,cluster6
809,-0.364528,1.229452,-1.157642,-0.221384,class6,cluster8
810,0.425719,1.122242,-1.322492,-1.564815,class7,cluster1
811,0.433533,1.073722,-1.210627,-0.669586,class8,cluster8
812,1.660524,0.881613,-1.273633,-1.317689,class9,cluster1
813,0.758729,0.942445,-0.97243,0.959308,class10,cluster6
814,0.169627,1.084932,-0.984726,0.871939,class0,cluster6
815,-0.037506,1.065409,-0.866889,1.860682,class1,cluster6
816,0.595522,0.963424,-0.923677,1.306871,class2,cluster6
817,0.448202,0.993107,-0.966172,0.946299,class3,cluster6
818,-0.29384,1.144392,-0.997458,0.930718,class4,cluster6
819,0.50603,1.002596,-1.027444,0.563197,class5,cluster6
820,-0.432372,1.249071,-1.16947,-0.284715,class6,cluster8
821,0.266149,1.141717,-1.290678,-1.27353,class7,cluster1
822,0.113287,1.136909,-1.218812,-0.690682,class8,cluster8
823,1.995503,0.823404,-1.289291,-1.51649,class9,cluster1
824,0.794304,0.941277,-0.991991,0.828066,class10,cluster6
825,0.403903,1.029325,-0.957034,1.026074,class0,cluster6
826,0.248689,1.011691,-0.869455,1.781345,class1,cluster6
827,0.443701,1.004166,-0.940932,1.202816,class2,cluster6
828,0.729556,0.935099,-0.96138,0.94176,class3,cluster6
829,-1.027902,1.279156,-0.961005,1.338092,class4,cluster6
830,0.374094,1.036529,-1.039684,0.495041,class5,cluster6
831,-0.951856,1.321262,-1.118581,0.214246,class6,cluster8
832,0.370414,1.121956,-1.285864,-1.21944,class7,cluster1
833,0.191956,1.14198,-1.271725,-1.11609,class8,cluster1
834,2.261319,0.762613,-1.274671,-1.445279,class9,cluster1
835,0.930043,0.931419,-1.034632,0.502225,class10,cluster6
836,0.536233,0.978687,-0.89194,1.456072,class0,cluster6
837,0.107226,1.055691,-0.909045,1.535596,class1,cluster6
838,-0.070419,1.106133,-0.95665,1.186331,class2,cluster6
839,1.055784,0.857005,-0.926987,1.144152,class3,cluster6
840,-1.40092,1.353358,-0.957739,1.437887,class4,cluster6
841,-0.066443,1.119196,-1.025392,0.681849,class5,cluster6
842,-1.23318,1.349274,-1.06975,0.615929,class6,cluster6
843,0.370758,1.117056,-1.282418,-1.192531,class7,cluster1
844,1.194075,0.955712,-1.269564,-1.247188,class8,cluster1
845,2.014363,0.817223,-1.288936,-1.462514,class9,cluster1
846,0.948519,0.935688,-1.052204,0.371061,class10,cluster6
847,0.763509,0.912389,-0.831599,1.871306,class0,cluster6
848,-0.139045,1.105751,-0.918608,1.508542,class1,cluster6
849,-0.386774,1.149239,-0.924067,1.490698,class2,cluster6
850,0.69346,0.914627,-0.887357,1.503964,class3,cluster6
851,-1.189581,1.325549,-0.985989,1.194345,class4,cluster6
852,-0.565899,1.208258,-1.01427,0.87655,class5,cluster6
853,-0.994886,1.284361,-1.033297,0.834339,class6,cluster6
854,-0.465533,1.248868,-1.227708,-0.644328,class7,cluster8
855,0.972488,0.958169,-1.172043,-0.488088,class8,cluster8
