@relation vowel-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
214,2.184116,0.166277,0,-0.213042,0.973413,-5.052392,0.665108,-5.315664,2.402354,0.221703,had,cluster5
215,1.879275,0.822724,0,-1.855026,-0.767299,-5.5824,-0.798475,-4.319735,3.058802,-1.886203,hOd,cluster2
216,1.113709,-0.876418,0,-3.422532,-1.983198,-5.092229,-2.140815,-2.573828,3.443317,-3.072658,hod,cluster2
217,0.656447,-1.484368,0,-0.732657,-1.498224,-5.795442,-2.634449,-2.963539,2.121762,-2.083657,hUd,cluster2
218,0.010392,-4.376892,0,-0.54906,-0.871222,-7.387197,-3.140208,-1.513812,0.711873,-0.157617,hud,cluster5
219,0.285788,-1.78228,0,-0.387979,-0.235559,-4.518921,-1.389105,-2.676018,1.203775,-0.303109,hed,cluster5
220,-3.143672,-6.725553,0,-0.628734,0.848705,-3.774139,-1.986662,0.006928,-1.76496,1.399497,hid,cluster5
221,-1.040963,-3.439853,0,0.510955,0.651251,-3.526455,-1.569238,-1.699142,-0.749978,1.458387,hId,cluster5
222,0.573309,-3.772407,0,-0.341214,1.125833,-2.809386,-0.017321,-2.144279,1.784012,1.304234,hEd,cluster5
223,2.92197,-1.307698,0,0.226899,1.196847,-3.736034,1.29211,-3.767211,2.80419,0.992465,hAd,cluster5
224,1.557114,0.230363,0,-0.408764,0.206114,-3.992377,0.325626,-5.352037,3.512599,-1.477439,hYd,cluster5
225,1.330215,-0.100459,0,-0.441673,0.909327,-4.589935,0.519615,-5.173636,2.367713,-0.214774,had,cluster5
226,1.730319,0.303109,0,-2.286307,-1.335411,-5.135531,-1.321555,-2.471637,2.701999,-1.950289,hOd,cluster2
227,1.352732,-0.831384,0,-3.389623,-1.719926,-5.281023,-1.723391,-2.831903,3.26838,-2.729712,hod,cluster2
228,0.284056,-2.05248,0,-1.200311,-1.747639,-5.630897,-2.913309,-2.107906,1.661037,-2.100978,hUd,cluster2
229,0.349874,-4.427122,0,-0.793279,-0.54906,-7.700698,-2.85442,-1.887935,1.160474,0.28752,hud,cluster5
230,0.341214,-1.931237,0,-0.491902,-0.318697,-4.754479,-1.583094,-2.672554,0.949164,-0.116047,hed,cluster5
231,-3.283968,-7.17069,0,-0.900666,0.874686,-3.88499,-2.088853,0.216506,-1.728587,1.555382,hid,cluster5
232,-1.136225,-3.594005,0,0.486706,0.66684,-3.675412,-1.56231,-1.655841,-0.81926,1.415086,hId,cluster5
233,0.363731,-4.227936,0,-0.370659,0.843509,-2.611933,-0.358535,-1.844634,1.861955,1.035766,hEd,cluster5
234,2.812851,-1.539793,0,0.401836,1.288646,-3.732569,1.525937,-3.557632,2.821511,0.928379,hAd,cluster5
235,1.16567,0.081406,0,-0.687624,-0.098727,-3.891918,0.306573,-4.522385,2.98952,-1.932969,hYd,cluster5
236,1.169134,0.159349,0,-0.424352,0.990733,-4.960594,0.904131,-4.910364,1.635056,-0.341214,had,cluster5
237,1.56231,-0.27886,0,-2.499349,-1.695678,-4.654021,-1.813457,-1.053087,2.395426,-1.761496,hOd,cluster2
238,1.210704,-0.803672,0,-3.252791,-1.882739,-4.99177,-1.950289,-2.487225,3.552436,-2.954879,hod,cluster2
239,0.19399,-2.340001,0,-1.0808,-1.517277,-5.819691,-2.975663,-2.513206,1.413353,-1.633324,hUd,cluster5
240,0.668572,-4.48428,0,-1.027106,-0.230363,-7.886027,-2.509742,-2.300163,1.576166,0.730925,hud,cluster5
241,0.401836,-2.116566,0,-0.528275,-0.183597,-4.865331,-1.534597,-2.743568,1.105048,0.116047,hed,cluster5
242,-3.264916,-7.369876,0,-1.072139,0.905863,-4.125745,-2.11137,0.223435,-1.775352,1.690482,hid,cluster4
243,-1.276521,-3.80878,0,0.431281,0.651251,-3.734302,-1.576166,-1.49476,-0.942236,1.399497,hId,cluster5
244,0.226899,-4.527581,0,-0.517883,0.850437,-2.748765,-0.510955,-1.711266,1.82385,1.193383,hEd,cluster5
245,2.679483,-1.299038,0,-0.071014,1.385641,-3.891918,0.912791,-4.181171,2.230881,1.969342,hAd,cluster5
246,1.163938,-0.098727,0,-0.573309,-0.119512,-4.004501,0.32909,-4.659217,2.984324,-2.050748,hYd,cluster5
247,0.621806,-0.145492,0,-0.613146,0.708409,-4.882651,0.569845,-3.930023,1.070407,-0.516151,had,cluster5
248,1.205507,-0.902398,0,-2.611933,-1.846366,-4.565686,-1.965878,-0.290985,1.7563,-1.763228,hOd,cluster2
249,1.058283,-0.841777,0,-3.26838,-1.804797,-5.130334,-1.818653,-2.606736,3.180045,-2.928898,hod,cluster2
250,-0.046765,-2.849224,0,-1.210704,-1.44453,-5.864724,-2.98952,-2.436995,1.077336,-1.441066,hUd,cluster5
251,0.699749,-4.55183,0,-1.053087,-0.166277,-7.96397,-2.50801,-2.554775,1.659305,0.862561,hud,cluster5
252,0.42262,-2.180652,0,-0.543864,-0.096995,-4.938077,-1.513812,-2.800726,1.333679,0.154153,hed,cluster5
253,-3.313413,-7.546545,0,-1.205507,0.931843,-4.316271,-2.189312,0.249415,-1.808261,1.796137,hid,cluster4
254,-1.432406,-4.02875,0,0.368927,0.680696,-3.74123,-1.510348,-1.409889,-1.004589,1.364856,hId,cluster5
255,0.038105,-4.617647,0,-0.467654,1.03057,-2.908113,-0.320429,-1.946825,1.700874,1.158742,hEd,cluster5
256,1.905256,-2.113102,0,-0.32909,1.254005,-2.93929,0.356802,-4.30761,3.103835,1.609075,hAd,cluster5
257,1.105048,-0.277128,0,-0.635663,-0.145492,-4.073783,0.46419,-4.600327,3.003376,-2.303628,hYd,cluster5
258,-0.06755,-1.027106,0,-0.852169,0.462458,-4.662681,-0.020785,-2.982591,0.76037,-0.486706,had,cluster5
259,0.718801,-0.912791,0,-2.483761,-1.532865,-5.045464,-1.484368,-0.840045,0.995929,-1.995323,hOd,cluster2
260,0.831384,-1.060015,0,-3.451977,-1.808261,-5.287951,-1.721659,-2.542651,2.695071,-3.0155,hod,cluster2
261,-0.251147,-3.810512,0,-1.420282,-0.840045,-5.866456,-2.700267,-2.734908,0.989001,-0.46419,hUd,cluster5
262,1.073872,-4.326663,0,-1.004589,0.176669,-8.128514,-2.142547,-3.261452,2.17892,1.092924,hud,cluster5
263,0.594093,-2.199705,0,-0.573309,0.053694,-5.158047,-1.425478,-2.954879,1.467047,0.358535,hed,cluster5
264,0.336018,-8.287863,-1.732051,0.829652,-0.89547,-6.812156,-1.972806,5.977307,-0.299645,2.724516,hid,cluster6
265,3.294361,-5.234258,-1.732051,0.957824,-0.292717,-6.176493,0.73439,2.911577,3.304753,1.357928,hId,cluster6
266,2.86308,-3.864205,-1.732051,1.137957,-0.601022,-6.422444,1.785744,2.140815,2.315752,-0.876418,hEd,cluster3
267,3.424264,-2.617129,-1.732051,3.732569,-0.488438,-5.223865,1.723391,0.325626,2.563435,-0.88681,hAd,cluster3
268,5.014287,-2.520134,-1.732051,4.404605,0.161081,-8.980683,1.735515,-3.199098,2.840563,0.020785,hYd,cluster3
269,4.304146,-4.018358,-1.732051,4.236596,-0.857365,-8.396982,1.137957,-0.585433,2.175456,-1.331947,had,cluster3
270,3.48835,-0.644323,-1.732051,3.036285,1.162206,-9.117515,3.637307,-5.270631,4.482547,-1.84117,hOd,cluster3
271,5.381482,-0.659911,-1.732051,3.725641,0.292717,-10.104784,2.92197,-6.845065,6.493458,-3.346322,hod,cluster3
272,5.59106,-3.481422,-1.732051,4.009698,1.607343,-10.163674,1.848098,-4.082444,4.977914,2.345197,hUd,cluster3
273,5.248114,-3.096907,-1.732051,2.417943,1.352732,-8.467996,2.258594,-3.483154,7.075428,0.820992,hud,cluster3
274,2.010911,-5.24465,-1.732051,4.125745,0.327358,-7.672985,1.557114,0.013856,2.421407,-0.48151,hed,cluster3
275,0.659911,-7.827138,-1.732051,0.969948,-1.110245,-7.265953,-2.227417,6.003288,-0.294449,2.636181,hid,cluster6
276,3.548972,-4.16385,-1.732051,1.170866,-0.297913,-6.510779,0.824456,2.490689,3.380963,1.285182,hId,cluster3
277,3.374035,-3.713517,-1.732051,1.318091,-0.713605,-6.552348,1.605611,2.338269,2.475101,-0.578505,hEd,cluster3
278,3.393088,-2.750497,-1.732051,3.451977,-0.412228,-5.433443,1.723391,0.129904,2.333072,-0.725729,hAd,cluster3
279,5.173636,-2.878668,-1.732051,4.22274,0.436477,-9.001468,1.619468,-3.439853,3.039749,0.805404,hYd,cluster3
280,4.229668,-3.841689,-1.732051,4.260845,-0.303109,-8.417767,1.432406,-0.8106,1.884471,-0.412228,had,cluster3
281,3.225079,-0.488438,-1.732051,3.27704,1.162206,-9.008396,3.441585,-5.497529,4.517189,-2.054212,hOd,cluster3
282,6.510779,0.112583,-1.732051,3.923095,0.06755,-10.584562,2.230881,-7.208795,6.528099,-2.378106,hod,cluster3
283,5.636093,-3.931755,-1.732051,3.917899,1.487832,-9.926383,2.017839,-3.909239,5.358965,1.82385,hUd,cluster3
284,4.908632,-3.330734,-1.732051,2.50801,1.581362,-9.159085,2.629253,-3.143672,6.126264,0.874686,hud,cluster3
285,2.126958,-5.623969,-1.732051,3.995841,0.271932,-7.472067,1.544989,-0.001732,2.646574,-0.465922,hed,cluster3
286,1.122369,-7.213992,-1.732051,0.784619,-1.066943,-7.698966,-1.939897,5.594524,-0.019053,2.58422,hid,cluster6
287,3.112495,-4.098032,-1.732051,1.274789,0,-6.606042,0.975145,2.551311,2.760889,1.652376,hId,cluster3
288,3.533384,-3.950808,-1.732051,0.864293,-0.730925,-6.793103,1.71473,2.152939,2.243006,-0.55772,hEd,cluster3
289,3.038017,-2.658698,-1.732051,3.552436,-0.519615,-5.540831,1.856758,0.552524,2.253398,-1.255737,hAd,cluster3
290,5.776389,-2.999912,-1.732051,4.305878,0.604486,-9.119248,1.323287,-3.585345,3.228543,1.848098,hYd,cluster3
291,4.387285,-4.574346,-1.732051,3.867669,-0.285788,-8.000343,1.023642,-0.578505,2.350393,0.330822,had,cluster3
292,3.933487,-0.024249,-1.732051,3.413872,0.727461,-8.916598,2.826707,-5.630897,5.199617,-2.133887,hOd,cluster3
293,6.763658,-0.336018,-1.732051,4.118817,0.323894,-11.440196,1.943361,-7.375072,5.837011,-1.30077,hod,cluster3
294,5.1771,-3.659823,-1.732051,3.727373,1.551918,-10.3542,2.334804,-4.046071,4.600327,1.501688,hUd,cluster3
295,4.343983,-4.033946,-1.732051,2.980859,1.920844,-9.230099,2.731444,-2.994716,5.727892,1.432406,hud,cluster3
296,2.546115,-5.632629,-1.732051,3.959468,0.26154,-7.560402,1.586559,-0.166277,2.923702,-0.306573,hed,cluster3
297,1.285182,-7.068499,-1.732051,0.864293,-0.995929,-7.801157,-1.827314,5.218669,0.209578,2.610201,hid,cluster6
298,2.684679,-4.420194,-1.732051,1.397765,0.258076,-6.524635,1.132761,2.646574,2.365981,1.922576,hId,cluster3
299,3.046677,-3.904043,-1.732051,0.642591,-0.779423,-6.94206,1.896596,1.995323,2.350393,-1.323287,hEd,cluster7
300,3.330734,-2.544383,-1.732051,3.54724,-0.382783,-5.65861,2.081925,0.59929,2.03516,-0.956092,hAd,cluster3
301,5.528706,-3.424264,-1.732051,3.8261,0.334286,-8.691431,0.859097,-3.862473,3.599202,1.602147,hYd,cluster3
302,4.191563,-5.554687,-1.732051,3.458905,-0.159349,-7.595043,0.860829,-0.216506,3.117691,0.685892,had,cluster3
303,4.822029,-0.372391,-1.732051,3.789727,0.438209,-8.655058,2.542651,-6.14012,6.439765,-2.262058,hOd,cluster3
304,6.68918,-0.424352,-1.732051,3.713517,0.391443,-11.805658,2.215293,-7.350824,5.701911,-1.473975,hod,cluster3
305,5.300075,-3.25972,-1.732051,3.725641,1.534597,-10.355932,2.445656,-4.023554,4.612451,1.498224,hUd,cluster3
306,4.9069,-3.580149,-1.732051,3.13328,1.943361,-9.481246,2.499349,-3.625182,6.192082,1.778816,hud,cluster3
307,2.625789,-5.663806,-1.732051,3.635575,0.216506,-7.534421,1.858491,-0.133368,2.873472,-0.588897,hed,cluster3
308,1.901792,-6.843333,-1.732051,1.200311,-1.2159,-7.936257,-2.106174,5.03334,0.879882,2.613665,hid,cluster6
309,2.953147,-4.49294,-1.732051,1.468779,-0.022517,-6.498655,1.41855,2.44912,3.204294,0.928379,hId,cluster3
310,3.483154,-2.684679,-1.732051,1.025374,-0.562917,-8.202993,2.591148,0.530008,2.693339,-2.038624,hEd,cluster3
311,3.460638,-2.632717,-1.732051,3.119424,-0.226899,-5.913221,2.326144,0.226899,1.848098,-0.852169,hAd,cluster3
312,5.178832,-3.689268,-1.732051,3.607862,0.188794,-8.655058,1.143154,-3.566293,3.569757,0.824456,hYd,cluster3
313,3.775871,-5.951327,-1.732051,2.895989,0.103923,-7.420106,0.841777,-0.218238,3.25972,1.127565,had,cluster3
314,6.95938,-1.196847,-1.732051,4.343983,0.550792,-9.443141,2.234346,-6.746338,6.758462,-0.533472,hOd,cluster3
315,6.841601,-0.148956,-1.732051,3.545508,0.275396,-11.391698,2.184116,-7.411445,6.065642,-1.493028,hod,cluster3
316,5.850868,-2.793798,-1.732051,3.680608,1.574434,-10.132497,2.625789,-4.292022,5.135531,1.721659,hUd,cluster3
317,5.468084,-2.726248,-1.732051,3.264916,1.797869,-9.981809,2.301896,-4.127477,6.498655,1.534597,hud,cluster3
318,2.599808,-5.604916,-1.732051,3.607862,0.036373,-7.113533,1.636788,0.103923,3.029357,-0.713605,hed,cluster3
319,2.069801,-6.720357,-1.732051,1.323287,-1.364856,-7.868707,-2.234346,5.140727,1.008054,2.558239,hid,cluster6
320,3.256256,-5.014287,-1.732051,1.016714,-0.732657,-7.084088,1.770156,2.514938,3.59747,-1.060015,hId,cluster7
321,3.505671,-3.417336,-1.732051,0.900666,-0.342946,-7.825406,2.53399,0.89547,2.953147,-1.325019,hEd,cluster3
322,3.308217,-2.764353,-1.732051,3.202562,-0.32909,-5.604916,2.236078,0.266736,2.452584,-1.221096,hAd,cluster3
323,5.022947,-3.408676,-1.732051,4.094568,0.407032,-8.733,1.44453,-3.35325,3.448513,0.770763,hYd,cluster3
324,3.708321,-5.991164,-1.732051,2.229149,0.187061,-8.286131,0.985537,-0.292717,2.587684,1.321555,had,cluster3
325,6.729017,-1.891399,-1.732051,3.874598,1.189919,-9.988737,2.762621,-6.422444,5.473281,0.689356,hOd,cluster3
326,6.249239,-0.562917,-1.732051,3.503939,0.310037,-11.093785,2.596344,-7.011342,5.973843,-2.028231,hod,cluster3
327,5.443836,-3.730837,-1.732051,3.322073,1.669697,-9.947168,2.721052,-3.962932,4.981378,1.659305,hUd,cluster3
328,5.475013,-1.609075,-1.732051,3.491814,1.903524,-10.376716,2.104442,-4.673073,6.233651,1.901792,hud,cluster3
329,2.589416,-4.872259,-1.732051,3.372303,0.443405,-7.002681,2.431799,-0.218238,2.838831,-0.637395,hed,cluster3
330,3.076122,-8.883689,0,1.796137,1.538061,-7.581186,-1.893132,2.31402,-0.620074,3.374035,hid,cluster4
331,4.437514,-7.111801,0,0.545596,1.600415,-5.031608,-2.288039,-0.628734,5.187492,2.901185,hId,cluster5
332,3.398284,-6.27522,0,1.200311,1.027106,-4.292022,-2.185848,-0.1351,3.393088,1.105048,hEd,cluster5
333,5.331252,-4.070319,0,2.658698,1.129297,-5.837011,-0.606218,-2.430067,2.606736,0.606218,hAd,cluster5
334,4.896508,-2.44046,0,3.425996,2.902917,-7.300594,0.737854,-7.115265,3.465834,0.765566,hYd,cluster3
335,4.870527,-3.098639,0,3.406944,2.326144,-6.252703,-0.244219,-5.113014,3.543776,1.15701,had,cluster3
336,5.748677,-2.506278,0,3.509135,3.427729,-8.753785,1.501688,-7.589847,3.632111,1.122369,hOd,cluster3
337,6.709965,-1.281718,0,1.90872,1.879275,-11.05568,0.633931,-7.735339,3.83476,-1.170866,hod,cluster3
338,3.883258,-4.794317,0,2.109638,3.978521,-8.298255,-0.140296,-7.439158,4.589935,2.107906,hUd,cluster3
339,7.323111,-4.99177,0,2.248202,4.15519,-10.191387,1.906988,-7.233044,5.263702,2.937558,hud,cluster3
340,3.103835,-4.255649,0,1.775352,3.713517,-6.836405,0.377587,-5.319128,2.932362,2.137351,hed,cluster0
341,3.83476,-8.786694,0,2.142547,1.387373,-7.148174,-2.412747,2.288039,0.107387,3.962932,hid,cluster4
342,3.910971,-7.588115,0,0.39664,1.920844,-5.10955,-2.469904,-0.621806,4.475619,3.439853,hId,cluster4
343,3.360179,-6.457085,0,1.141421,1.040963,-4.207151,-2.293235,-0.095263,3.524723,1.203775,hEd,cluster5
344,5.230793,-3.980253,0,2.579024,1.441066,-5.679395,-0.460726,-2.882133,2.729712,1.056551,hAd,cluster5
345,4.612451,-2.423139,0,3.164457,2.798994,-7.551742,1.042695,-6.834672,2.92197,0.221703,hYd,cluster3
346,4.550097,-2.658698,0,3.491814,2.376374,-6.202474,-0.374123,-4.943273,3.1506,1.347536,had,cluster3
347,6.114139,-2.932362,0,3.446781,3.503939,-8.578848,1.264397,-7.662593,3.898846,1.725123,hOd,cluster3
348,6.242311,-1.434138,0,1.454923,1.860223,-11.107642,0.755174,-7.574258,3.33593,-1.37698,hod,cluster3
349,3.270112,-3.845153,0,2.248202,3.805316,-8.552867,0.088335,-7.191475,4.24006,1.29211,hUd,cluster3
350,7.387197,-4.725035,0,2.249934,4.302414,-10.551654,2.265522,-7.475531,4.996967,2.868276,hud,cluster3
351,2.747033,-4.430586,0,1.70607,3.481422,-6.855457,0.258076,-5.081837,2.712392,1.616003,hed,cluster0
352,3.554168,-8.98588,0,1.867151,1.250541,-6.94206,-2.175456,2.442192,0.311769,3.309949,hid,cluster4
353,2.999912,-8.085213,0,0.367195,1.728587,-5.036804,-2.909845,-0.225167,4.02875,2.93063,hId,cluster4
354,3.639039,-6.593917,0,0.971681,0.857365,-4.200223,-2.340001,-0.013856,4.014894,0.994197,hEd,cluster5
355,5.298343,-4.179439,0,2.650038,1.581362,-5.573739,-0.448601,-3.055338,3.112495,1.28345,hAd,cluster5
356,5.10955,-2.461244,0,3.294361,2.833635,-7.707626,1.03057,-6.888366,2.882133,0.644323,hYd,cluster3
357,4.191563,-2.549579,0,3.429461,2.610201,-6.114139,-0.181865,-5.038536,2.873472,1.467047,had,cluster3
358,5.592792,-2.760889,0,3.810512,3.594005,-8.362341,1.24188,-7.285006,3.729105,1.588291,hOd,cluster3
359,6.358359,-1.236684,0,1.598683,2.286307,-10.995059,0.73439,-8.545939,3.583613,-0.592361,hod,cluster3
360,2.624057,-4.55183,0,2.274183,3.713517,-7.957041,-0.077942,-6.574865,4.103228,1.143154,hUd,cluster0
361,7.525761,-3.536848,0,2.475101,4.641896,-10.918848,2.59288,-8.365805,4.893044,3.157529,hud,cluster3
362,2.766085,-4.477351,0,1.844634,3.384427,-6.846797,0.181865,-4.946737,2.693339,1.624664,hed,cluster0
363,3.195634,-8.992808,0,1.700874,1.30077,-6.678788,-1.683553,2.520134,1.040963,2.521866,hid,cluster4
364,2.603272,-8.303452,0,0.387979,1.97627,-5.218669,-2.676018,-0.275396,3.458905,3.024161,hId,cluster4
365,4.040875,-6.564473,0,0.852169,0.614878,-4.364768,-2.411015,-0.046765,4.461763,0.736122,hEd,cluster5
366,5.641289,-4.181171,0,2.833635,1.442798,-5.985968,-0.323894,-2.741836,3.063998,1.099852,hAd,cluster3
367,5.698447,-2.268987,0,3.729105,3.024161,-7.756124,0.876418,-7.068499,3.114227,1.465315,hYd,cluster3
368,3.448513,-2.932362,0,3.072658,2.859616,-5.831815,0.034641,-5.017751,2.866544,1.319823,had,cluster3
369,5.643022,-2.462976,0,4.042607,3.289164,-8.312112,0.5404,-6.831208,3.564561,1.751103,hOd,cluster3
370,6.434569,-1.056551,0,1.752835,2.532258,-11.03836,0.569845,-9.114051,3.675412,-0.017321,hod,cluster3
371,3.001644,-4.241792,0,1.998787,3.619986,-8.632541,0.225167,-6.108943,3.216418,1.245345,hUd,cluster3
372,8.050572,-3.017233,0,2.944486,4.018358,-10.937901,2.495885,-7.943185,5.378018,2.104442,hud,cluster3
373,2.870008,-4.34918,0,1.827314,3.557632,-7.241704,0.576773,-5.119942,2.133887,1.775352,hed,cluster3
374,3.587077,-8.594436,0,1.532865,1.645448,-7.142978,-1.214168,1.90006,1.118905,2.915042,hid,cluster4
375,2.350393,-8.516494,0,0.512687,2.121762,-5.189224,-2.45778,-0.301377,3.386159,2.890793,hId,cluster4
376,3.600934,-6.971505,0,1.108513,0.526543,-4.01143,-2.528794,0.306573,4.693858,0.367195,hEd,cluster5
377,5.554687,-4.238328,0,2.629253,1.536329,-6.183421,-0.275396,-2.941022,2.98952,1.202043,hAd,cluster3
378,5.700179,-2.149475,0,3.651163,3.199098,-7.931061,0.841777,-7.42357,2.994716,1.861955,hYd,cluster3
379,2.435263,-4.046071,0,2.66043,2.764353,-5.334716,-0.124708,-4.279898,3.185241,0.704945,had,cluster0
380,6.467478,-2.485493,0,3.819172,3.029357,-8.577116,-0.102191,-6.687448,3.619986,2.589416,hOd,cluster3
381,6.153977,-0.964752,0,1.683553,2.217025,-11.235814,0.471118,-8.448944,3.244131,-0.601022,hod,cluster3
382,2.662162,-4.475619,0,1.501688,3.351518,-8.371002,0.022517,-5.137263,3.169653,1.027106,hUd,cluster0
383,8.334628,-2.897721,0,3.148868,3.689268,-10.615739,2.262058,-8.0575,6.197278,1.550185,hud,cluster3
384,2.729712,-4.234864,0,1.759764,3.649431,-7.437426,0.89547,-5.055856,1.702606,1.678357,hed,cluster3
385,3.994109,-8.426427,0,1.437602,1.863687,-7.397589,-1.085996,1.357928,1.2159,3.41214,hid,cluster4
386,1.948557,-8.630809,0,0.646055,2.51667,-5.158047,-1.737247,-0.517883,3.346322,2.646574,hId,cluster4
387,3.219882,-7.570794,0,1.193383,0.665108,-3.770675,-2.544383,0.455529,4.420194,0.552524,hEd,cluster5
388,5.469816,-4.397677,0,2.537454,1.467047,-6.341038,-0.358535,-2.963539,3.145404,1.016714,hAd,cluster5
389,5.547759,-2.364249,0,3.53858,3.249327,-7.811549,0.741318,-7.726679,3.13328,1.915648,hYd,cluster3
390,1.948557,-4.910364,0,2.468172,2.778209,-5.597988,-0.289252,-3.62345,3.076122,0.689356,had,cluster5
391,6.443229,-2.32268,0,3.464102,3.114227,-8.575384,0.053694,-6.68918,3.739498,2.835367,hOd,cluster3
392,6.256168,-1.231488,0,2.291503,2.44046,-11.215029,-0.090067,-9.036109,3.354982,0.252879,hod,cluster3
393,2.194508,-5.45596,0,0.980341,2.39889,-7.253829,-1.290378,-3.261452,3.609594,0.61661,hUd,cluster5
394,8.625613,-3.20083,0,2.818047,4.361304,-10.969078,2.838831,-9.058626,6.095087,2.442192,hud,cluster3
395,2.767817,-4.24006,0,1.809993,3.637307,-7.501512,0.914523,-4.990038,1.626396,1.69741,hed,cluster3
396,4.051267,-7.932793,-1.732051,-0.169741,0.102191,-7.181083,-1.749371,3.599202,-2.677751,5.326056,hid,cluster6
397,3.017233,-7.64354,-1.732051,0.46419,-0.543864,-4.505064,-2.208365,2.66043,-0.245951,2.596344,hId,cluster6
398,5.242918,-4.253917,-1.732051,-0.240755,-0.964752,-3.912703,-1.092924,0.232095,1.060015,1.529401,hEd,cluster6
399,7.468603,-2.109638,-1.732051,1.477439,-0.424352,-3.919631,0.268468,-3.666752,3.180045,0.784619,hAd,cluster1
400,6.734214,-1.508616,-1.732051,2.303628,0.536936,-4.543169,0.045033,-7.771712,4.654021,1.143154,hYd,cluster3
401,7.705894,-1.489564,-1.732051,2.459512,-0.190526,-4.033946,-0.798475,-5.942666,5.026411,1.375248,had,cluster1
402,4.865331,0.258076,-1.732051,1.318091,1.217632,-5.604916,1.595219,-7.714554,3.12462,-0.053694,hOd,cluster3
403,7.71975,-1.839438,-1.732051,3.891918,1.323287,-9.96622,0.389711,-8.202993,3.022429,2.547847,hod,cluster3
404,5.000431,-5.282755,-1.732051,2.956611,0.516151,-7.946649,-0.032909,-3.968128,2.920238,0.367195,hUd,cluster3
405,7.458211,-5.144191,-1.732051,1.650644,0.382783,-8.726072,0.950896,-4.475619,4.686929,0.725729,hud,cluster8
406,4.515456,-4.820297,-1.732051,2.028231,0.114315,-3.609594,-0.336018,-2.478565,2.999912,1.117173,hed,cluster3
407,4.075516,-8.066161,-1.732051,-0.299645,-0.145492,-7.324843,-1.801333,3.765478,-2.248202,4.719838,hid,cluster6
408,2.970467,-7.57599,-1.732051,0.524811,-0.566381,-4.473887,-2.376374,2.613665,-0.043301,2.656966,hId,cluster6
409,5.549491,-4.662681,-1.732051,-0.33775,-1.042695,-3.801852,-1.276521,0.561184,0.975145,1.874079,hEd,cluster6
410,7.49112,-1.728587,-1.732051,1.286914,0.00866,-4.369964,0.862561,-4.046071,2.72798,1.151814,hAd,cluster1
411,6.801764,-1.314627,-1.732051,2.39889,0.713605,-4.6367,0.053694,-8.197796,4.608987,1.548453,hYd,cluster3
412,8.009003,-1.896596,-1.732051,2.066337,-0.623538,-4.169046,-1.245345,-5.632629,4.92422,1.257469,had,cluster1
413,5.069713,0.682428,-1.732051,1.150082,1.24188,-5.672466,1.837706,-7.880831,3.167921,-0.166277,hOd,cluster3
414,8.163155,-2.908113,-1.732051,3.545508,1.345803,-9.630202,0.462458,-8.244562,3.975057,2.573828,hod,cluster3
415,4.70425,-4.951933,-1.732051,3.022429,0.467654,-7.730143,-0.20265,-3.89365,3.07439,0.311769,hUd,cluster3
416,6.789639,-5.740016,-1.732051,1.96761,0.462458,-8.636005,0.573309,-3.9612,4.477351,0.990733,hud,cluster3
417,5.46462,-5.151119,-1.732051,1.924308,-0.379319,-3.706589,-0.784619,-2.450852,3.737766,0.930111,hed,cluster1
418,4.245257,-8.306916,-1.732051,-0.53174,-0.342946,-7.439158,-2.057676,3.74989,-1.886203,4.543169,hid,cluster6
419,3.228543,-7.407981,-1.732051,0.486706,-0.61661,-4.536241,-2.353857,2.596344,0.400104,2.684679,hId,cluster6
420,5.686323,-4.629772,-1.732051,-0.495367,-1.011518,-4.511992,-1.028838,0.379319,0.606218,1.794405,hEd,cluster6
421,7.581186,-1.709534,-1.732051,0.997661,-0.136832,-4.557026,0.710141,-4.117085,2.624057,1.122369,hAd,cluster1
422,6.74807,-1.667965,-1.732051,2.369446,0.61661,-4.742355,-0.090067,-8.275739,4.596863,1.439334,hYd,cluster3
423,7.395857,-2.407551,-1.732051,1.584826,-0.642591,-4.347448,-1.132761,-5.279291,4.195027,1.151814,had,cluster1
424,5.341645,0.268468,-1.732051,1.252273,1.380444,-5.774657,2.017839,-8.365805,3.472762,-0.086603,hOd,cluster3
425,8.765909,-3.777603,-1.732051,3.40348,1.439334,-9.664844,0.576773,-8.161423,4.373428,2.890793,hod,cluster3
426,5.322592,-5.296611,-1.732051,3.136744,0.069282,-7.243436,-1.027106,-3.249327,3.628646,0.997661,hUd,cluster3
427,5.400534,-6.124532,-1.732051,2.206633,0.530008,-8.599632,0.27886,-3.202562,3.850349,0.779423,hud,cluster3
428,6.682252,-5.294879,-1.732051,1.543257,-1.025374,-4.262577,-1.2159,-2.378106,3.992377,0.730925,hed,cluster1
429,4.162118,-8.350217,-1.732051,-0.47285,-0.545596,-7.775176,-2.494153,4.132673,-1.816921,4.387285,hid,cluster6
