@relation waveform-5000_ica_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
714,-0.454593,-0.014367,0.045945,0.590838,0.290547,0.060785,1.269978,0.544461,-0.419356,-1.507175,0.642796,-0.282143,-0.189912,0.199734,-0.298821,1.83351,-1.085123,0.190763,1.748756,-1.076621,1.156919,-0.749575,-2.009946,1.701942,-0.187192,-0.126252,-0.767137,-0.522875,0.390861,-0.11235,-0.615803,0.456431,-0.916898,-0.727943,1.344361,class0,cluster2
715,-0.528009,0.91037,-0.206674,0.770883,2.060862,-1.147569,-1.647652,-0.940545,-0.55016,0.797348,0.893268,-0.538266,-0.744917,1.640435,1.371756,0.206645,-0.404284,-1.922304,2.191335,-0.15986,2.043026,-0.457008,-0.501775,-0.745612,0.061042,-0.783548,0.515463,0.221147,0.344178,0.051082,-0.53499,-0.53365,0.417209,-0.267541,-0.399655,class1,cluster1
716,1.535536,0.169369,0.370108,2.230513,0.674545,-0.288469,-0.732498,-1.016541,0.405827,-0.961526,0.391295,0.079148,1.249987,-0.674663,0.014596,0.429247,-1.72739,1.511389,-0.009502,-0.056383,-0.70194,1.927548,-0.49869,-0.608744,1.133813,-0.667442,0.958446,-0.087774,0.857344,0.76652,-2.084665,1.22388,-0.349864,0.389023,-0.547755,class0,cluster2
717,0.38755,-0.85936,0.281535,-0.549125,0.876312,1.038198,-2.132421,0.017328,-0.843716,-0.126906,0.014192,-1.018878,-0.85711,0.884397,0.695063,-1.81194,-1.664764,-0.058246,-0.028404,0.676556,-0.199633,-1.020239,-1.028427,-0.092518,-0.90666,-0.106381,1.768781,-0.402103,0.436464,0.174341,-0.694922,0.886267,1.207104,0.292156,0.529597,class1,cluster2
718,0.813392,1.306114,-0.104484,0.713497,-0.271292,-1.049643,-0.306577,-0.06582,1.724391,-0.393921,-0.221228,0.515759,-0.999956,0.840972,0.601317,-0.833039,1.340564,-0.641871,-0.811956,-0.824345,-0.870009,-1.275905,-0.857415,-1.900946,-0.586579,-0.479571,-1.140135,-0.131992,0.069199,-0.337324,0.326772,0.247149,-0.341029,0.37267,1.272453,class2,cluster0
719,0.206625,0.351354,-0.0901,-0.50838,0.309554,-1.233754,-0.206253,-2.160064,0.313862,0.605961,0.203043,-0.115911,1.953864,1.10164,1.414442,0.090394,-1.401638,1.552373,1.030387,-0.369464,-3.287397,-0.190744,-2.53432,-0.179792,1.140907,-0.334439,-2.145982,0.797636,-0.481444,-1.235576,-1.606137,0.77737,-1.236064,0.353728,-0.472171,class1,cluster2
720,0.336976,-0.654633,0.777391,0.472455,-0.797765,0.438143,0.527688,-0.169361,-0.470135,-1.05046,0.479868,-0.231304,-0.639239,-0.167758,0.173152,0.109128,0.882993,0.066625,-0.28385,-0.304753,0.104321,0.158263,0.120829,-0.120442,0.939031,-0.787805,1.102804,-0.004063,0.039556,-0.079723,0.270665,-0.961223,-0.92115,0.305195,-0.336348,class2,cluster1
721,0.436959,-0.186439,0.216622,-0.844801,0.715854,0.206395,-1.201567,-1.173452,0.632852,-0.221952,0.621706,0.815939,0.524691,1.746531,1.036922,-1.114253,-0.572539,1.183616,-0.394303,-0.141392,-1.586025,-0.356712,-0.916243,0.247778,-0.025181,0.693588,-0.517915,1.411743,-0.774209,1.241779,-0.146431,0.703686,0.808095,-0.454456,-0.103345,class0,cluster2
722,-0.068546,0.124799,0.380495,1.198318,1.566208,-1.512336,-0.894139,-0.513714,0.433661,-0.334482,0.408617,-0.086761,-0.804036,-0.685208,-0.953532,0.442813,0.848529,-0.34551,1.074848,-0.139192,0.839454,-1.262258,-0.356654,-0.979809,1.183913,0.788425,1.514798,-0.885156,0.905787,0.240665,-2.517744,0.502485,-1.083757,-1.292577,1.257543,class2,cluster0
723,0.011453,0.131333,-2.366532,-0.27359,0.601043,-0.909412,0.635864,-0.20832,0.979039,1.698621,1.566802,1.072064,0.920798,1.794622,0.401421,-0.970659,1.644673,-0.087948,0.276072,1.821402,1.821446,-0.600286,0.440455,0.25438,-0.540424,0.404108,0.294273,0.686969,-1.137495,0.577277,-1.377699,0.993477,-0.64946,-0.364073,-0.30679,class2,cluster0
724,0.986951,0.28324,0.404768,0.343491,1.980214,0.392304,0.364601,0.611259,-1.414392,-0.734324,-0.656801,-1.472265,0.225379,-0.287975,0.694814,-1.197546,-0.529094,-0.169647,-1.724206,1.637774,-0.137603,0.297255,-0.30845,-1.18636,-1.678446,0.42615,1.000198,-2.173025,-1.721362,0.379214,-0.948999,0.511788,-0.455649,0.579806,0.248376,class0,cluster2
725,-0.492277,-1.297316,-0.862007,1.723957,1.689638,-1.208717,1.766825,-0.092399,0.723275,-0.09711,0.118361,0.894456,-0.669643,-2.194096,-0.063411,0.672011,1.088638,-0.008273,1.373732,-1.388304,1.065473,0.599246,-1.079467,1.686323,0.422444,0.463352,0.322451,1.012215,-3.376995,-0.377739,0.674207,0.255064,0.881292,0.95981,-2.327139,class0,cluster0
726,0.509954,1.227804,0.299627,0.223248,0.114879,-0.375222,-0.144854,0.8278,0.972936,-0.477914,0.569714,1.911806,0.531717,1.892238,-0.554947,1.105811,1.586594,-0.557367,-1.024729,-0.230603,0.196112,-1.356652,0.368239,-0.087508,-1.093179,0.445036,-0.50137,0.38372,0.97631,0.071268,0.515758,0.079506,0.665049,-0.329902,0.578283,class2,cluster0
727,2.099519,0.81966,0.132451,-0.601754,0.212211,0.838631,-1.188227,0.249987,0.055938,0.383507,-1.484421,0.197782,1.459702,-0.640966,-2.111974,-0.039696,0.076423,-0.085582,-1.905846,0.401108,-0.593706,1.563666,-0.406611,-0.052015,-0.769099,0.720352,1.126544,1.373895,0.007966,-1.033028,1.466609,1.80956,-1.290209,-0.470653,0.37268,class0,cluster0
728,-0.373089,3.06461,0.426915,-0.026938,-1.165011,-0.717417,0.064395,-0.205945,0.737993,-0.449213,0.243765,-0.385388,-0.002331,0.718466,-0.544966,0.659519,-0.782611,-1.270058,2.321717,-0.572917,0.27219,0.189905,1.712609,0.797928,-0.866672,2.383482,0.877091,-0.304707,0.200358,1.240397,0.153155,0.422942,-1.01389,-0.994059,0.1977,class0,cluster2
729,-1.220513,-0.031988,0.695469,0.75043,-1.694351,2.05995,1.702876,-0.65774,0.168598,1.265108,-0.591369,-0.244519,-0.447495,-1.65856,0.652447,3.295572,0.113947,0.297303,-1.704373,1.760556,0.858974,0.527736,-0.294245,-1.649778,-1.314236,-0.278309,0.427922,1.22248,-0.859528,-0.157961,0.428616,-1.226109,-1.432444,-1.09196,1.519807,class2,cluster1
730,0.768566,-1.62453,-0.053518,-0.861368,-0.397332,1.133662,-1.180406,1.808571,0.922018,-0.601977,-0.013491,0.832643,1.519235,-0.529769,2.565609,-0.778184,0.043706,-0.360679,0.132592,1.370304,-1.958965,0.423504,0.006683,-1.147869,-0.744556,-1.708624,-1.888376,1.567127,-0.435314,1.19611,-0.769805,0.602202,0.111032,-2.100159,0.879414,class0,cluster0
731,-0.104928,-0.595959,0.475759,-0.979921,-1.110611,0.284846,-0.653583,0.600929,-0.487933,-0.886887,1.071892,-1.025332,0.701195,1.332074,-0.352192,1.598604,0.191669,0.210832,-0.958248,1.355115,-1.214756,-2.65846,0.663342,-0.649113,0.397941,-1.460676,-0.90467,0.388595,1.104314,0.497995,-0.365528,-1.200701,-0.949324,0.214041,-0.025874,class1,cluster1
732,2.294736,2.003876,-1.04794,0.272865,0.100631,0.154844,-1.523278,-1.844547,-0.448632,1.705704,0.248119,-1.621821,-0.688564,1.144035,-0.437868,-0.945739,2.319019,1.201235,-0.137046,-0.470126,0.456422,-0.395147,2.357126,0.787671,1.21583,1.958373,0.529159,0.214056,-1.300493,1.880538,0.702826,-0.058662,0.476423,-0.407116,-0.847844,class2,cluster0
733,1.166086,-0.553922,2.176124,-1.623413,-0.708643,0.545169,1.04457,1.679306,-0.14961,0.935492,0.163259,-0.156691,0.619574,-0.063639,-0.314388,-0.363506,-2.074461,-0.022727,0.535337,1.131957,0.704036,-0.680152,-0.809524,0.981691,-0.109765,-1.348414,0.504128,-0.116999,0.138346,1.579005,0.782752,0.997544,1.942585,-0.072899,-0.829338,class0,cluster2
734,-0.240344,-0.450917,-0.787502,0.171542,0.119274,-0.477263,-0.447225,-0.928158,-1.016891,-0.42659,-0.493137,-0.919627,-0.175037,0.419854,1.849448,-0.018385,-1.844169,0.014713,-1.209318,-0.803268,0.092455,0.393803,0.235741,0.221014,-1.204856,-0.138985,0.186749,-1.942699,-0.235768,-0.146476,-0.065546,0.096584,-0.773123,1.29217,0.48028,class1,cluster2
735,-1.532019,1.050691,-1.379462,-0.456969,-0.324367,-0.681446,1.725735,2.211184,-1.305356,1.145221,-0.481802,-1.053132,-0.01478,0.082536,-0.109516,-0.537356,0.888481,-0.506612,0.405642,0.599086,0.443631,0.228477,-1.332628,-0.624321,-0.089622,-0.666082,-0.218429,-0.009097,-0.362607,-0.842829,-0.221293,-0.667794,-0.734626,-0.263788,-0.641586,class2,cluster1
736,0.358909,0.161456,0.366968,0.317396,1.693221,2.103028,0.898665,0.3279,-0.760832,-1.602366,-0.987182,0.750303,-0.706074,-0.59834,-1.265682,-0.006689,0.269307,-1.47519,-0.173151,-0.095393,1.59348,-0.473221,-0.527283,-1.635216,0.231703,-0.816252,0.348279,-0.292322,0.172145,0.450724,-0.549352,1.569,0.844508,0.658797,0.974045,class0,cluster0
737,-0.479795,0.890305,-1.557057,-1.798374,-1.140846,1.464755,-2.745794,-0.329245,-1.236182,-0.087712,0.248541,0.436754,0.051376,-0.783388,-0.258596,-0.714385,-0.430068,-0.248844,-1.39418,-0.566617,0.297339,-0.149495,-0.225989,1.355135,1.074431,-0.629767,-1.938327,-0.40394,-0.085209,-0.772582,-0.53149,0.81237,-0.052892,0.001551,1.224795,class0,cluster2
738,2.403434,-0.896255,0.619243,0.028284,-0.265697,-0.447819,-0.348208,0.064569,-0.067369,-0.355944,-0.467074,-0.732159,1.756406,-2.283441,-0.85979,-0.792146,1.28967,-0.796216,1.392609,0.771199,-0.101971,-0.050453,-1.596526,-0.202304,-0.012887,-0.040164,0.515009,-0.703448,1.711707,-0.28484,1.145325,1.481363,0.605105,0.392902,-0.485907,class2,cluster0
739,-0.252369,-0.667055,0.381681,0.448657,-3.452323,-0.924532,0.571438,-2.551333,-1.208278,2.051961,-0.578933,-0.207371,0.154515,-0.212405,0.485584,-1.013236,-0.463424,0.232285,-0.184249,1.71784,1.2666,-0.746172,-0.100507,1.792838,-1.707956,0.207159,1.547125,-0.540026,-0.976756,-0.182842,0.549119,0.34131,0.963,0.028116,0.698421,class0,cluster2
740,-2.307717,1.407994,0.273035,0.125969,0.007155,1.646198,-0.268779,0.381668,0.144221,-0.995834,-0.121364,-1.563178,-1.160587,-1.12422,-0.413051,-1.879751,0.434668,0.235239,0.817269,-0.935145,2.107021,0.128653,0.400679,0.746642,0.383989,-0.378176,-0.383754,-1.32416,0.221303,1.221996,0.215729,-1.190346,0.120687,0.248031,0.495824,class1,cluster1
741,-0.337361,1.653721,-2.527678,1.135778,0.550723,-0.032831,-0.860191,-0.13522,0.769103,-0.531026,0.459901,0.16847,-0.473246,0.351,-0.514567,-0.787715,-0.266913,0.273149,0.271215,1.14555,1.110178,-0.496261,-0.990651,0.390652,-0.417835,0.526943,0.033981,0.166963,-1.010149,-0.597648,-0.444509,-1.097448,0.522318,-0.67491,-1.007235,class1,cluster1
742,0.519349,-1.211029,-0.27955,-1.54159,-1.371051,-0.785613,-0.82402,0.25642,0.856087,0.218637,-1.549757,0.635356,-0.558224,0.342774,-0.659647,-0.232014,-1.659705,-0.644049,-0.194195,1.092038,-0.750568,2.329783,-0.369717,0.472478,2.236524,-0.314368,-2.438446,-1.517924,-0.307803,0.282284,-0.478882,0.715312,0.277013,0.439042,0.451377,class1,cluster2
743,-0.056117,0.558848,-0.070256,-1.308529,-0.670426,-0.870278,-1.304372,-0.796431,-0.764145,-0.389428,0.081242,0.707013,0.933527,1.477624,-1.730129,0.537178,-1.370395,0.376148,-0.31243,0.017291,0.980403,-0.541679,-0.257768,1.324485,-0.870838,-1.115589,-0.616142,-0.500269,-0.65978,0.984163,-0.379732,1.255833,1.414524,-0.061938,-0.704701,class1,cluster2
744,-0.143398,-1.941488,-0.653567,0.913102,1.684003,-0.261821,0.552023,-0.967472,-0.008016,1.279989,1.556151,1.63727,0.047777,-0.693012,-0.53304,0.48858,0.067744,0.350617,-0.543663,-1.235125,-0.224557,1.176278,-0.141579,-0.997225,0.152129,0.891997,-2.0272,1.972735,-0.60136,-1.581957,-0.298467,1.189263,-0.877398,1.310335,0.513288,class0,cluster0
745,-2.360325,-0.036936,-0.126054,1.477604,-1.224227,0.028132,0.523555,0.431758,-1.638725,-1.98392,-1.195707,-1.210754,-1.192786,0.365561,0.843478,0.043054,-1.141043,-1.056248,-0.414266,0.330336,0.757786,0.34073,0.553874,1.08658,-0.312556,0.017815,-0.529574,1.040162,-0.117085,-0.29773,0.802498,-0.171962,-0.344684,-2.639898,-1.023455,class1,cluster2
746,0.246086,1.124089,0.608775,-1.387132,-0.919729,2.023373,-0.809276,-0.434647,-1.22778,-0.660255,0.545278,-0.800225,0.815022,-1.46194,-0.334729,-0.160928,-0.768799,-1.352219,0.415381,0.853995,-0.004684,0.101905,-1.354129,1.000069,0.670632,-0.666857,0.688552,-0.026587,-0.21655,-0.585367,-1.379455,1.171726,-0.682709,-1.208523,-0.280866,class0,cluster2
747,-0.662042,3.188806,-0.761673,1.236593,0.238927,0.078038,-0.880206,0.079651,2.097037,1.139809,-0.170451,0.118419,-1.062922,-1.425242,-0.275883,-1.325067,1.066089,-0.68091,-0.696315,2.121082,-1.725558,1.28952,0.103527,1.67958,1.118906,2.222325,1.181735,-0.102678,-2.457236,0.982858,0.605001,0.590853,0.372876,1.665879,-0.145258,class2,cluster0
748,0.188852,0.773588,1.859288,1.085924,0.224666,0.084464,-0.037749,0.030669,-0.416282,-0.160771,1.515513,0.851903,-0.098691,0.577323,1.251227,0.130027,-0.411871,-0.032821,0.172237,0.758607,1.003154,-1.285531,0.226847,-0.658857,-0.788084,-0.30246,-1.954163,-1.402059,0.88844,0.952336,-0.747532,-0.493431,0.109896,-0.071655,-1.538856,class1,cluster2
749,-0.070708,0.462546,-0.894996,0.129846,-0.862193,-1.664991,2.671739,1.522661,0.869843,-0.464658,0.036936,0.954934,0.183859,1.121031,0.275641,0.056897,0.304833,-0.121572,0.950703,1.48416,-0.291616,0.258723,0.167171,-1.280635,0.779666,1.911266,0.640227,-0.141096,-1.178742,-0.891085,-0.196879,2.287456,0.389383,1.242908,0.682676,class0,cluster0
750,-0.654596,0.184317,1.047725,-0.812667,-0.418161,-0.5097,-0.75737,-0.895246,-0.417008,-1.906598,1.466384,-0.32364,-0.214075,-1.725229,-0.195396,-0.012562,0.615806,0.551538,0.28845,0.395317,-0.122475,1.846837,-2.138336,-0.724803,-0.964341,-0.604969,-0.215725,0.086177,1.022577,1.566397,-0.072788,0.295142,0.580412,-0.52891,1.859551,class2,cluster0
751,1.657882,2.216467,1.410714,1.145939,-0.785922,0.453639,0.95206,-0.038057,-0.918146,-0.86156,-0.230746,-0.171048,0.313193,-0.419158,-0.102463,1.691066,-0.564634,-1.003296,0.243296,-1.265003,-0.5218,1.518426,-0.361428,0.653513,-0.155644,-0.995869,0.210785,0.03914,-0.423516,1.306471,0.079407,0.197943,-1.826799,0.09629,-1.18443,class0,cluster2
752,0.120237,2.872865,0.044939,-1.378355,-1.357882,0.393177,-1.334014,0.171813,0.388641,-1.43302,-0.895614,0.368137,0.469403,0.711068,1.216269,0.230183,-0.061325,-0.773165,1.28562,0.435582,-0.642312,-0.594383,0.619409,-0.238014,0.220294,-0.035881,-0.907757,1.055228,-0.515285,0.404812,0.255693,0.945449,-1.291101,0.251316,0.278491,class0,cluster0
753,0.090942,-0.879237,-0.139365,-1.130581,1.269967,0.460709,1.626662,-0.216038,0.449959,0.052376,0.616966,-0.811615,-0.978682,0.599613,-0.023987,0.033988,1.387171,-0.124646,0.728573,-0.682808,1.244603,-0.260881,0.670923,2.309872,-1.626854,-0.193089,1.410771,-0.636257,-0.136624,-0.219316,2.431832,0.008959,1.430455,0.943732,0.32193,class2,cluster0
754,0.62586,-1.573771,0.783707,0.74216,0.005548,0.777894,-1.603346,0.135492,-0.020557,-1.181613,0.613667,-0.357041,0.894825,2.205647,-0.102443,-0.07685,0.181538,-0.851948,-0.463954,0.599381,-0.627107,0.205678,0.05199,-0.103037,0.120068,0.031143,0.898276,1.417213,-1.210115,0.358792,-0.690541,0.700247,0.214424,2.192114,1.715894,class0,cluster0
755,-0.276846,-0.665902,1.21046,0.112357,0.941329,-0.335939,-0.371893,-0.72193,-1.1826,-1.974065,1.409549,-0.171597,-0.579852,-0.572269,1.63485,0.294849,0.660145,0.629726,0.550521,2.613581,-0.175349,1.561867,-0.312908,1.185121,0.511437,-0.315564,0.231919,0.785808,1.417271,-1.534514,-0.746647,1.029809,-0.595766,0.457612,-1.585785,class0,cluster0
756,-2.068349,0.394979,0.725611,-0.951737,0.935727,-0.971771,-0.143936,0.498523,-0.430692,-0.055685,0.528379,-0.412577,0.5373,1.296178,1.703311,-0.858743,0.033295,-0.209061,0.749231,0.66265,-0.856968,0.709008,-0.193048,-1.245313,0.058967,-1.386362,0.092097,0.187563,1.486358,-3.012884,-0.125304,-0.876432,1.401568,0.374933,-0.597605,class1,cluster1
757,-0.475021,-0.903247,-1.026742,-0.293408,0.638857,-0.145041,-1.766305,-0.353761,-1.244595,0.077325,-0.267113,0.577501,-0.272852,-0.68351,1.584908,0.007833,-0.192982,1.155517,0.149644,-1.228547,0.766361,-2.025452,1.618338,-0.644188,0.456077,-0.235592,1.320154,-1.201161,0.467265,-0.20172,-2.495983,-0.637911,0.69445,-1.246759,1.040021,class1,cluster1
758,-1.671578,-0.697885,-1.920937,-0.196344,0.875068,0.697816,-0.401003,1.778683,-1.008393,-1.218285,0.953943,-0.362104,1.001982,0.610397,-0.934084,2.185718,-1.70221,-0.052736,-1.152978,0.275885,-1.21614,-0.211318,0.287971,-0.386213,-2.838665,-0.293778,0.470386,0.418325,1.08821,-1.112196,1.112277,0.706534,-1.5176,-1.313894,0.303826,class1,cluster2
759,-1.283302,-0.804419,-1.062999,0.235598,-0.129404,-0.510125,0.395834,1.770715,-0.851844,-1.073676,-0.761327,-0.316386,-0.141985,0.233147,0.33789,-1.673701,1.016703,-1.878925,0.829223,0.298134,1.358067,0.13333,0.760415,1.074277,-0.70006,-0.877408,-0.496766,-0.30039,1.830586,0.590333,-0.062697,-0.346876,0.31776,-0.22,-0.635108,class2,cluster1
760,0.95646,-0.578507,1.675306,2.024635,2.257217,0.724979,-0.486223,0.713377,-0.515571,0.499567,0.849274,0.995441,0.754416,1.826438,-1.262813,-1.077662,0.816437,0.41516,-0.976266,-0.474285,0.24793,-0.253335,0.639118,-0.265455,0.001478,1.642887,0.228887,0.72037,-1.656754,1.271085,-1.239933,0.818451,0.440626,0.059656,0.192416,class2,cluster0
761,-0.686717,0.63705,-1.032458,1.114625,0.81721,1.542804,0.729009,-0.462586,-0.70203,-0.645563,0.063249,-0.743445,-0.517747,0.882238,0.979568,-0.464524,-1.345006,-0.25382,-1.572051,-2.022185,-0.574851,-0.854325,1.265756,1.476509,0.481083,0.625955,-0.547252,0.998282,-0.145193,-0.865577,0.590869,-0.308472,0.938074,-0.883401,1.283737,class0,cluster2
762,-0.663505,-0.036641,-0.070593,0.750895,-1.086235,0.29809,-1.185878,0.263831,0.358314,-0.337791,1.956359,0.316713,0.808931,0.98592,0.440465,-0.379709,-0.313021,0.963261,0.242646,-0.034348,-1.480718,2.60761,-0.109213,0.823972,-0.408133,-0.298184,-1.835812,1.135807,-0.234327,0.882045,0.893582,0.529658,0.088435,0.735633,-1.60337,class0,cluster2
763,-0.010284,-0.160027,-0.771835,-0.134959,0.346235,2.202685,-0.552454,0.470304,-0.796872,1.850146,-0.268219,-0.500396,-0.342329,0.157395,-1.814531,-0.509162,-0.00642,0.411035,1.239832,-0.128601,0.166091,0.007867,-0.905335,1.547429,-0.792008,-0.57393,0.713537,1.420497,-1.031287,1.593013,-0.278054,-0.426391,0.988744,-0.011861,0.86474,class1,cluster1
764,1.279275,-0.144114,-0.230072,-1.350489,1.925915,-0.971208,-0.114721,-0.212785,0.113572,0.370646,-0.37184,-2.097133,-1.372243,0.448944,1.299319,-0.580567,-0.452542,-0.62584,-0.420344,0.746231,0.864863,-0.186204,-0.372148,0.542284,-0.164449,-0.240833,0.742254,1.587484,-0.058464,0.449549,1.473567,0.281824,-0.223201,0.617981,-0.396501,class0,cluster2
765,0.429997,-1.330819,-1.737302,-2.148312,-0.561198,0.434453,2.751189,-0.446282,0.065095,-0.870298,-0.037116,0.798205,-0.945597,0.093342,1.944955,0.477716,-1.428528,0.887101,1.195197,-0.390301,0.837211,-1.203028,-0.365687,-1.596037,1.150974,-0.829091,2.180829,0.582833,1.093691,0.770078,-0.549144,0.327957,0.678108,-0.167427,0.931841,class1,cluster2
766,-0.007438,0.292582,0.070497,-1.77145,-0.571749,-0.824007,-1.29159,0.539392,-0.440929,-0.781269,-0.211139,1.29639,-0.305795,-0.709288,-1.923331,1.273623,0.482263,-0.501823,0.814198,0.204915,-1.422381,-0.373295,0.473012,-0.772486,1.486495,0.734594,-1.20362,-0.802455,-1.941209,-0.57291,-0.348976,-1.521688,-0.583152,2.2015,-0.600664,class2,cluster1
767,0.12752,-0.88733,0.588764,-1.810506,-1.026683,-0.779169,-0.199063,0.542863,-0.106121,-0.611624,1.254548,-0.999417,0.532725,-0.480044,1.577497,-0.886463,0.753957,-0.792866,1.125342,0.315255,-1.14202,1.24225,0.013828,-1.29969,1.158385,0.681893,0.648661,-0.600575,0.16314,0.477216,-0.206884,-0.640333,-1.351598,1.037074,-0.244829,class2,cluster1
768,-0.765422,2.39023,0.553814,-0.475779,0.401397,1.195827,-1.914901,-0.091753,-0.685597,-0.047264,1.043793,1.56953,-0.784509,0.551277,1.218986,0.313362,1.182927,1.021178,-0.896715,0.598024,-0.007323,-1.559788,-0.670061,0.553729,-0.093664,1.269816,-0.501547,1.660359,0.591008,-0.521331,0.421759,0.006148,-0.081741,1.912368,-0.955263,class2,cluster0
769,-1.016073,-0.766979,-1.348247,1.851222,0.738473,0.271446,0.643191,-0.907576,2.043635,-0.81747,-1.421003,0.223252,0.393765,-1.536004,-0.958829,1.545835,-1.656607,2.620635,-1.125222,-1.369814,-0.954161,0.553623,0.536699,0.648862,-0.0348,-0.721707,-0.715096,1.244913,-0.04857,-0.285449,-2.213161,0.766542,-0.715006,-0.171124,0.037052,class0,cluster2
770,0.026558,-0.432275,1.583638,-1.429844,-2.051919,0.496486,0.488851,-0.388426,-1.029897,0.506636,-0.261883,1.167532,-1.054557,1.06954,1.352593,-0.501282,0.922398,-0.925096,-0.42673,-0.680632,0.679474,-0.532463,0.555247,0.842795,1.377368,0.001522,0.295264,-1.189345,1.043123,0.319413,-0.11955,-0.549377,-1.049563,1.723269,0.568186,class2,cluster1
771,1.506434,2.892443,-0.916691,-0.411868,-0.453484,-1.089723,-1.790395,-0.369703,1.025755,0.779778,-2.015349,0.570053,1.244732,-0.417121,-0.58496,0.112736,1.620614,-0.771693,-0.656887,0.164178,-2.014823,-0.345902,-1.062311,1.956049,0.964382,0.537467,1.115167,0.004499,1.311641,-0.893752,0.05957,-0.090827,-1.014021,-1.772752,0.210093,class2,cluster0
772,-0.613324,0.113747,-1.543977,-0.033129,1.808984,0.564319,1.250064,0.221941,-2.077915,0.536964,-0.251027,0.407361,0.113085,-1.716831,-0.626839,-1.269926,-0.007288,0.074807,-2.456331,-0.439702,0.009567,-1.268136,2.018472,-0.174617,0.875206,1.519528,-0.671401,0.977477,-1.238434,-0.078193,1.932394,0.395148,-1.542331,-0.945277,-1.945708,class0,cluster0
773,0.413966,-0.466891,1.29432,0.628749,0.23594,0.596485,0.447525,0.197414,0.551254,0.298403,0.192092,0.215449,0.313916,-0.169475,0.578431,2.085371,0.216295,-0.830775,0.434157,0.98978,-0.56087,0.783778,-0.164574,-0.811934,0.630639,1.216318,-0.057081,0.896079,-0.384622,-0.073052,0.788182,1.071906,1.083287,-0.432182,-0.741647,class0,cluster0
774,-0.623251,-0.440533,-0.00327,2.788896,-0.939787,1.0617,0.317178,1.34708,0.17432,-0.528084,-0.95629,0.571128,-1.066424,1.09269,-0.742096,0.439327,-0.184209,-1.651366,-0.927346,-0.18356,-0.516749,0.009787,-1.558564,-0.934941,-2.806069,-0.079954,0.098919,0.329487,-0.275155,1.730157,0.690321,0.57081,-0.911328,0.830394,-0.606962,class0,cluster2
775,-0.158796,-0.095039,0.187641,0.258648,-0.669281,-0.476847,-0.677406,1.141001,-0.621239,-0.585428,1.139581,0.732915,-0.336547,0.743849,-0.72619,1.039442,-1.182132,1.06984,1.598603,0.538887,-1.449898,0.385546,-0.90457,-2.213296,-0.080889,0.044055,-0.522033,0.130149,-0.161825,0.65978,0.970939,-0.390689,1.276236,-0.078499,-0.248791,class1,cluster2
776,0.310875,-1.518278,-0.184221,0.961308,-0.424923,0.679112,0.34955,-0.484994,-0.628757,0.316079,0.546738,-0.700724,-0.958034,0.758172,-0.662677,-0.224963,1.084979,-1.223208,-1.123963,0.514105,0.021027,0.200963,0.591918,0.394585,-0.242524,1.563405,-0.55223,1.511481,-1.856711,1.450305,-2.318967,1.125435,0.280364,-0.840189,-0.339021,class2,cluster0
777,1.606176,-1.008059,2.923826,0.075703,0.100991,-0.519094,-2.959036,0.019816,-0.352689,0.721376,-0.346047,0.089031,-0.05346,-0.988712,-2.111821,0.136489,0.694332,0.49445,-0.699017,1.063095,-2.193739,-0.112305,0.529504,-1.244217,-1.674748,0.054439,0.4896,0.400704,-0.940426,1.54383,-1.041455,-0.259574,0.269204,1.537102,1.145267,class2,cluster1
778,1.079527,-0.268732,-0.049817,0.97981,0.787246,-1.181016,0.649623,0.862183,0.537823,-0.759815,0.535624,0.46764,-0.210091,-0.636956,1.193489,-0.253821,0.10955,-1.216055,0.027763,-0.247094,1.058522,2.024648,1.666084,-0.657169,-0.514572,0.683778,-0.136755,1.364189,0.249198,-0.242639,-0.810371,0.377356,0.349467,1.584657,0.286866,class2,cluster0
779,0.926507,0.516362,0.464483,1.087881,0.736484,0.838424,-1.342347,-0.505587,-0.023751,0.041586,1.469523,0.061094,-0.989022,-0.728328,-0.019084,0.032479,-1.713208,0.326885,-0.738167,0.579215,1.145742,0.608148,-1.397738,-1.017409,-0.376977,1.992334,0.287221,0.927186,0.106155,-0.585617,2.253692,-1.579896,1.486968,-1.641621,0.213601,class1,cluster2
