@relation waveform-5000_pca_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1305,-3.418573,-1.082502,0.14846,0.013824,0.143126,-0.178043,-0.130082,0.489258,-0.238388,0.399618,-0.960826,-0.799143,-1.096801,0.694056,-1.218035,1.052179,0.24629,-0.904133,-1.673541,0.757169,-0.594175,-0.777297,0.640421,0.937584,-1.160682,-1.450177,0.224805,-1.457424,0.861136,0.497534,-0.117456,0.471855,-0.311293,-1.404981,-1.518331,class1,cluster0
1306,-0.014481,-6.353684,2.356482,0.354,1.185849,0.364776,-0.946764,0.721546,-0.329622,0.076938,0.314156,-0.995379,-0.173257,0.420275,-0.603716,0.86083,-1.800591,0.097466,-0.179255,-0.977364,-1.241004,-0.260295,0.78172,0.490113,-0.819541,-0.081818,-0.204272,-0.326599,-0.259704,0.485806,-0.772849,0.197099,-0.268638,1.110209,-0.013012,class2,cluster1
1307,1.570552,-5.562903,-0.028711,-0.682417,-1.898332,0.892585,-1.405661,1.635485,1.998434,-0.485631,-0.361162,0.20045,-1.901261,-0.465097,0.013805,0.055637,0.885928,-0.92114,-0.088491,-0.319909,0.867596,0.631277,0.982593,0.242027,0.245485,1.027472,-1.204941,-1.904204,0.542688,-0.095118,0.40991,-0.942335,0.338301,-0.349662,0.868174,class2,cluster1
1308,-2.71258,1.965598,-0.535539,-2.182318,0.118609,0.061541,-1.68421,-0.408891,1.493745,1.833314,-1.59021,-1.674118,0.791949,0.256556,-0.293933,0.007675,-1.911853,-0.147544,-0.652116,0.85211,-0.325482,0.789309,-0.926134,-0.389022,-0.060429,-0.140565,0.41577,0.864026,-1.177133,-1.689347,-0.293818,0.827281,-1.307726,-1.185639,0.163164,class0,cluster2
1309,-0.273732,-4.442821,-0.208746,-0.517017,0.95239,-0.214043,0.755308,1.047926,-1.223154,-2.321956,-1.524242,0.831649,2.463958,-0.425687,-0.94136,-0.389593,-0.192201,1.373949,0.816176,-1.189756,1.425559,1.446844,-1.069774,1.262357,0.093785,-0.538449,0.371543,0.2001,0.484524,-1.227787,0.858799,-0.766893,1.05279,-0.786151,0.887907,class1,cluster0
1310,0.831498,-2.996302,-1.594597,-1.267304,-0.176166,-0.769806,-0.831596,0.11478,-0.457005,0.093707,0.64524,-0.253479,0.658062,0.336206,-1.37044,-0.302832,-0.573118,-1.029798,0.164728,-0.072165,0.312772,0.052887,-2.385511,-0.019046,0.972362,0.084883,0.290857,-0.16192,0.942902,0.892689,-0.201952,0.871201,0.875571,-0.12716,-0.763576,class2,cluster1
1311,-5.051743,4.521586,0.276738,0.813871,-0.878649,1.439897,-0.620699,0.539788,-1.175074,0.710624,-0.377019,1.709341,-0.437374,0.059322,-0.119631,1.988872,1.122579,-1.285763,-0.623555,-1.851694,0.450601,0.836839,-0.357213,-0.088264,-0.221894,1.262583,2.513894,0.224355,1.063216,0.514241,1.095075,0.908367,-0.201157,1.057527,0.875726,class0,cluster2
1312,7.21905,0.751381,-0.187711,2.588201,0.826246,0.02986,0.760949,0.3576,0.422746,0.773928,0.372117,0.700908,0.511476,-0.168365,-0.288345,-0.132762,-0.231843,0.516758,-0.520524,-1.339725,1.210183,-1.319263,-1.015584,0.11731,-1.841774,0.865696,-1.291659,-1.371487,-0.617893,-0.940698,-1.265676,-0.571515,0.449686,-0.248359,-0.47599,class2,cluster1
1313,-8.980165,2.197693,-0.718599,-0.118647,0.585256,-1.053953,1.288211,-0.698173,-1.396322,0.549165,1.249108,-1.202395,0.080318,0.337796,-0.068849,0.63114,-1.304727,-0.677421,-0.358556,0.780291,-0.236496,1.263762,-0.578641,-0.717463,-0.199614,0.508029,0.011562,-0.864378,-0.776115,-0.207667,1.440241,0.234559,-0.192631,-0.540057,-1.582314,class1,cluster0
1314,-6.631535,-0.019214,0.216871,-2.822627,-0.61322,-0.018664,-2.039925,-1.434644,0.981054,0.642931,-0.254005,0.771872,-0.510352,1.119214,-0.266555,-1.236274,-2.125804,0.582668,-0.241083,0.084768,0.803929,0.723545,0.545413,-2.125925,-0.587337,-1.97885,-0.129744,-0.562419,0.003909,-0.591895,-0.395576,0.692751,0.074324,-0.043791,0.807743,class1,cluster0
1315,-4.200646,-2.11851,-1.234717,1.79242,0.246721,0.141208,2.08058,0.253792,1.132653,0.583712,-0.011269,-0.111159,1.267111,0.737389,0.26068,-1.149361,0.349207,0.104355,-2.569915,-0.464152,0.631789,1.312295,0.691093,-0.314131,1.224218,1.750624,-0.487537,-0.374797,-0.380682,-0.346835,-0.307833,0.640027,0.75144,-0.018046,0.967009,class1,cluster0
1316,1.804488,2.628886,-0.95445,-0.469653,-0.67548,0.521899,-2.001233,0.296346,-0.825591,0.295854,0.24137,0.373679,-0.43304,0.156013,0.54083,0.932124,0.67216,0.185589,1.299035,-1.259671,0.657748,0.253169,0.367387,1.006034,-1.474223,0.592451,1.160128,-0.841701,-1.175962,-1.159611,-0.541696,-0.547005,-1.712405,-1.132574,-0.374088,class0,cluster2
1317,7.330786,0.675848,-0.400329,2.346244,-1.000472,1.050563,0.297729,-1.048704,-0.022762,0.699838,-1.555977,-1.10303,-0.373949,-0.2093,0.565879,1.537855,0.285857,0.782746,1.115791,-1.416195,0.368281,0.461298,-0.078495,-0.45914,-0.813678,0.399127,-0.410922,-0.835974,-0.851896,-0.167249,-0.359085,-0.036548,0.179633,0.337361,-1.283348,class2,cluster1
1318,1.649042,3.247538,-1.826785,-2.287432,-0.29064,1.020461,1.108145,1.344133,-0.616521,-1.378495,-0.095124,-0.250916,-0.2579,2.000143,-0.047911,1.036993,0.291913,-0.229905,0.05156,-0.242798,-1.923071,0.737228,0.082884,-0.026771,0.533933,0.983944,-2.202405,-1.574006,0.243066,-0.97835,0.513056,2.254664,-1.979178,-0.726872,0.317552,class0,cluster2
1319,3.65709,0.669489,-0.701539,-0.092995,1.232595,-1.445291,-1.744844,-1.395991,0.335026,0.497222,0.81477,1.318614,-0.566885,-0.644644,0.913646,0.267163,-0.300739,1.94598,0.563,-1.871089,-0.349048,-0.958626,-0.643228,0.270334,0.382564,-0.04589,0.259191,-0.675617,1.610122,0.15717,0.729882,0.476844,0.788313,0.781061,-0.383623,class2,cluster1
1320,-0.876873,1.32183,1.826157,0.820727,1.020518,1.930269,-1.889032,0.010108,-0.363709,0.89738,-0.95692,-2.150288,0.970304,-1.414734,-1.897112,0.034359,0.811189,-0.952363,0.185614,1.325124,0.417657,-1.477074,-0.440394,0.10849,-0.71531,-1.236831,1.160794,0.066312,0.520641,0.399798,-0.014114,2.230683,-2.45273,-0.834208,0.109406,class0,cluster2
1321,6.916736,3.054111,-0.084777,-1.620701,-1.97467,0.420207,-0.257581,0.404658,-1.996087,-1.000559,-0.60981,0.431785,-0.280032,-1.826987,-1.215646,1.436906,0.18406,0.651232,0.909274,0.297275,-1.131608,0.379732,-1.718656,1.249091,0.75297,-1.396327,-0.120783,-0.397325,-1.303395,-0.934794,-0.529631,-0.781098,-0.22367,-1.390057,-0.344211,class0,cluster2
1322,-4.867791,-1.699097,1.042609,-0.514848,-0.567729,-1.588659,1.129619,0.400211,0.999831,0.7259,-1.070577,-1.980347,0.244933,-1.412458,-0.504921,0.885623,-0.362577,1.415116,-1.010644,0.846655,-0.762171,0.637595,0.218642,-0.610708,-1.379302,-1.056162,0.624992,-1.158005,1.156562,0.66428,0.084591,-0.273896,-1.058004,-0.240364,0.069251,class1,cluster0
1323,-1.004005,-3.12443,0.455462,0.608251,0.2858,-0.635628,0.497397,0.973032,0.596806,-0.314745,0.909368,1.597591,0.515897,-0.484684,-0.568947,-0.539244,0.378733,-0.175813,0.632314,-0.626438,0.358011,-0.350569,1.063783,0.738439,-0.995737,0.482367,0.578428,-0.683031,-0.160017,0.883772,-0.971399,0.169042,-0.805724,1.502829,-0.677009,class1,cluster0
1324,7.920952,2.321603,-2.180849,-1.109392,-1.266992,1.717549,-0.123301,0.141384,0.674178,-0.008373,0.947785,0.127166,0.548264,0.29342,-0.354785,0.142754,0.952805,-1.748269,0.078623,-1.759068,-0.147596,-0.98572,1.011967,-0.304441,-0.413845,0.69832,-0.064949,-0.012104,-0.207084,-0.242531,2.360644,0.9297,-0.270905,0.39939,-0.603293,class2,cluster1
1325,7.580314,2.088485,0.434968,-1.991216,-0.316857,0.038339,-0.825333,-0.089584,-0.180601,-0.968263,-1.18332,-0.496128,0.016761,-1.008118,2.187867,0.177693,1.973065,0.728248,-0.41029,-2.215929,0.962695,1.15516,-0.756766,0.204538,-0.085069,0.278975,-0.834678,0.579587,-0.965815,0.983266,-0.850563,0.86837,1.91074,0.045344,-0.294929,class2,cluster1
1326,3.412706,1.58032,-1.577405,-0.544281,-0.960629,1.047786,0.277812,-1.481893,0.332077,-0.361256,0.792952,0.225038,-0.859642,-0.075091,-0.135159,0.133916,-0.247328,-0.433045,-1.156211,0.271283,1.080543,2.30867,-0.81846,-0.051102,0.807632,0.026667,0.576228,0.648109,1.769215,0.500427,0.717934,-0.437878,1.405945,-1.023329,1.596896,class0,cluster2
1327,6.880433,2.946819,-1.205911,-0.693055,-0.971151,0.84012,0.033499,0.037689,1.272004,0.287977,-0.149118,0.138959,-0.023326,-0.687549,1.926909,1.673756,1.564913,-0.033681,-0.410525,0.282601,-0.321124,-0.203913,-0.637764,0.583885,1.58779,1.106895,0.325117,-1.44192,-0.26992,0.297195,-0.796753,0.466245,0.912195,-0.439659,0.040895,class0,cluster2
1328,-0.455219,-5.62798,0.143627,1.189913,-0.831513,1.744427,-1.064832,1.43835,1.935248,-1.488576,-0.336467,0.923149,-0.044791,-0.617539,0.354077,-1.795689,-1.692486,-0.886736,0.196353,0.359073,0.652272,-0.153314,-0.842134,1.746251,-0.275289,-0.927369,-0.013408,-1.074565,-0.560694,-0.337998,-0.503082,-0.47937,0.511165,-0.173212,1.951989,class1,cluster0
1329,-3.617946,2.56319,1.02801,-0.188284,1.49677,2.400807,-0.034266,1.20379,0.332447,0.511348,1.678124,-1.03478,0.605999,1.757355,-1.283127,-1.062481,-0.209374,0.915884,-0.010084,-0.248713,0.331271,0.055789,-0.478938,-1.109202,0.849028,1.079719,0.19755,-0.390639,-0.360758,1.841816,-0.407995,-0.766412,0.853541,0.058487,1.451235,class0,cluster2
1330,4.687175,2.272001,-1.586175,1.065429,-1.93154,-1.285683,-0.978777,-0.766539,0.011752,0.940282,1.018419,0.412095,1.052486,-0.144136,0.770854,1.397076,-0.520105,-0.273877,0.745593,-1.166082,1.142775,0.022606,-0.505773,-1.739649,-0.723493,-0.45311,-0.469785,-0.309976,-0.053659,0.319068,-0.018975,1.917497,0.810763,0.879562,0.305447,class0,cluster2
1331,-3.763289,-0.729785,-0.418847,-0.613066,-0.083747,-0.450291,1.182972,-2.008332,-1.108376,-0.482181,0.089583,-0.005042,0.353095,0.637743,1.249556,-0.495869,-0.479094,0.662971,1.096767,0.072607,-0.027408,0.376546,-0.5064,-0.470384,-1.433023,0.55718,1.932871,-0.6451,-1.411552,0.58403,-0.386789,1.025672,-0.265534,-2.311869,-0.016792,class1,cluster0
1332,-1.142321,-4.074115,0.239598,-1.023636,-0.301127,-0.453341,-0.770431,0.118768,1.148635,1.131741,2.403534,0.500235,0.674783,0.065519,-0.447994,1.889371,0.817543,-0.970063,-0.711252,0.365355,0.559027,-1.401708,0.574185,0.564479,-0.525783,-0.986236,1.184332,-0.987936,1.003828,0.013826,-1.148158,1.281276,0.195706,-0.938317,0.128416,class1,cluster0
1333,-3.178951,-2.257743,-0.359607,-0.785232,0.026683,0.915947,-1.255494,-0.175219,-0.241837,0.418119,0.855689,-2.297343,-0.083827,-0.915355,0.438588,0.459693,0.265223,0.412094,-0.097443,0.973111,0.37726,-1.008779,0.518331,0.33996,0.263763,-1.212774,-0.107991,0.353252,0.19489,0.191978,0.483321,2.455424,0.951488,1.306812,-0.996254,class1,cluster0
1334,-6.832539,2.864469,0.626577,-1.974753,-0.890329,-0.785137,0.431109,0.836095,-0.087327,0.523496,0.604608,-0.708256,1.100042,-0.999372,-0.451839,-0.670511,0.458068,-0.124259,0.778551,-0.968183,-1.683544,-1.15476,0.070638,1.164926,1.142998,-2.065391,0.570518,0.656593,-0.052124,1.124964,-0.224329,1.147232,1.302976,-1.473971,-0.668622,class1,cluster0
1335,-4.636979,1.491489,-0.283395,-1.470009,-0.413412,-0.543269,0.592644,1.518963,0.45605,0.40131,1.602434,0.345445,-1.734207,0.05892,1.667652,0.111713,-1.227679,-0.58689,0.078612,1.298269,-0.168124,-0.225583,0.141133,1.861758,1.366937,0.857422,0.848171,-0.369058,-1.30929,-1.343038,0.96806,-2.496616,0.94954,0.056412,-0.237127,class1,cluster0
1336,-0.6464,2.582684,-1.232787,0.430984,0.19629,-0.018577,0.854162,-0.462282,-1.143766,0.125611,0.682253,0.911736,0.579501,-1.567372,-1.766093,1.726622,-2.91283,0.030977,1.366102,-0.178661,0.25735,-0.770503,1.611118,0.853215,1.756133,-0.46097,0.978927,0.306304,-0.511059,3.457206,-0.545055,-0.450631,-0.54443,1.654904,-0.497749,class0,cluster2
1337,5.601495,1.383622,0.496859,0.30923,-0.191999,-0.153782,0.131068,1.52775,-0.362192,-0.208641,2.328918,-1.377604,0.123944,-0.289881,-0.795808,0.074814,-1.154007,-0.802425,-1.230715,-0.218384,-0.349228,2.899378,0.678682,0.194526,0.816256,0.381714,0.569699,-0.326431,0.131576,-0.125314,0.258601,0.574842,0.16458,-0.864467,1.813782,class2,cluster1
1338,5.417559,-0.384534,-0.788451,0.450654,-1.027543,0.748997,0.021592,1.209829,-1.14506,0.62802,-1.670827,0.776618,-0.639579,-1.109862,-1.262602,1.489145,0.746759,0.187374,-0.828895,0.387941,0.969397,1.149128,0.497792,1.196376,0.030847,-0.017918,-0.308873,-0.713348,0.205675,-0.403476,-0.955875,0.655314,-0.029752,-0.347352,-0.542154,class2,cluster1
1339,0.31708,-2.079218,0.383708,0.441963,-0.13925,-0.178113,-0.470564,0.312887,1.429164,0.957491,1.940921,3.142271,1.484305,-0.646929,1.135536,1.168236,-0.096308,-0.137264,0.744917,-0.518971,1.247789,-0.10572,-0.583852,0.87089,-0.748747,-0.328623,1.492201,-0.773328,0.061787,-0.749572,-0.495565,1.564196,1.405223,-1.499932,0.975669,class1,cluster0
1340,-4.176355,2.916443,-0.732333,1.244403,1.367083,-0.098006,-2.880596,-0.348911,-2.081721,-0.201064,-0.173166,-1.58479,0.645959,2.853731,0.618933,0.326903,1.429786,0.584392,2.024025,1.243041,0.198505,-0.195974,0.323167,-0.205137,0.04717,-0.271145,-0.192167,0.51505,-1.559564,0.931566,-0.471875,1.167887,0.78797,-0.726698,-1.298813,class0,cluster2
1341,-1.46954,-3.4637,0.639696,-1.181683,-0.213983,0.04669,-0.792124,1.016775,-0.247361,0.104371,-1.340975,-0.12633,0.763647,0.200482,-0.95885,-0.466196,0.002234,0.05864,-2.059161,-0.120555,0.871052,-0.472667,-1.553136,-0.223528,1.083784,-0.53599,0.344604,0.296401,0.367925,-0.530167,-0.316815,0.284172,0.010235,1.33346,0.173984,class1,cluster0
1342,-8.497338,2.161678,-0.926606,-0.417365,-0.706891,0.405903,0.695402,2.666649,0.549278,0.998526,2.69882,0.90426,0.581416,-0.037343,0.059962,-1.449623,1.247447,-0.210955,0.133138,-1.246621,-1.996102,-1.288339,-0.231691,-0.065475,-2.037013,-0.903333,1.56873,-1.247844,-0.750818,0.163429,0.351397,0.960965,-0.322481,-0.697145,0.945989,class1,cluster0
1343,6.510773,3.25126,-0.365381,0.387599,2.140652,-2.3126,-0.819074,0.033581,-1.396287,-0.061343,1.29861,0.078388,0.986259,0.274627,0.210324,0.607144,0.007734,-1.981314,-0.282608,0.254642,-1.062259,-0.863389,-2.468746,-0.380121,-1.181015,0.425929,1.447385,0.051021,1.612213,-1.29446,0.868168,-0.308975,-2.092297,1.217586,-0.240433,class2,cluster1
1344,5.84396,1.499225,0.537459,-0.851837,-1.160951,-0.484836,0.291426,-1.597988,-0.187686,0.263871,-0.568329,-0.614224,0.524679,-0.037755,1.087317,0.969939,-0.514633,0.043916,-0.772271,1.79472,-0.951754,-1.000085,0.105217,0.022507,1.557449,0.658574,0.418517,0.576,-0.974444,-1.587344,-2.23138,0.188343,-1.739986,0.622056,0.682101,class2,cluster1
1345,-1.687164,-3.30179,-0.275424,2.589381,-1.028223,-0.881349,1.20223,-0.468622,-1.029773,-1.82034,0.608732,-0.029646,0.049144,-0.205659,-1.96485,0.459356,-1.538143,0.663327,0.255681,2.304312,-2.176944,0.71328,0.678228,0.523328,1.068419,0.665061,0.599228,1.998214,0.517126,-0.62056,0.277415,1.301583,0.258018,0.20722,1.28968,class1,cluster0
1346,-1.806177,-2.94631,-0.717947,0.967575,-0.803487,0.921839,0.573625,1.208575,2.197556,-0.580395,-0.687309,-0.581615,0.988528,-2.276324,1.814005,0.427848,-0.341209,0.118166,0.873927,-0.594306,-0.228616,1.366463,0.733674,0.941874,0.671487,1.912573,1.599334,-0.217628,-1.612273,-1.573054,-1.067192,1.699435,1.454708,-0.698787,-0.456407,class1,cluster0
1347,-9.128058,2.290758,1.147624,-1.632514,0.893876,0.278979,-1.455821,-0.540953,0.737386,-0.119723,0.970422,-1.036034,0.697944,0.006639,-0.674713,1.199331,1.188215,-0.2522,0.72486,0.223296,0.5744,-0.082702,0.064569,0.153892,1.585943,-1.449559,0.605071,-0.812259,0.541635,0.185227,-0.635865,-0.428531,-0.536068,0.0395,0.158655,class1,cluster0
1348,5.218619,-1.351358,0.881415,1.372653,0.708341,-0.479165,-1.378576,-0.143824,0.351103,-0.192867,-0.30976,-0.644721,-1.090432,-0.190245,0.103067,-0.849829,-0.441491,-0.491898,-0.947051,-0.795971,-1.075237,1.100379,0.76717,1.423133,-0.074282,0.071505,-0.058529,-0.613044,0.057938,0.388263,-2.069779,-0.916622,-0.772126,0.976517,-0.274615,class2,cluster1
1349,1.92056,1.921277,1.92586,-1.285751,-0.992194,-0.470871,1.950911,1.771448,-0.495917,-0.30224,-0.929898,-0.442325,-0.81855,-0.447662,0.998656,0.14094,-0.66057,0.824327,-1.324047,-0.753509,0.413071,1.139354,1.255733,0.621737,0.033658,-0.902976,2.973064,0.000423,-0.714084,-1.988286,0.287364,-1.227541,0.188927,-0.609113,0.274252,class0,cluster2
1350,6.88778,-0.896475,1.475338,-0.269291,0.125307,0.22722,-0.264874,0.400371,-0.689324,-0.392892,1.075034,1.668162,0.852491,0.789946,0.08736,0.29281,-0.65765,-0.734832,0.610299,0.076374,-0.38144,-0.264019,2.17053,-0.461509,-1.569047,1.121093,1.011257,1.948188,-0.381504,0.36293,0.64988,-1.27763,-0.034795,0.58337,0.632372,class2,cluster1
1351,3.756728,-1.021673,2.331686,-0.969266,-1.447684,-1.369857,-0.077896,-0.193849,2.030617,0.133201,-0.304095,0.061696,-0.629825,-1.463706,-0.607744,0.233767,0.992737,-0.695214,-0.488875,2.680594,-0.120536,-0.46102,0.325434,-1.206793,0.875283,-0.099143,-0.838736,0.523093,-0.292528,-1.534719,-1.9581,0.23191,0.401934,0.462119,-0.486992,class2,cluster1
1352,-0.238061,4.976902,0.742715,0.29387,-0.183819,0.172545,-1.186569,0.002217,0.874535,1.073057,0.373864,0.426136,1.397898,-0.942027,0.483239,-0.719266,1.715799,-1.504004,-0.508524,-0.597414,0.870705,-1.085753,-0.282816,1.455362,-1.032367,0.197384,-1.302174,0.622862,0.957084,-1.180729,-1.458297,2.348938,-0.305714,0.753832,-1.846437,class0,cluster2
1353,-6.291524,0.976744,0.818944,-1.347026,0.392624,-0.130614,1.545711,0.371584,-2.536319,-1.107741,1.313416,0.393098,0.056199,-0.303957,-1.905668,0.465325,-0.431377,-1.109215,-0.28048,0.546625,-0.443994,-0.288055,-1.390551,0.697414,-0.26527,-0.364265,0.83232,1.165788,-0.183863,0.934695,0.657666,0.492033,-1.238351,1.824918,-0.675486,class1,cluster0
1354,1.799483,-3.728022,-1.02054,1.375175,0.588656,1.138226,1.442683,1.796933,-2.010504,2.004828,1.788904,1.08275,-0.60089,0.99693,0.936569,-0.903741,-0.159764,1.645536,-2.524779,-1.57738,0.850784,-0.986735,0.412547,-0.210504,0.896711,1.64801,-2.3159,1.6007,-0.028374,-0.958465,-0.02649,0.163646,-0.004199,-0.064744,-0.874038,class2,cluster1
1355,-5.038745,1.077333,0.3019,0.334098,0.867096,0.523103,-0.958481,-1.955211,0.11956,-0.547477,0.148621,0.914755,-0.014877,0.839155,0.558852,-0.986976,-0.536886,-0.544709,-0.765885,-0.033985,0.763007,0.341517,2.15717,0.58381,1.898459,1.717455,-0.743176,-0.398364,-1.449904,-0.289694,1.156125,-0.277968,-1.801901,1.39584,-0.704552,class1,cluster0
1356,-0.50455,2.53879,-1.862367,1.080312,0.556984,-0.948179,1.887671,-0.94379,0.429639,-0.431543,-0.311326,0.816592,2.352841,-0.272188,-0.701547,0.203845,-0.590275,2.669364,-0.577369,0.066861,-0.961163,0.925288,-1.683247,-1.035312,0.232724,-0.480467,-1.602101,1.648272,-0.404382,0.216814,-1.660573,0.699112,-0.048402,-0.516363,2.121872,class0,cluster2
1357,7.125226,0.688709,0.181649,1.07162,-1.095973,-0.290868,0.557595,2.175524,-1.378095,0.310732,-2.093475,0.359778,1.065221,0.000128,-2.106224,0.453885,-0.470623,0.269817,0.778469,-0.206629,-0.403218,-1.054159,1.426686,0.562672,-0.258294,3.297796,-0.759683,0.794927,-0.498685,-1.423923,-0.76309,0.52848,1.355863,0.254559,-0.917885,class2,cluster1
1358,-7.493521,0.993613,0.352964,2.519214,0.206926,-2.120894,0.918176,0.275786,-0.278575,0.650999,1.506675,-0.809213,1.74597,0.51133,-0.107157,2.02272,1.027022,0.816762,-0.70528,1.697125,-0.346526,0.709403,2.256996,1.70186,1.198578,-0.692645,-1.037976,0.730933,-0.555051,-0.506115,-1.006413,0.948816,0.261634,0.892787,1.285406,class1,cluster0
1359,7.779832,2.920226,0.444204,-0.21925,-0.131,0.269565,1.416078,0.713215,-2.114756,-0.664385,-1.319483,-0.002141,-2.020377,-0.655719,0.150813,1.067978,1.173831,-1.376331,-1.288283,1.299049,-0.907877,1.987836,-0.796609,-0.463242,-0.383685,-0.948631,1.306507,-0.158541,-0.816485,0.319192,-1.357517,0.998476,-1.565818,0.507292,-1.223656,class2,cluster1
1360,-7.383117,2.175166,-1.384898,-1.342147,0.525007,1.698352,1.544314,-0.700706,-0.348508,-0.296192,2.308382,1.511785,0.376195,-1.559411,0.833458,-0.465815,0.497103,-0.152003,-1.415046,-0.357224,-0.927315,-0.90913,-0.723291,-0.450984,-0.282704,-1.779356,-0.517515,0.920829,1.322461,-1.852726,-0.38359,-1.751182,0.007246,0.806851,-0.800845,class1,cluster0
1361,-7.087902,2.58557,0.105506,1.056246,-0.402047,-1.012075,0.120399,0.078795,0.404358,-1.570303,-0.767057,0.765685,0.144936,-0.062513,-0.190559,0.369017,-1.667518,-1.209176,-2.089058,-0.250095,0.945404,-0.801927,0.076284,1.048509,-0.951915,1.76171,-0.347206,1.728429,-0.120339,1.112087,-0.96515,1.836703,-1.107549,0.758281,-0.374229,class1,cluster0
1362,-4.248865,-1.740814,0.265046,1.327884,-0.993131,1.092423,-0.628126,-1.415652,1.804127,1.287468,-0.129975,-0.009987,-0.382459,-0.394495,1.168976,1.690943,-0.908364,-0.137892,1.587178,-1.000573,1.309565,2.100919,0.549615,2.100421,0.298505,-0.738075,-1.221821,0.334524,-0.789571,-1.334097,-1.837552,0.26167,1.285027,1.977568,-0.665432,class1,cluster0
1363,8.083415,2.439906,-1.946395,0.930435,1.251554,2.316619,1.437555,-0.007007,-0.371007,-0.044264,-0.271693,0.644177,1.393289,-0.581773,-1.818142,-0.174153,0.472153,0.428395,-0.450646,0.310235,-2.541519,-1.171449,0.790329,0.519625,0.519618,0.164858,0.961454,-0.943955,0.438797,1.141204,1.346274,-0.765586,-0.3268,-0.195627,-0.478749,class2,cluster1
1364,-6.266893,1.755495,-0.5408,-2.663145,-0.338128,0.383163,-0.078202,-0.806003,-0.346355,1.383154,-1.220106,-0.105216,-0.055992,-0.862822,-0.43755,0.130971,0.650109,-0.661343,0.512284,0.198602,-0.44111,0.534469,-0.124405,0.751358,-1.207251,-0.529591,1.645172,-0.463471,-1.837878,-1.225987,-0.701548,0.865544,-0.0788,0.549193,-0.74977,class1,cluster0
1365,2.335343,-1.671294,-0.521705,-0.01391,-0.143054,1.11092,-0.357236,0.406186,-0.447948,-0.553729,0.213044,-0.297683,-0.143825,-0.46411,0.367223,0.330821,-0.275383,0.108805,-0.390363,0.822202,-0.278519,-1.084657,1.289185,-1.088765,1.179357,1.947085,-0.263489,0.373506,-0.409356,1.410321,-0.916276,-0.618933,0.599641,0.137584,-1.180433,class2,cluster1
1366,-1.387652,-3.975964,1.182427,1.21235,1.365835,2.583143,-1.137248,0.064488,0.86569,0.288118,-0.964629,-0.249992,0.064898,-1.492992,0.403149,0.255052,1.503949,0.792108,-0.392768,0.930984,-1.471243,-0.745241,0.538633,-0.237382,1.445321,-2.68905,-0.58849,-0.304969,1.847715,-0.463378,-0.974092,0.46643,0.537581,-0.649573,-1.266217,class1,cluster0
1367,1.430166,-3.770337,1.159291,-0.978763,-0.283084,0.281382,-1.188881,0.631348,1.036587,-1.315068,0.513912,-0.070963,-1.111963,-1.347823,0.464613,0.749104,-1.156293,0.447693,0.758624,0.19952,0.726779,-0.886187,1.794213,0.21847,0.610767,1.036672,0.331631,2.226023,-0.255855,-1.46173,0.707902,-0.715825,-0.428545,0.349869,-1.439839,class2,cluster1
1368,-4.925166,2.163122,-1.270456,-2.056648,-1.821864,0.576404,0.966968,0.313661,0.831701,0.387177,3.526836,0.404412,1.111358,1.296954,-1.328728,1.246406,0.402873,0.181955,-0.844701,-0.539966,-0.983034,-0.257389,0.126211,0.259979,0.24654,-0.671178,0.027484,0.59149,-0.112339,-0.6458,-1.543059,0.632971,0.419009,-0.027869,0.844763,class0,cluster2
1369,-8.203428,2.703954,1.406022,-1.385268,-0.638363,0.120731,-0.179169,-0.099409,-1.086192,-2.19491,-0.985699,2.167797,0.164119,1.205549,0.554119,0.289328,1.668044,1.112099,-0.141499,1.114215,0.513188,1.724252,-0.718187,0.533847,0.974059,1.294128,1.469183,-0.294418,0.377433,-0.256653,-2.511787,0.805306,0.158093,-0.357067,0.760507,class1,cluster0
1370,-5.703147,2.658041,-1.501528,0.672557,0.593147,-1.840933,0.740927,0.581035,-0.696106,-1.129888,-0.557014,-0.423774,0.230028,0.987632,1.940404,1.776346,1.292477,0.860437,-1.719052,0.024721,-1.391835,-0.678169,-0.301762,0.69821,0.511717,1.369712,-0.347532,-0.932009,-0.777911,0.500146,0.250988,0.075156,1.466711,-1.043307,-0.303016,class0,cluster2
