@relation 'AT: vowel-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.468Sex-0.365Feature 7+0.289Feature 9+0.285Feature 4-0.263Feature 8...' numeric
@attribute '0.446Feature 6-0.408Feature 3-0.367Feature 2-0.326Feature 9-0.276Feature 8...' numeric
@attribute '-0.385Train or Test+0.358Feature 1-0.346Feature 5-0.305Feature 3-0.295Feature 4...' numeric
@attribute '0.52 Train or Test+0.352Feature 1+0.262Feature 8-0.222Speaker Number=Kate+0.221Speaker Number=Mike...' numeric
@attribute '0.366Speaker Number=Andrew-0.288Feature 4+0.287Speaker Number=David-0.285Feature 2+0.285Feature 1...' numeric
@attribute '-0.468Feature 0-0.346Speaker Number=David-0.312Speaker Number=Sarah-0.286Feature 9+0.283Speaker Number=Andrew...' numeric
@attribute '0.62 Speaker Number=Bill-0.311Feature 7-0.302Speaker Number=Jo-0.287Speaker Number=Rich-0.224Speaker Number=David...' numeric
@attribute '-0.546Speaker Number=Kate+0.421Speaker Number=Rose-0.375Speaker Number=Sarah+0.278Speaker Number=Penny-0.234Feature 8...' numeric
@attribute '-0.516Speaker Number=Andrew+0.439Speaker Number=David+0.325Speaker Number=Tim-0.286Speaker Number=Sarah+0.275Speaker Number=Sue...' numeric
@attribute '0.525Speaker Number=Nick-0.418Speaker Number=Wendy+0.357Speaker Number=Jo+0.305Speaker Number=Sue-0.268Speaker Number=Rich...' numeric
@attribute '-0.576Speaker Number=Mark+0.46 Speaker Number=Bill+0.302Speaker Number=Wendy+0.269Speaker Number=Mike-0.244Speaker Number=Tim...' numeric
@attribute '0.566Speaker Number=Mike+0.429Speaker Number=Kate-0.326Speaker Number=Rich+0.306Speaker Number=Nick-0.275Speaker Number=Jo...' numeric
@attribute '-0.435Speaker Number=Tim-0.372Speaker Number=Sarah+0.326Speaker Number=Rich+0.301Speaker Number=Mark-0.285Speaker Number=Rose...' numeric
@attribute '0.51 Speaker Number=Penny-0.399Speaker Number=Wendy-0.392Speaker Number=Nick-0.366Speaker Number=Jo-0.261Speaker Number=Mark...' numeric
@attribute '0.524Speaker Number=Tim+0.407Speaker Number=Wendy-0.345Speaker Number=Rich-0.323Speaker Number=Rose+0.306Speaker Number=Penny...' numeric
@attribute '-0.412Speaker Number=Sue+0.379Speaker Number=Sarah-0.371Speaker Number=Mike-0.288Speaker Number=Jo+0.276Speaker Number=Bill...' numeric
@attribute '-0.455Feature 5+0.419Feature 0-0.347Feature 7+0.312Speaker Number=Rich-0.286Speaker Number=Sue...' numeric
@attribute '0.655Feature 6-0.332Feature 7+0.267Feature 5+0.266Feature 9-0.244Feature 0...' numeric
@attribute '-0.457Feature 8-0.441Feature 4+0.367Feature 9+0.338Feature 7-0.26Speaker Number=David...' numeric
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}

@data
-1.953183,-2.327307,1.521942,-0.084153,-1.649251,-0.571694,0.438546,-0.601593,-0.19433,-0.605566,-2.40358,-0.264709,1.207328,-1.044966,0.193375,-0.448055,-0.33169,-0.11926,-0.453563,had
-0.238432,-5.114463,0.551078,0.2724,-1.091127,-0.163664,0.760718,-0.379749,-0.214424,-0.635394,-2.408818,-0.311101,1.207328,-1.044966,0.077975,0.273859,0.122087,0.13879,-0.201143,hOd
-0.67993,-5.59393,1.199187,0.855091,-0.373868,-0.059589,0.113892,-0.246448,-0.355696,-0.58632,-2.400822,-0.326357,1.207328,-1.044966,0.366327,0.509562,-0.421567,-0.209385,0.484958,hod
-1.58047,-2.721477,1.197756,-0.143891,-0.767664,-0.735899,0.631777,-0.124694,-0.335943,-0.701042,-2.100594,-0.143523,1.207328,-1.044966,0.006233,-0.514282,-1.164791,1.438699,1.301072,hUd
-1.371008,-2.15213,0.800866,-0.155763,-0.77881,0.587697,0.525735,0.118684,-0.547203,-0.997959,-2.177145,-0.222488,1.207328,-1.044966,-0.140353,-0.030742,-2.253329,1.022995,-0.313681,hud
-1.681377,-2.090324,0.927667,-0.439317,-1.326396,-0.537068,0.682112,-0.254984,-0.394346,-0.710459,-2.247624,-0.21393,1.207328,-1.044966,-0.052396,-0.509554,-1.008904,0.563134,0.217892,hed
-2.979622,-0.042673,-1.001233,-2.465203,-1.455579,-0.717858,0.779838,0.045584,-0.154397,-1.080659,-2.204779,-0.083231,1.207328,-1.044966,-0.744362,-1.080183,-1.596276,0.798122,-0.029597,hid
-2.847778,-0.445977,0.011052,-1.606649,-1.653034,-1.287201,1.142908,-0.428055,-0.25555,-0.907397,-2.330772,-0.117754,1.207328,-1.044966,-0.418467,-1.304518,-0.629402,0.389703,-0.318375,hId
-1.850446,-0.32186,-0.19839,-1.70333,-1.63361,-0.817867,0.824654,-0.070287,-0.142758,-0.742795,-2.390555,-0.21655,1.207328,-1.044966,-0.40242,-0.885045,-0.790339,-0.288188,-0.529392,hEd
-1.724016,-1.26497,0.453399,-0.813777,-1.378194,-0.627225,0.777071,-0.450582,-0.355758,-0.587774,-2.49687,-0.295186,1.207328,-1.044966,-0.043529,-0.626601,-0.390769,-0.738021,-0.93585,hAd
-1.314351,-2.690961,2.044925,0.255122,-1.390819,-0.874774,0.209008,-0.299926,-0.227662,-0.362412,-2.347949,-0.259887,1.207328,-1.044966,0.352436,-0.364581,-0.365123,-0.198085,0.763058,hYd
-1.893134,-2.502862,1.182177,-0.292786,-1.631997,-0.532301,0.432947,-0.464102,-0.244999,-0.648149,-2.368932,-0.248967,1.207328,-1.044966,0.084393,-0.395364,-0.511129,-0.035938,-0.195215,had
-0.657258,-4.704361,0.860894,0.251253,-1.142223,-0.298644,0.672778,-0.480074,-0.112007,-0.613831,-2.381713,-0.273047,1.207328,-1.044966,0.129161,0.0999,0.152365,0.376553,-0.084611,hOd
-0.733228,-5.538537,1.225895,0.78926,-0.384641,-0.099389,0.11655,-0.301533,-0.273937,-0.54745,-2.370745,-0.302373,1.207328,-1.044966,0.367873,0.45535,-0.31866,0.062781,0.613494,hod
-1.672391,-2.260226,0.962925,-0.4576,-0.811429,-0.490212,0.530156,-0.072658,-0.364011,-0.667246,-2.053009,-0.135962,1.207328,-1.044966,-0.062154,-0.486753,-1.463431,1.60739,1.325163,hUd
-1.409109,-1.971519,0.917434,-0.080454,-0.758884,0.732537,0.417011,0.138227,-0.576392,-0.999196,-2.192476,-0.247127,1.207328,-1.044966,-0.096313,0.031605,-2.419771,0.849875,-0.490933,hud
-1.670134,-1.966389,0.918355,-0.446432,-1.329628,-0.415396,0.654562,-0.232286,-0.393156,-0.732899,-2.244952,-0.224426,1.207328,-1.044966,-0.05961,-0.471044,-1.129341,0.561511,0.076523,hed
2.004052,-1.806178,-1.636542,-2.932189,-1.840773,0.977224,-0.875543,0.209507,-0.696324,1.199474,1.076568,-1.03451,-0.952493,-1.466005,-1.08111,-0.655876,-0.190023,1.105434,0.259738,hid
2.630147,-2.162459,-0.614827,-1.966471,-1.778351,1.069926,-1.236195,0.084672,-0.576405,1.432669,0.794573,-1.198932,-0.952493,-1.466005,-0.619839,-0.315427,0.46993,-0.536028,-0.694196,hId
2.17439,-2.282397,0.315979,-1.550046,-1.786249,0.348055,-1.294449,-0.249567,-0.244776,1.569763,0.736168,-1.142743,-0.952493,-1.466005,-0.35919,-0.65838,1.3733,-0.479419,-0.397882,hEd
1.409567,-0.237843,1.042322,-1.772242,-2.051325,-0.986274,-0.828689,-0.398191,-0.277487,1.668257,0.802659,-1.051839,-0.952493,-1.466005,-0.342755,-1.695923,1.628697,-0.218299,0.297935,hAd
0.81282,1.126123,2.206732,-1.140878,-1.485414,-0.500482,-0.924051,-0.503683,-0.307132,1.575813,0.978964,-1.005181,-0.952493,-1.466005,-0.122283,-1.861716,0.638419,1.031337,0.102789,hYd
1.356903,1.259137,1.732858,-1.622213,-1.664216,-0.911498,-0.627423,-0.275292,-0.009776,1.556176,0.995558,-0.950835,-0.952493,-1.466005,-0.35743,-2.059996,1.038475,1.294759,0.402672,had
0.523821,-0.761658,3.174943,-0.183309,-1.475419,0.389228,-2.495929,-0.168995,-0.625798,1.656558,0.901181,-1.154819,-0.952493,-1.466005,0.337079,-0.782412,-0.368218,-0.605004,0.68803,hOd
0.484237,0.213,3.723086,0.210446,-0.694141,-0.154896,-2.251116,-0.032589,-0.460745,1.533312,0.86563,-1.135622,-0.952493,-1.466005,0.428117,-1.197206,-0.419666,-0.585732,0.57056,hod
0.965461,1.351938,1.707539,-1.152381,-1.400954,1.023966,-1.530024,0.047109,-0.762972,1.276267,0.964166,-1.155755,-0.952493,-1.466005,-0.237703,-1.051381,-1.212957,0.136897,-0.902693,hUd
1.650374,0.103535,1.382502,-1.127434,-1.393084,1.329122,-2.219387,0.501179,-0.777948,1.369304,0.908802,-1.273993,-0.952493,-1.466005,-0.19039,-0.380833,-1.467176,-0.977234,-0.404889,hud
0.983275,0.730876,1.272779,-1.839341,-1.969608,-0.161368,-1.382793,0.18622,-0.504204,1.392758,0.927143,-1.025897,-0.952493,-1.466005,-0.457212,-1.462281,-0.164606,-0.074944,0.420597,hed
2.061509,-1.998403,-1.51776,-2.722249,-1.790134,1.024478,-0.794354,0.169456,-0.719121,1.145655,1.066191,-1.042855,-0.952493,-1.466005,-1.05248,-0.624183,-0.178749,1.14588,0.077973,hid
2.693341,-2.461879,-0.25279,-1.65294,-1.8879,1.175361,-1.30544,0.034341,-0.654827,1.457126,0.816107,-1.21788,-0.952493,-1.466005,-0.520048,-0.206515,0.398832,-0.489904,-0.635374,hId
2.392911,-2.278202,0.259451,-1.50994,-1.822425,0.421038,-1.140927,-0.261729,-0.261613,1.54885,0.731263,-1.153418,-0.952493,-1.466005,-0.386178,-0.643202,1.408859,-0.415113,-0.619839,hEd
1.279071,-0.243429,0.993772,-1.794577,-1.940043,-0.947048,-0.840957,-0.468398,-0.242005,1.667189,0.810093,-1.043986,-0.952493,-1.466005,-0.332416,-1.703961,1.660864,-0.078374,0.252052,hAd
0.749212,1.230035,1.9668,-1.25189,-1.385874,-0.304164,-0.936709,-0.495477,-0.379349,1.545224,0.982893,-1.017966,-0.952493,-1.466005,-0.161856,-1.799504,0.44146,1.01912,-0.067321,hYd
1.121118,1.253599,1.576211,-1.66938,-1.742884,-0.704602,-0.645043,-0.389931,-0.095863,1.508819,0.950527,-0.972671,-0.952493,-1.466005,-0.366228,-1.994756,0.994243,1.073087,-0.044532,had
0.265301,-0.45287,3.261321,-0.251293,-1.474714,0.199343,-2.544517,-0.107474,-0.642524,1.619741,0.930465,-1.143583,-0.952493,-1.466005,0.323881,-0.91059,-0.544514,-0.606305,0.91682,hOd
0.612834,0.156783,3.710464,0.377401,-0.573149,-0.076569,-1.927096,-0.223752,-0.533984,1.515992,0.909066,-1.139066,-0.952493,-1.466005,0.437616,-1.242903,-0.337403,-0.08268,0.325124,hod
1.105021,1.507587,1.664804,-1.237306,-1.361783,0.923477,-1.550159,0.146057,-0.669727,1.294265,0.94104,-1.15449,-0.952493,-1.466005,-0.257892,-1.083768,-1.140001,-0.007911,-0.86165,hUd
1.54645,0.372479,1.460209,-1.20114,-1.582336,1.412806,-2.181834,0.435369,-0.660793,1.334819,0.917464,-1.251557,-0.952493,-1.466005,-0.220721,-0.442574,-1.419018,-0.734607,-0.653841,hud
1.073021,0.745433,1.179278,-1.895095,-1.882273,-0.183662,-1.362364,0.202917,-0.489823,1.427255,0.922644,-1.021932,-0.952493,-1.466005,-0.466054,-1.468569,-0.104164,-0.07367,0.479452,hed
2.198347,-2.443489,-1.320166,-2.397917,-1.726151,1.256979,-0.869517,0.092509,-0.742427,1.158064,1.027907,-1.074476,-0.952493,-1.466005,-0.947044,-0.431936,-0.119723,1.012564,-0.185445,hid
2.508162,-2.303719,-0.24598,-1.766209,-2.076461,1.222812,-1.342279,-0.003266,-0.669484,1.452331,0.848753,-1.207308,-0.952493,-1.466005,-0.545014,-0.235608,0.30388,-0.350264,-0.605591,hId
2.40737,-2.248671,0.234058,-1.555033,-1.70359,0.439145,-1.122913,-0.35137,-0.141835,1.603892,0.757326,-1.136928,-0.952493,-1.466005,-0.367921,-0.668595,1.570707,-0.082722,-0.588401,hEd
1.418574,-0.491562,1.14576,-1.678856,-2.088044,-0.883861,-0.944357,-0.376037,-0.257499,1.661738,0.804262,-1.050629,-0.952493,-1.466005,-0.315592,-1.59611,1.588078,-0.219747,0.347661,hAd
0.797854,1.469451,1.718172,-1.356938,-1.335278,-0.144123,-0.770328,-0.534857,-0.444295,1.502905,0.993916,-1.02917,-0.952493,-1.466005,-0.225962,-1.808794,0.330208,1.160664,-0.384672,hYd
1.264292,1.068452,1.099517,-1.830933,-1.561916,-0.510003,-0.615643,-0.326492,-0.200679,1.490605,0.937782,-0.991449,-0.952493,-1.466005,-0.442089,-1.863693,0.867941,0.949378,-0.140208,had
0.465272,-0.491319,3.28338,-0.141576,-1.341067,0.099642,-2.415064,-0.065611,-0.684616,1.609552,0.957508,-1.153813,-0.952493,-1.466005,0.326059,-0.938701,-0.581472,-0.492584,1.033395,hOd
0.418806,0.746861,3.60116,0.21547,-0.549413,0.053927,-1.718199,-0.328442,-0.51676,1.448024,0.969964,-1.108252,-0.952493,-1.466005,0.358833,-1.395548,-0.491379,0.500527,0.042522,hod
0.930331,1.253211,1.91584,-1.095754,-1.400665,0.937786,-1.653004,0.02165,-0.614666,1.33387,0.954443,-1.135879,-0.952493,-1.466005,-0.176792,-1.062973,-1.008301,0.177058,-0.750634,hUd
1.430962,0.529113,1.442593,-1.27873,-1.725169,1.530594,-2.200965,0.480366,-0.801885,1.319642,0.919239,-1.234593,-0.952493,-1.466005,-0.261766,-0.441624,-1.64281,-0.803831,-0.636015,hud
1.21897,0.725186,1.178788,-1.838907,-1.828466,-0.107419,-1.318293,0.18562,-0.488613,1.447562,0.915436,-1.030119,-0.952493,-1.466005,-0.45132,-1.432528,-0.064107,-0.046568,0.37013,hed
2.219633,-2.449817,-1.180483,-2.297872,-1.710374,1.306935,-0.920326,0.096729,-0.778713,1.183777,1.03472,-1.079511,-0.952493,-1.466005,-0.904195,-0.398156,-0.189301,1.005495,-0.132882,hid
2.375716,-2.054215,-0.292183,-1.934817,-2.215289,1.222538,-1.373218,0.010565,-0.677786,1.460182,0.87149,-1.19229,-0.952493,-1.466005,-0.585893,-0.289248,0.214037,-0.282751,-0.522226,hId
2.294254,-2.607005,0.437997,-1.360715,-1.607447,0.471292,-1.368774,-0.284455,-0.157971,1.594322,0.732411,-1.144417,-0.952493,-1.466005,-0.288175,-0.545186,1.46884,-0.355212,-0.423529,hEd
1.499218,-0.260374,1.108615,-1.773863,-2.209249,-0.849536,-0.848999,-0.444081,-0.17138,1.681775,0.815354,-1.049515,-0.952493,-1.466005,-0.340441,-1.643956,1.710014,-0.027687,0.157911,hAd
0.768217,1.30201,1.645167,-1.421666,-1.080503,-0.250309,-0.903368,-0.448386,-0.48341,1.577531,1.062172,-1.011916,-0.952493,-1.466005,-0.209975,-1.793701,0.193417,1.35408,0.279546,hYd
1.514878,0.915763,0.710632,-2.004111,-1.501007,-0.185324,-0.80223,-0.06885,-0.324183,1.47095,0.93915,-1.023465,-0.952493,-1.466005,-0.524104,-1.607172,0.441516,0.638738,-0.059438,had
0.734484,-0.161812,3.346112,-0.087041,-1.122207,-0.051309,-2.29667,0.057954,-0.72555,1.647194,0.956576,-1.154161,-0.952493,-1.466005,0.331158,-1.033386,-0.639532,-0.548565,1.181323,hOd
0.491277,0.559874,3.641206,0.275339,-0.536256,0.234914,-1.831803,-0.331375,-0.452301,1.46124,0.970793,-1.115191,-0.952493,-1.466005,0.388831,-1.270074,-0.496923,0.551979,-0.024984,hod
1.046414,1.002096,1.991144,-0.97801,-1.470501,1.007864,-1.660972,-0.016146,-0.637364,1.358056,0.945295,-1.148937,-0.952493,-1.466005,-0.14108,-0.981366,-0.936951,0.135791,-0.796325,hUd
1.390859,0.554154,1.538647,-1.120667,-1.59418,1.60141,-2.174451,0.454751,-0.889104,1.290453,0.925804,-1.250663,-0.952493,-1.466005,-0.222002,-0.422552,-1.790421,-0.78973,-0.739638,hud
1.341146,0.689767,1.199228,-1.866691,-1.837824,-0.121309,-1.343191,0.158017,-0.372749,1.509895,0.922222,-1.026576,-0.952493,-1.466005,-0.432018,-1.421861,0.111298,0.072315,0.4255,hed
2.461854,-2.470552,-1.05597,-2.120455,-1.656235,1.34816,-0.847655,0.166559,-0.860552,1.175285,1.039711,-1.093576,-0.952493,-1.466005,-0.885107,-0.360891,-0.309573,0.984059,-0.136624,hid
2.674582,-2.252025,0.003112,-1.680329,-2.120952,1.178314,-1.484975,0.135921,-0.655516,1.517167,0.832572,-1.203379,-0.952493,-1.466005,-0.498586,-0.204501,0.260297,-0.572063,-0.361698,hId
2.166336,-2.639921,1.332907,-0.752635,-1.593417,0.625906,-1.626672,-0.324545,-0.170545,1.608076,0.735522,-1.161237,-0.952493,-1.466005,-0.059767,-0.447721,1.25507,-0.385019,-0.458703,hEd
1.396076,-0.1623,1.092047,-1.819855,-2.102338,-0.805317,-0.879768,-0.539187,-0.063039,1.711004,0.824869,-1.042848,-0.952493,-1.466005,-0.31534,-1.662514,1.815405,0.171129,0.073216,hAd
0.930207,1.205123,1.768798,-1.421444,-1.150278,-0.282037,-1.035935,-0.353545,-0.388143,1.636041,1.076632,-1.003026,-0.952493,-1.466005,-0.191195,-1.745481,0.232169,1.369173,0.561459,hYd
1.532323,0.65795,0.492315,-2.113552,-1.486895,0.122665,-1.043805,0.037617,-0.421838,1.489701,0.978057,-1.043028,-0.952493,-1.466005,-0.544606,-1.375223,0.097762,0.598006,0.143427,had
0.954884,1.138283,3.050198,-0.340352,-0.885448,-0.059175,-1.608467,-0.148313,-0.579745,1.614447,0.965938,-1.124152,-0.952493,-1.466005,0.202977,-1.425904,-0.379625,0.187476,0.305215,hOd
0.632992,0.11094,3.608341,0.394919,-0.475393,0.26077,-1.86142,-0.356582,-0.522414,1.511228,0.945062,-1.134293,-0.952493,-1.466005,0.4357,-1.154775,-0.38279,0.36615,0.044215,hod
1.282987,0.744682,2.017443,-0.843664,-1.48568,1.124184,-1.659137,-0.05234,-0.688116,1.413747,0.922077,-1.178816,-0.952493,-1.466005,-0.091301,-0.85884,-0.848633,-0.005933,-0.906047,hUd
1.33972,0.699452,1.784268,-0.940059,-1.525684,1.56076,-2.154472,0.44277,-0.855553,1.239125,0.949778,-1.262354,-0.952493,-1.466005,-0.176161,-0.466374,-1.890262,-0.656462,-0.814261,hud
1.398758,0.625864,1.093097,-1.932712,-1.837902,-0.234761,-1.310664,0.191718,-0.379873,1.517232,0.925131,-1.028356,-0.952493,-1.466005,-0.457887,-1.444469,0.159666,0.023599,0.559245,hed
2.566568,-2.550124,-1.04131,-2.066985,-1.658925,1.314887,-0.785424,0.169137,-0.880016,1.177533,1.034068,-1.096087,-0.952493,-1.466005,-0.883672,-0.362319,-0.259307,0.968833,-0.136765,hid
2.976218,-2.507757,0.361084,-1.365497,-1.769585,0.973419,-1.518477,0.170881,-0.363493,1.567316,0.766109,-1.182009,-0.952493,-1.466005,-0.381729,-0.22382,0.711546,-0.613763,-0.319708,hId
2.319309,-2.489798,0.936986,-1.01534,-1.64008,0.806115,-1.605562,-0.225372,-0.224359,1.594994,0.732537,-1.175548,-0.952493,-1.466005,-0.164003,-0.373527,1.094449,-0.493704,-0.59316,hEd
1.467459,-0.336566,1.10761,-1.746272,-2.051828,-0.801712,-1.002647,-0.388794,-0.155683,1.694305,0.799385,-1.060154,-0.952493,-1.466005,-0.305189,-1.568966,1.637702,-0.196648,0.218112,hAd
0.845213,1.366908,1.847564,-1.398527,-1.360686,-0.274675,-1.032801,-0.327728,-0.408636,1.559337,1.023131,-1.017971,-0.952493,-1.466005,-0.209602,-1.762469,0.187006,1.027235,0.228561,hYd
1.541511,0.278446,0.5412,-1.985209,-1.404429,0.440665,-1.125422,-0.090971,-0.354534,1.510527,1.011548,-1.037904,-0.952493,-1.466005,-0.490465,-1.210653,0.127741,0.999066,0.038857,had
0.833998,1.329332,2.709055,-0.630167,-1.031732,0.280045,-1.520109,-0.359242,-0.465675,1.614274,0.967811,-1.108945,-0.952493,-1.466005,0.127211,-1.403038,-0.218184,0.561437,-0.24608,hOd
0.68168,-0.135515,3.628106,0.405908,-0.556754,0.250766,-1.989726,-0.294525,-0.516484,1.538937,0.892406,-1.134549,-0.952493,-1.466005,0.451121,-1.077603,-0.28962,0.011214,0.106368,hod
1.223416,0.998057,1.757596,-1.129696,-1.439805,1.100725,-1.706926,0.021592,-0.591385,1.410253,0.924701,-1.16323,-0.952493,-1.466005,-0.166777,-0.903058,-0.866597,0.007882,-0.858233,hUd
1.140972,0.425975,2.065277,-0.679395,-1.592347,1.669357,-2.215705,0.340614,-1.004067,1.222851,0.993793,-1.272887,-0.952493,-1.466005,-0.094396,-0.395534,-2.078234,-0.506594,-0.726736,hud
1.360414,0.38641,1.210022,-1.846895,-2.011326,-0.111259,-1.443998,0.057439,-0.33811,1.580094,0.884875,-1.054974,-0.952493,-1.466005,-0.377156,-1.328581,0.362154,-0.175269,0.34191,hed
2.058277,1.06439,-1.138554,-3.201629,-0.60468,1.645449,0.221524,-2.253981,1.267818,-0.932693,0.439691,1.869974,0.566136,-0.246059,-0.620041,0.1359,0.515072,1.794696,0.249001,hid
2.196031,-0.852997,-1.326644,-2.393727,0.456357,2.094977,-0.777564,-1.762814,0.560921,-0.945823,0.221287,1.629156,0.566136,-0.246059,-0.29549,1.098208,-0.438179,-0.832805,0.527978,hId
1.356168,-0.486843,-1.043813,-2.517626,0.401243,0.842533,-0.425496,-2.139854,0.899307,-0.955882,0.13246,1.72449,0.566136,-0.246059,-0.264275,0.34972,0.70597,-0.832669,0.685331,hEd
1.339486,0.158129,0.467245,-1.739405,0.218124,0.360118,0.030881,-2.810824,1.193948,-0.68664,0.11778,1.791582,0.566136,-0.246059,0.099833,-0.168225,1.841905,0.030592,0.345056,hAd
-0.231886,1.223589,1.859839,-1.184355,0.419809,0.54324,-0.903278,-2.786135,0.906228,-0.728261,0.188956,1.7705,0.566136,-0.246059,0.46748,-0.198812,0.530102,-0.354076,0.75012,hYd
0.219793,0.903869,1.04461,-1.5317,0.334382,0.483448,-0.555397,-2.665494,0.846841,-0.827151,0.139127,1.753638,0.566136,-0.246059,0.240051,-0.167925,0.706189,-0.604875,0.498805,had
-0.034067,1.856559,2.092261,-1.103093,0.290618,1.00677,-0.935428,-2.746259,1.049986,-0.790783,0.192967,1.746257,0.566136,-0.246059,0.470557,-0.105874,0.2601,-0.170724,0.046452,hOd
0.454579,0.179216,2.728085,-0.074663,1.051796,1.292142,-1.072439,-2.84891,1.291419,-0.823832,0.232333,1.731806,0.566136,-0.246059,0.750186,0.306513,0.493567,0.517193,0.162584,hod
-1.113431,1.931166,0.793505,-1.760113,1.068339,1.464271,-1.56252,-2.194089,0.694466,-1.240122,0.178175,1.690509,0.566136,-0.246059,0.19776,0.206986,-1.3258,-1.15689,0.020991,hUd
0.88382,2.003263,1.202242,-1.286479,0.613145,2.409765,-1.030381,-2.420311,1.069579,-0.956584,0.109727,1.643675,0.566136,-0.246059,0.293265,0.564563,-0.456016,-0.483765,-1.470331,hud
-0.494613,0.995525,0.484479,-2.019418,0.336018,1.329337,-1.33977,-2.440326,0.818669,-0.987996,0.186851,1.707137,0.566136,-0.246059,0.141398,0.285943,-0.348875,-0.87737,0.307841,hed
2.198407,1.192392,-1.376561,-3.241478,-0.503319,1.580504,0.449566,-2.239906,1.163312,-0.97646,0.411835,1.850919,0.566136,-0.246059,-0.677189,0.076596,0.517621,1.643766,0.028536,hid
1.787839,-0.148111,-1.55739,-2.824279,0.397906,2.015349,-0.780816,-1.754799,0.641535,-0.992621,0.306507,1.662204,0.566136,-0.246059,-0.410247,0.900695,-0.666672,-0.409844,0.668475,hId
1.440068,-0.310041,-1.087369,-2.639093,0.342907,0.877811,-0.470793,-2.045782,0.896815,-0.933329,0.188132,1.72754,0.566136,-0.246059,-0.301455,0.358074,0.519705,-0.661843,0.918458,hEd
1.196384,0.034473,0.442677,-1.712814,0.24808,0.482481,-0.082722,-2.841269,1.088692,-0.670994,0.10835,1.777324,0.566136,-0.246059,0.133535,-0.082416,1.725659,-0.128138,0.339947,hAd
-0.186839,1.041205,1.988325,-1.134554,0.357385,0.520766,-0.941554,-2.845673,1.034579,-0.686404,0.190916,1.785692,0.566136,-0.246059,0.502776,-0.186907,0.750608,-0.202137,0.805932,hYd
0.102239,0.714119,1.04679,-1.509981,0.214896,0.505637,-0.572965,-2.706208,0.776215,-0.849928,0.15186,1.75009,0.566136,-0.246059,0.238391,-0.136745,0.657062,-0.601297,0.535983,had
0.013088,2.243145,1.833533,-1.33312,0.352569,1.017663,-0.829751,-2.715785,1.05924,-0.793381,0.223669,1.749043,0.566136,-0.246059,0.392365,-0.178961,0.172457,0.005601,0.009396,hOd
0.369127,-0.194753,2.700662,-0.047373,1.10915,1.330609,-1.161722,-2.922742,1.330314,-0.794113,0.225765,1.741567,0.566136,-0.246059,0.784106,0.37674,0.635717,0.563685,0.246865,hod
-1.032406,1.040991,1.246819,-1.306314,0.872447,1.582639,-1.779092,-2.198438,0.58192,-1.217975,0.159502,1.673598,0.566136,-0.246059,0.332235,0.45135,-1.330999,-1.402223,0.230729,hUd
0.830405,2.055045,1.377922,-1.20639,0.555909,2.448049,-1.052833,-2.499286,1.132336,-0.94028,0.106636,1.646164,0.566136,-0.246059,0.338281,0.556009,-0.370978,-0.397871,-1.590735,hud
-0.540017,0.855303,0.541243,-1.986458,0.391805,1.212753,-1.36391,-2.423915,0.850599,-0.987771,0.188056,1.724439,0.566136,-0.246059,0.152327,0.256417,-0.283087,-0.852068,0.495755,hed
2.426116,0.987257,-1.258287,-3.219311,-0.561595,1.595663,0.274235,-2.123688,1.20503,-0.886056,0.440545,1.852357,0.566136,-0.246059,-0.644375,0.182562,0.492002,1.650786,0.437877,hid
1.563542,0.140287,-1.569479,-3.055632,0.362595,1.809185,-0.884627,-1.597995,0.674173,-1.017842,0.397163,1.701756,0.566136,-0.246059,-0.482022,0.771457,-0.943553,-0.127447,1.271123,hId
1.742618,-0.471184,-1.077854,-2.572657,0.384548,0.979102,-0.509593,-1.953262,0.896919,-0.897946,0.199831,1.715426,0.566136,-0.246059,-0.291444,0.470803,0.462552,-0.654885,1.025417,hEd
1.198914,0.080233,0.383223,-1.720172,0.287467,0.568261,-0.13127,-2.778222,1.014319,-0.688134,0.092123,1.76381,0.566136,-0.246059,0.125476,-0.03023,1.568936,-0.322625,0.281237,hAd
-0.081862,1.345404,1.939497,-1.212687,0.324386,0.524248,-0.774659,-2.904067,1.085861,-0.673561,0.208884,1.792919,0.566136,-0.246059,0.469922,-0.275167,0.83816,0.052393,0.641988,hYd
-0.079938,0.711637,1.045145,-1.56065,0.143011,0.523993,-0.663661,-2.734789,0.761746,-0.848694,0.152712,1.749343,0.566136,-0.246059,0.24529,-0.126183,0.618111,-0.661416,0.559018,had
-0.117712,2.358488,1.837141,-1.411597,0.145281,0.952194,-0.885013,-2.621486,1.004244,-0.856654,0.218532,1.744084,0.566136,-0.246059,0.346159,-0.203334,0.000287,-0.225926,0.046095,hOd
0.008918,0.018136,2.696272,-0.058034,1.227332,1.361085,-1.220526,-2.987248,1.192842,-0.805363,0.230112,1.734144,0.566136,-0.246059,0.814072,0.337981,0.429228,0.476489,0.221172,hod
-1.048528,1.040449,1.029475,-1.51559,0.828536,1.452769,-1.791544,-2.09728,0.551811,-1.214465,0.155784,1.689875,0.566136,-0.246059,0.259481,0.411399,-1.345325,-1.542004,0.48056,hUd
